peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_000862	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
TrH2_TrispH2_000866	1	8	6	5	1	0	2	1	2	9	7	0	20	2	0
TrH2_TrispH2_000867	37	97	0	1	8	29	7	12	13	108	20	2	61	21	0
TrH2_orphan_37	27	66	10	21	27	25	28	33	48	83	92	30	58	36	11
TrH2_TrispH2_000870	19	22	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_000871	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
TrH2_TrispH2_000872	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
TrH2_TrispH2_000877	1	1	0	7	2	0	0	0	0	0	3	0	3	1	0
TrH2_TrispH2_000880	2	0	1	5	0	1	3	2	5	11	4	2	4	2	2
TrH2_TrispH2_000885	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000888	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
TrH2_TrispH2_000683	0	0	0	0	2	6	10	2	0	7	1	2	24	1	0
TrH2_TrispH2_000684	0	0	0	0	0	2	5	8	0	0	0	0	0	0	0
TrH2_TrispH2_000685	0	0	0	0	3	9	2	3	0	9	0	0	0	1	0
TrH2_TrispH2_000686	0	0	17	26	0	2	0	0	0	7	3	0	0	17	0
TrH2_TrispH2_000687	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TrH2_TrispH2_000688	1	5	0	1	1	1	2	2	1	4	1	2	7	3	0
TrH2_TrispH2_000690	0	3	1	1	0	2	1	0	2	5	1	0	3	0	1
TrH2_TrispH2_000693	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
TrH2_orphan_42	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
TrH2_TrispH2_000697	3	1	3	1	0	1	1	2	2	2	5	2	8	2	2
TrH2_TrispH2_000699	0	1	6	1	0	3	0	1	0	4	1	0	1	2	0
TrH2_TrispH2_000700	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_000703	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TrH2_TrispH2_000706	3	0	0	0	0	4	2	4	4	8	8	2	3	1	2
TrH2_TrispH2_000707	3	1	0	1	1	0	3	1	5	2	1	1	2	0	0
TrH2_TrispH2_000709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_000713	0	0	1	2	0	0	3	1	1	0	1	0	5	1	0
TrH2_TrispH2_000714	0	0	1	0	0	0	1	1	0	4	2	0	3	2	0
TrH2_TrispH2_000716	1	9	1	1	0	2	2	0	9	12	9	4	13	3	2
TrH2_TrispH2_000718	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TrH2_TrispH2_000719	0	0	0	0	0	0	0	4	4	1	1	1	1	0	0
TrH2_TrispH2_000721	0	4	4	4	0	3	5	5	4	13	4	4	11	10	1
TrH2_TrispH2_000725	7	5	4	2	12	16	12	19	2	21	28	10	26	13	10
TrH2_TrispH2_000727	0	1	0	0	0	0	0	1	0	0	0	0	6	0	0
TrH2_TrispH2_000728	0	1	2	2	0	0	1	1	0	2	0	0	0	0	0
TrH2_TrispH2_000730	2	4	1	2	1	2	5	3	3	3	5	1	6	1	1
TrH2_TrispH2_000732	3	1	2	2	2	1	1	0	3	6	3	0	3	0	0
TrH2_TrispH2_000734	0	0	0	0	0	0	2	2	0	6	0	0	0	0	0
TrH2_TrispH2_000735	18	85	9	29	34	25	90	57	50	132	96	32	69	113	33
TrH2_TrispH2_000736	4	13	0	0	7	2	2	4	5	11	12	4	1	1	1
TrH2_TrispH2_000737	0	2	0	2	2	2	3	3	4	2	8	3	1	1	2
TrH2_TrispH2_000740	0	1	0	0	2	0	0	0	0	3	1	1	2	0	0
TrH2_TrispH2_000743	0	8	3	6	2	1	4	1	6	11	9	0	10	1	0
TrH2_TrispH2_000745	1	9	5	7	7	4	6	12	9	8	12	8	10	6	1
TrH2_TrispH2_000746	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_000748	2	16	3	13	3	8	9	8	13	20	15	3	32	6	0
TrH2_TrispH2_000749	0	1	1	1	0	0	0	0	0	1	2	1	2	2	0
TrH2_orphan_45	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0
TrH2_TrispH2_000752	8	18	6	12	2	3	3	11	12	28	36	14	24	19	0
TrH2_TrispH2_000757	1	1	0	2	1	0	2	2	2	3	2	2	9	4	0
TrH2_TrispH2_000759	0	0	0	1	2	3	1	2	0	2	0	2	1	6	7
TrH2_TrispH2_000760	0	0	0	0	1	2	1	1	0	3	0	1	4	1	4
TrH2_TrispH2_000761	0	5	2	0	1	4	1	2	2	3	1	4	7	0	0
TrH2_TrispH2_000764	2	4	0	4	5	2	0	3	4	5	4	0	7	2	1
TrH2_TrispH2_000765	8	33	8	10	9	8	28	29	26	52	54	14	72	18	9
TrH2_TrispH2_000768	10	19	23	73	17	19	16	24	24	64	46	15	79	24	7
TrH2_TrispH2_000770	0	0	4	4	0	0	0	1	0	0	1	0	0	0	1
TrH2_orphan_46	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0
TrH2_TrispH2_000772	2	0	0	0	0	1	1	0	0	0	1	1	1	0	0
TrH2_TrispH2_000773	0	1	0	1	0	1	3	1	0	5	2	1	2	1	1
TrH2_orphan_47	0	1	1	1	3	0	1	0	1	4	1	1	1	1	0
TrH2_TrispH2_000777	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TrH2_TrispH2_000778	0	0	0	0	2	2	3764	4	0	287	230	0	80	58	1
TrH2_TrispH2_000780	0	0	2	6	2	0	2	4	4	4	0	1	2	0	0
TrH2_TrispH2_000782	0	0	0	0	0	0	0	3	3	0	0	0	1	1	0
TrH2_TrispH2_000784	23	41	0	1	6	20	19	3	0	27	17	5	12	17	2
TrH2_TrispH2_000786	4	1	0	0	0	2	2	0	0	0	0	1	0	0	0
TrH2_orphan_49	5	5	0	0	1	4	2	4	0	0	2	4	2	1	0
TrH2_TrispH2_000787	1	7	0	0	5	3	1	12	5	17	10	2	8	4	3
TrH2_TrispH2_000789	2	1	0	0	0	3	2	5	4	1	1	0	5	0	0
TrH2_TrispH2_000792	2	8	2	8	8	4	10	13	10	10	17	8	20	5	4
TrH2_TrispH2_000794	0	0	0	0	1	1	3	1	0	3	1	0	4	10	3
TrH2_TrispH2_000795	0	5	1	2	0	0	2	3	0	10	2	2	2	1	0
TrH2_TrispH2_000796	0	1	1	6	1	1	0	1	1	1	0	0	3	0	0
TrH2_TrispH2_000797	2	2	0	0	2	0	0	1	1	5	1	0	1	0	0
TrH2_TrispH2_000798	0	4	1	1	1	3	4	3	6	4	4	0	1	1	0
TrH2_TrispH2_000800	68	112	61	120	47	51	73	119	113	207	195	95	311	176	26
TrH2_TrispH2_000802	0	0	0	0	3	0	0	2	1	5	1	1	0	2	0
TrH2_orphan_50	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_000806	0	0	0	1	0	1	0	0	1	2	6	1	1	0	0
TrH2_TrispH2_000810	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
TrH2_TrispH2_000813	0	1	2	6	2	1	1	1	0	3	3	0	0	1	1
TrH2_TrispH2_000814	22	72	35	75	59	48	80	93	87	133	159	63	124	73	16
TrH2_orphan_52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000819	2	2	0	0	1	1	0	1	2	3	4	1	3	3	0
TrH2_TrispH2_000821	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_000823	2	1	0	0	0	2	0	2	5	0	1	0	4	6	0
TrH2_orphan_53	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0
TrH2_TrispH2_000826	3	6	3	4	9	2	9	10	6	15	19	4	9	7	1
TrH2_TrispH2_000827	0	0	0	1	0	0	0	1	1	6	1	0	1	0	0
TrH2_TrispH2_000831	0	1	2	2	2	2	3	4	1	6	3	0	8	5	3
TrH2_TrispH2_000834	7	18	6	17	4	7	10	10	9	19	14	6	18	6	2
TrH2_TrispH2_000836	0	1	0	0	1	0	0	0	1	1	10	1	0	2	0
TrH2_TrispH2_000838	0	1	4	9	3	2	3	2	3	9	13	4	11	4	1
TrH2_TrispH2_000841	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0
TrH2_TrispH2_000845	0	0	0	0	0	0	0	0	0	4	0	0	16	0	0
TrH2_TrispH2_000846	2	4	5	4	6	3	3	11	3	29	223	42	17	3	1
TrH2_TrispH2_000847	2	0	2	0	0	0	0	0	0	4	1	0	0	1	0
TrH2_TrispH2_000848	3	5	6	7	0	4	1	1	3	6	4	7	4	1	0
TrH2_TrispH2_000850	2	16	27	85	10	16	18	24	20	50	61	14	113	26	10
TrH2_TrispH2_000851	1	6	2	11	0	3	1	3	2	0	1	0	1	5	2
TrH2_TrispH2_000852	0	1	1	0	0	2	0	0	2	1	1	2	2	0	1
TrH2_TrispH2_000856	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
TrH2_TrispH2_000857	0	0	50	144	0	1	1	0	0	0	0	0	0	0	0
TrH2_TrispH2_000859	1	4	2	2	2	5	1	3	2	10	3	0	2	1	2
TrH2_TrispH2_000860	2	6	2	8	5	4	7	5	11	23	14	1	10	8	8
TrH2_TrispH2_000863	0	0	0	0	0	0	0	2	0	0	3	0	0	1	4
TrH2_TrispH2_000865	2	2	3	2	1	0	2	2	1	7	8	3	7	2	0
TrH2_orphan_54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TrH2_TrispH2_000868	1	1	5	7	0	1	3	2	1	3	4	4	8	3	2
TrH2_orphan_55	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
TrH2_TrispH2_000873	0	4	0	3	0	2	4	4	2	4	19	6	1	1	0
TrH2_TrispH2_000874	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
TrH2_TrispH2_000875	18	26	0	0	16	5	2	12	4	6	6	1	13	7	1
TrH2_TrispH2_000876	0	1	0	1	0	1	0	0	0	3	1	1	1	7	1
TrH2_TrispH2_000878	8	37	4	5	7	18	12	10	7	27	14	18	20	14	2
TrH2_TrispH2_000881	0	0	0	0	0	2	0	4	1	2	5	1	6	1	0
TrH2_TrispH2_000882	0	0	4	0	0	3	0	0	0	5	3	0	0	0	0
TrH2_TrispH2_000236	7	37	13	33	17	9	15	25	25	51	34	17	36	26	5
TrH2_TrispH2_000241	2	6	3	3	4	4	7	3	8	17	10	3	4	6	2
TrH2_TrispH2_000242	5	32	16	21	18	14	10	14	11	44	33	9	32	24	9
TrH2_TrispH2_000243	0	1	0	1	0	1	3	1	1	5	3	0	1	0	0
TrH2_TrispH2_000245	10	20	4	10	6	9	12	16	22	40	19	14	19	10	5
TrH2_TrispH2_000247	10	26	5	28	14	5	16	18	25	43	59	20	34	22	3
TrH2_TrispH2_000248	2	10	4	12	4	2	9	13	13	24	23	8	20	8	3
TrH2_TrispH2_000250	9	41	29	53	15	24	25	24	25	82	56	17	67	29	16
TrH2_TrispH2_000252	1	2	0	1	0	0	0	6	2	6	8	2	8	2	0
TrH2_TrispH2_000254	3	6	0	1	3	5	4	5	4	11	12	1	11	4	2
TrH2_TrispH2_000256	2	2	0	4	2	0	3	4	4	4	12	2	5	12	3
TrH2_TrispH2_000258	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0
TrH2_TrispH2_000260	14	21	1	0	18	20	26	19	28	46	42	24	64	26	1
TrH2_TrispH2_000263	23	63	26	36	33	21	41	35	45	94	83	42	68	44	14
TrH2_TrispH2_000265	1	8	0	3	3	2	1	6	2	13	7	2	3	1	1
TrH2_TrispH2_000267	3	6	1	9	2	2	3	2	5	9	7	3	6	2	1
TrH2_TrispH2_000269	2	6	2	7	3	6	4	3	2	6	7	4	11	0	1
TrH2_TrispH2_000271	39	87	28	106	45	50	44	88	100	156	131	62	113	55	28
TrH2_TrispH2_000272	4	3	2	3	0	1	1	4	1	6	3	1	3	1	0
TrH2_TrispH2_000275	2	2	3	4	3	4	3	6	10	24	9	2	9	7	1
TrH2_TrispH2_000277	1	1	1	0	0	0	0	0	0	8	1	0	5	0	0
TrH2_TrispH2_000278	2	4	3	3	4	5	2	2	3	8	5	2	2	2	0
TrH2_TrispH2_000280	4	7	4	5	4	3	10	14	9	22	11	4	12	14	0
TrH2_TrispH2_000282	1	0	0	0	1	0	0	0	1	1	1	2	1	0	0
TrH2_TrispH2_000285	20	41	6	4	5	4	16	23	23	31	32	7	41	17	1
TrH2_TrispH2_000289	0	4	4	4	0	0	0	0	0	3	6	1	3	2	5
TrH2_TrispH2_000290	0	1	0	1	1	0	1	0	2	4	6	1	3	3	0
TrH2_TrispH2_000292	3	6	5	8	4	3	3	1	4	15	9	2	7	3	2
TrH2_orphan_58	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1
TrH2_TrispH2_000296	0	2	0	3	0	1	3	0	3	1	8	4	2	2	1
TrH2_TrispH2_000299	45	116	69	135	66	78	97	114	136	266	192	94	246	116	27
TrH2_TrispH2_000300	0	2	1	1	2	1	1	2	3	13	5	0	2	0	0
TrH2_TrispH2_000301	0	1	0	0	0	0	0	1	0	90	1	2	1	0	1
TrH2_TrispH2_000302	0	0	1	2	0	1	2	6	6	2	4	0	3	2	4
TrH2_TrispH2_000304	0	2	1	2	0	0	2	3	2	4	1	2	4	5	2
TrH2_TrispH2_000305	0	1	2	4	2	0	0	0	2	5	3	0	4	1	1
TrH2_TrispH2_000307	1	0	0	0	0	0	0	4	1	2	1	1	2	2	0
TrH2_TrispH2_000309	0	1	0	0	0	1	0	0	1	4	5	1	4	1	0
TrH2_TrispH2_000311	0	2	0	3	1	3	3	0	2	7	5	2	5	0	0
TrH2_TrispH2_000313	3	9	2	1	5	5	5	7	5	15	11	5	15	8	1
TrH2_TrispH2_000315	1	3	0	0	0	1	0	2	1	4	1	2	4	2	3
TrH2_TrispH2_000317	4	7	0	4	4	7	5	2	3	5	11	4	11	5	1
TrH2_TrispH2_000319	2	9	1	5	1	3	3	3	2	13	6	2	12	4	0
TrH2_TrispH2_000322	4	11	1	2	2	3	2	3	7	11	5	3	9	5	1
TrH2_TrispH2_000323	2	10	4	2	2	3	3	9	2	2	5	5	7	5	1
TrH2_TrispH2_000325	0	1	2	2	1	0	0	2	2	1	1	1	3	1	2
TrH2_TrispH2_000326	0	1	1	0	0	0	1	0	0	1	1	2	5	0	2
TrH2_TrispH2_000328	0	3	0	1	0	1	1	1	2	7	2	2	8	1	0
TrH2_TrispH2_000329	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2
TrH2_TrispH2_000330	3	2	0	1	1	0	3	4	1	5	4	2	4	0	2
TrH2_TrispH2_000333	26	26	16	17	15	49	46	20	16	137	43	29	91	30	7
TrH2_TrispH2_000334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_orphan_59	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000339	0	0	1	1	1	0	2	2	3	5	3	0	3	0	1
TrH2_TrispH2_000342	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_000344	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000347	1	2	5	4	0	5	4	5	5	7	2	2	6	3	0
TrH2_TrispH2_000350	0	1	0	0	1	3	1	2	0	0	2	0	1	2	0
TrH2_TrispH2_000352	0	1	1	5	1	3	1	1	0	2	3	0	0	0	1
TrH2_orphan_60	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1
TrH2_TrispH2_000355	1	3	1	0	3	2	4	3	3	7	4	3	12	3	0
TrH2_TrispH2_000357	0	3	0	1	0	1	0	1	0	1	3	0	1	2	0
TrH2_TrispH2_000360	0	0	0	0	0	1	0	1	0	0	1	0	2	1	0
TrH2_TrispH2_000362	1	8	2	3	5	4	3	7	3	13	5	1	13	8	1
TrH2_TrispH2_000364	3	6	4	2	5	1	4	10	6	14	12	12	16	2	0
TrH2_TrispH2_000365	2	4	0	2	1	2	4	3	3	7	8	1	3	0	0
TrH2_TrispH2_000367	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
TrH2_TrispH2_000368	0	0	3	10	0	1	8	1	0	6	18	1	11	5	1
TrH2_TrispH2_000371	8	29	11	12	3	12	9	15	11	38	28	6	17	19	6
TrH2_TrispH2_000373	1	3	0	0	0	0	2	4	7	8	6	1	15	0	1
TrH2_TrispH2_000375	0	2	0	2	0	0	0	1	0	2	1	1	0	2	2
TrH2_TrispH2_000378	4	22	7	11	9	13	13	21	22	46	36	12	32	16	3
TrH2_TrispH2_000380	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0
TrH2_TrispH2_000383	0	8	6	15	3	3	6	7	11	14	19	4	20	6	2
TrH2_TrispH2_000385	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_000387	0	0	1	1	0	1	2	2	1	7	7	0	2	7	2
TrH2_TrispH2_000389	0	2	1	1	2	0	1	1	1	1	2	1	1	1	0
TrH2_TrispH2_000391	38	113	25	40	46	50	55	78	73	160	113	56	124	63	8
TrH2_TrispH2_000393	2	0	1	0	0	2	1	1	5	4	2	0	3	1	0
TrH2_TrispH2_000394	0	3	1	2	0	0	0	2	2	6	1	1	2	1	0
TrH2_TrispH2_000396	5	12	2	7	2	1	5	8	4	9	8	5	10	6	2
TrH2_TrispH2_000398	2	2	1	1	0	0	0	1	2	1	1	3	3	0	1
TrH2_TrispH2_000401	0	2	0	1	1	0	1	0	0	1	0	0	0	2	0
TrH2_TrispH2_000404	2	0	0	0	1	0	1	3	4	3	0	1	3	2	0
TrH2_TrispH2_000405	2	19	0	3	1	8	17	12	14	16	16	13	18	6	1
TrH2_TrispH2_000410	2	7	3	2	2	1	5	7	7	19	20	0	13	4	2
TrH2_TrispH2_000412	0	2	2	1	0	0	2	0	1	11	5	4	5	2	1
TrH2_TrispH2_000414	0	0	0	1	1	1	0	2	0	3	1	1	1	0	0
TrH2_TrispH2_000416	3	5	1	1	4	1	1	2	7	6	9	3	10	2	2
TrH2_TrispH2_000418	1	0	0	0	1	0	0	0	2	2	3	0	1	0	0
TrH2_TrispH2_000420	0	5	2	1	0	1	4	1	1	1	1	0	0	1	0
TrH2_TrispH2_000421	2	9	1	11	7	4	3	7	10	20	7	7	18	7	0
TrH2_TrispH2_000422	6	8	4	3	10	0	7	1	0	24	12	2	8	2	10
TrH2_TrispH2_000425	0	4	2	4	1	2	8	11	8	12	17	3	7	3	0
TrH2_TrispH2_000427	1	1	0	3	0	2	2	2	8	7	3	1	0	3	0
TrH2_TrispH2_000430	0	1	0	0	0	2	2	0	1	0	1	2	1	8	1
TrH2_TrispH2_000431	0	0	1	0	1	1	1	1	2	1	0	0	0	1	0
TrH2_TrispH2_000432	0	0	0	1	0	0	0	0	0	3	2	1	1	2	0
TrH2_TrispH2_000433	13	16	0	0	1	2	0	0	0	0	0	0	4	0	0
TrH2_TrispH2_000434	6	5	0	0	0	1	0	0	0	0	0	0	3	0	0
TrH2_TrispH2_000435	50	65	0	0	9	11	1	3	4	5	11	1	19	12	0
TrH2_TrispH2_000437	1	1	2	1	1	0	1	1	0	4	4	1	1	1	0
TrH2_TrispH2_000439	2	5	3	1	2	2	3	4	4	8	6	1	12	5	0
TrH2_TrispH2_000441	1	2	3	1	0	1	5	1	0	2	4	0	4	1	1
TrH2_TrispH2_000443	0	2	0	0	0	0	0	1	0	1	1	0	1	2	1
TrH2_TrispH2_000444	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
TrH2_TrispH2_000446	2	1	0	0	3	0	0	5	5	2	4	3	3	1	1
TrH2_TrispH2_000448	0	1	0	2	0	0	0	1	2	1	4	0	4	0	0
TrH2_TrispH2_000450	0	0	1	1	0	1	0	3	3	1	2	1	1	2	0
TrH2_TrispH2_000451	0	1	0	0	0	0	2	1	1	1	2	1	0	1	0
TrH2_TrispH2_000452	4	12	8	15	8	12	6	16	24	24	41	15	28	12	4
TrH2_TrispH2_000454	1	15	3	5	5	5	8	8	13	11	17	3	14	8	1
TrH2_TrispH2_000456	0	5	0	0	1	0	0	2	2	4	5	0	3	1	1
TrH2_TrispH2_000457	6	7	3	6	3	2	4	2	1	8	5	5	10	4	0
TrH2_TrispH2_000458	1	0	0	1	1	1	2	1	1	6	1	1	5	2	0
TrH2_TrispH2_000459	2	26	7	8	7	9	7	12	18	24	21	7	16	5	3
TrH2_TrispH2_000235	0	1	0	0	0	1	0	1	0	1	2	0	0	0	1
TrH2_TrispH2_000237	3	10	4	9	4	6	10	5	6	17	17	5	19	10	0
TrH2_TrispH2_000244	2	0	0	3	1	1	1	3	1	4	2	2	3	1	2
TrH2_TrispH2_000246	5	12	16	25	4	2	1	8	8	22	17	8	14	5	1
TrH2_TrispH2_000249	5	11	2	1	1	1	2	2	6	21	11	3	17	1	6
TrH2_TrispH2_000251	0	0	0	0	1	0	2	0	1	2	3	0	4	1	0
TrH2_TrispH2_000253	0	0	0	0	0	0	2	1	0	2	1	0	1	0	0
TrH2_TrispH2_000255	0	0	1	17	0	1	1	0	0	2	2	1	1	0	0
TrH2_TrispH2_000257	33	102	27	66	44	49	40	83	63	156	110	27	82	41	17
TrH2_TrispH2_000259	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
TrH2_TrispH2_000261	0	0	0	0	0	1	2	0	1	2	2	0	2	0	1
TrH2_TrispH2_000264	5	17	11	25	11	5	8	6	15	21	14	5	24	10	1
TrH2_TrispH2_000266	7	14	3	6	9	5	11	11	9	22	15	5	17	7	5
TrH2_TrispH2_000268	0	1	0	0	0	0	2	0	1	1	0	0	1	0	0
TrH2_TrispH2_000270	0	3	3	7	0	4	1	1	6	8	4	0	3	4	0
TrH2_TrispH2_000273	60	91	5	11	41	38	37	38	42	103	68	33	80	41	1
TrH2_TrispH2_000274	25	77	39	73	28	36	50	49	52	134	134	42	124	52	21
TrH2_TrispH2_000276	3	4	5	5	2	1	6	2	3	13	5	1	5	6	1
TrH2_TrispH2_000279	11	8	4	11	6	4	4	13	9	16	29	2	9	8	5
TrH2_TrispH2_000281	0	4	1	1	0	0	0	0	1	5	1	2	1	2	0
TrH2_TrispH2_000284	8	16	5	5	2	5	3	14	7	17	17	3	5	6	2
TrH2_TrispH2_000286	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
TrH2_TrispH2_000287	2	1	0	1	0	0	2	0	2	1	3	3	4	0	3
TrH2_TrispH2_000288	5	3	3	5	2	4	5	8	3	11	11	8	9	1	0
TrH2_TrispH2_000291	5	18	6	7	7	10	2	9	12	31	23	11	15	7	3
TrH2_TrispH2_000293	0	0	0	0	22	17	3	3	0	9	1	1	0	0	0
TrH2_TrispH2_000294	0	2	0	0	0	0	1	1	0	1	3	0	2	0	0
TrH2_TrispH2_000295	2	5	4	4	3	1	7	2	4	5	10	3	4	1	0
TrH2_TrispH2_000297	4	0	1	0	1	1	1	1	1	8	7	3	4	3	2
TrH2_TrispH2_000298	2	4	2	0	7	2	1	2	1	4	5	0	3	3	3
TrH2_TrispH2_000303	1	4	0	2	0	1	3	0	0	5	2	0	4	1	0
TrH2_TrispH2_000306	0	0	0	1	0	0	1	1	0	0	1	1	2	0	1
TrH2_TrispH2_000308	0	4	3	1	2	3	6	0	4	7	6	4	2	2	0
TrH2_TrispH2_000310	9	9	3	5	4	2	7	3	9	14	14	4	7	7	0
TrH2_TrispH2_000312	1	1	0	1	0	0	1	0	0	2	1	0	2	2	0
TrH2_TrispH2_000314	3	7	2	6	1	1	0	5	5	10	5	0	12	7	1
TrH2_TrispH2_000316	0	3	1	0	1	1	4	1	0	3	3	1	5	1	0
TrH2_TrispH2_000318	0	1	2	0	0	2	0	2	0	1	0	0	1	0	0
TrH2_TrispH2_000320	0	1	0	1	1	3	2	2	1	3	1	3	0	3	1
TrH2_TrispH2_000321	1	0	1	1	0	1	2	0	5	1	1	1	3	1	0
TrH2_TrispH2_000324	4	5	6	6	2	1	4	12	6	4	9	6	8	5	0
TrH2_TrispH2_000327	0	1	2	2	1	1	1	1	2	3	6	2	1	4	0
TrH2_TrispH2_000331	1	6	0	4	3	1	0	6	0	9	5	1	0	0	1
TrH2_TrispH2_000332	1	2	2	1	0	1	3	1	2	3	2	0	0	2	0
TrH2_TrispH2_000335	1	2	2	1	2	9695	0	0	0	2	1	0	1	0	11
TrH2_TrispH2_000336	0	1	0	0	0	1	3	0	0	4635	3	0	0	0	0
TrH2_orphan_63	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
TrH2_TrispH2_000337	0	1	0	2	0	4	287	1	0	12838	37	37	10	3	0
TrH2_TrispH2_000338	1	3	1	2	4	4	6	7	5	21	7	2	6	2	2
TrH2_TrispH2_000340	1	2	1	1	0	0	0	4	0	2	4	1	4	0	0
TrH2_TrispH2_000341	1	0	1	0	0	0	0	1	0	1	1	1	2	0	0
TrH2_TrispH2_000343	1	3	0	2	3	1	5	3	5	12	5	2	5	2	0
TrH2_TrispH2_000345	2	4	2	1	2	0	5	6	1	4	3	1	4	2	0
TrH2_TrispH2_000346	0	1	1	2	0	0	0	3	3	4	7	5	3	1	1
TrH2_TrispH2_000348	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TrH2_TrispH2_000349	0	4	1	1	0	1	0	1	1	2	2	0	2	0	0
TrH2_TrispH2_000351	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
TrH2_TrispH2_000353	6	17	30	30	8	11	11	21	9	28	17	12	34	5	3
TrH2_TrispH2_000354	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0
TrH2_TrispH2_000356	1	2	2	1	0	5	1	8	1	7	8	3	7	1	2
TrH2_TrispH2_000359	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
TrH2_TrispH2_000361	0	0	0	2	1	2	2	3	4	2	4	3	2	2	0
TrH2_TrispH2_000363	0	7	7	2	0	0	3	1	2	6	5	0	11	2	1
TrH2_TrispH2_000366	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0
TrH2_TrispH2_000369	0	2	1	2	2	0	2	2	5	2	6	2	2	1	0
TrH2_TrispH2_000370	5	16	4	3	9	13	9	11	22	22	19	2	18	8	1
TrH2_TrispH2_000372	3	7	1	4	3	2	3	3	5	7	10	0	9	2	1
TrH2_TrispH2_000376	0	0	0	1	0	0	2	1	1	1	0	0	1	0	0
TrH2_TrispH2_000377	0	1	0	0	0	1	0	0	0	4	2	1	0	0	1
TrH2_TrispH2_000379	0	0	0	0	0	0	1	3	1	3	1	0	1	0	1
TrH2_TrispH2_000381	0	0	2	0	1	0	1	1	0	2	1	2	0	1	0
TrH2_TrispH2_000382	1	0	1	3	1	0	1	2	0	1	4	1	4	2	1
TrH2_TrispH2_000384	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
TrH2_TrispH2_000386	1	3	0	2	4	5	2	5	1	7	11	0	7	3	1
TrH2_TrispH2_000388	2	6	4	2	3	3	4	5	2	8	1	1	5	5	2
TrH2_TrispH2_000390	0	2	0	2	0	0	0	3	4	6	5	0	2	1	0
TrH2_TrispH2_000392	0	1	0	0	0	0	0	1	2	3	4	1	2	1	1
TrH2_TrispH2_000395	20	31	10	30	10	15	15	21	18	50	57	20	53	23	5
TrH2_TrispH2_000397	2	5	2	2	0	2	3	7	3	6	14	5	7	2	0
TrH2_TrispH2_000399	0	0	0	3	0	0	3	0	0	0	2	4	0	0	0
