lipophil	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_1	unknown_2.1	unknown_2.2	unknown_2.3	unknown_2.4	fibre	trans_fibre_gland	trans_fibre_epithelia	gland_1	epithelia_gland_like	epithelia_unknown_1	epithelia_ventral	trans_epithelia_ventral_peptidergic	trans_epithelia_dorsal_ventral	epithelia_dorsal_like	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
TrH2_TrispH2_000512	149	3	7	10	9	9	16	2	35	156	2	5	90	31	2	125	5	21	48	59	7	9	12	4	3	5	3	2	6	3	11	8	8	1	1	5	1	2
TrH2_TrispH2_000515	176	1	6	4	23	9	20	8	26	174	1	8	102	44	3	136	5	23	49	71	7	9	13	3	1	6	4	6	10	3	19	14	10	3	7	3	3	3
TrH2_TrispH2_000516	233	9	19	6	34	17	29	4	34	283	2	5	175	69	6	185	14	30	141	89	11	23	12	3	0	13	7	4	17	4	18	12	12	3	4	10	6	6
TrH2_TrispH2_000517	37	2	2	0	4	2	3	1	6	97	0	5	30	10	0	28	7	19	50	18	0	4	3	0	0	1	2	3	3	0	1	1	2	0	0	0	0	0
TrH2_TrispH2_000518	210	3	26	5	25	4	19	4	31	279	2	23	119	50	1	170	19	41	148	80	3	19	4	4	1	10	4	5	13	0	15	4	12	0	0	4	1	1
TrH2_TrispH2_000520	78	5	7	3	14	4	9	2	11	78	1	4	51	17	2	70	5	14	33	16	4	7	5	1	1	9	3	1	8	2	5	6	5	5	3	2	4	2
TrH2_orphan_18	26	0	1	1	1	0	4	2	6	25	0	0	13	7	0	14	0	4	8	14	0	4	0	3	1	1	0	0	3	0	3	2	0	1	1	1	0	0
TrH2_TrispH2_000523	92	6	2	2	11	2	6	6	15	78	1	2	79	37	1	64	2	19	35	39	3	5	3	2	2	4	3	3	9	0	9	4	8	4	2	7	1	1
TrH2_TrispH2_000526	294	7	16	6	56	21	50	4	65	260	3	14	226	91	7	253	16	32	108	137	15	28	18	10	4	15	9	9	21	9	37	18	29	8	14	10	5	3
TrH2_TrispH2_000528	285	4	14	4	51	15	34	10	39	249	8	6	223	81	1	201	5	26	102	117	16	11	14	6	2	9	7	9	16	8	27	9	18	7	9	14	9	3
TrH2_TrispH2_000529	160	6	9	5	23	9	18	10	30	135	3	8	130	41	1	109	10	12	63	59	10	13	12	5	3	4	7	4	11	5	20	8	8	5	1	7	5	5
TrH2_TrispH2_000531	2671	59	163	56	439	128	363	131	409	1968	54	63	1991	709	21	2082	74	294	793	1046	112	176	170	83	52	111	71	57	175	69	198	126	149	78	134	82	34	26
TrH2_TrispH2_000534	97	3	9	1	11	3	14	4	24	140	6	11	57	21	4	71	2	19	60	43	2	9	9	3	2	3	1	5	7	2	13	6	8	5	1	1	3	2
TrH2_TrispH2_000537	68	3	5	1	15	1	10	3	8	80	3	3	62	21	0	68	4	12	45	30	1	6	7	1	0	0	7	1	4	3	6	2	6	4	5	1	5	2
TrH2_TrispH2_000539	121	5	6	3	16	7	16	3	20	118	4	6	99	30	5	78	1	21	44	55	8	10	4	4	3	12	3	3	5	3	12	8	10	3	4	4	1	1
TrH2_TrispH2_000542	54	1	0	4	14	2	12	2	6	71	2	2	38	17	2	47	0	1	13	23	5	6	6	0	2	2	0	2	3	2	10	1	4	0	3	2	5	1
TrH2_TrispH2_000545	67	4	2	0	7	3	1	3	10	105	0	9	49	11	2	68	5	19	44	31	0	4	6	0	2	4	2	0	0	1	3	0	1	2	2	4	4	1
TrH2_TrispH2_000546	160	8	13	2	32	7	17	3	33	134	3	12	137	32	5	146	7	21	53	67	1	17	14	0	2	7	6	5	8	1	20	4	16	3	7	6	4	4
TrH2_TrispH2_000548	1	0	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000549	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000550	1736	41	75	36	284	72	236	65	298	1496	29	65	1222	466	23	1340	48	207	541	701	68	151	112	47	37	62	46	48	93	45	147	92	118	40	74	62	32	22
TrH2_TrispH2_000553	29	0	2	0	3	0	4	0	8	39	1	1	21	8	1	27	0	3	21	19	0	1	0	1	1	0	2	0	1	1	3	0	1	1	0	0	1	0
TrH2_TrispH2_000555	158	4	3	5	20	6	22	3	25	155	2	10	91	35	2	125	5	19	61	78	3	10	11	3	2	6	2	0	10	3	6	10	9	8	8	7	5	1
TrH2_TrispH2_000556	73	0	0	0	10	4	9	0	12	67	1	1	38	16	0	60	1	5	20	30	1	4	6	4	1	2	0	1	3	3	4	1	4	2	2	5	2	1
TrH2_TrispH2_000558	121	2	3	2	17	6	11	6	13	93	1	4	79	24	3	85	3	11	31	47	4	9	5	1	1	3	5	5	5	2	18	6	5	4	2	3	3	1
TrH2_TrispH2_000561	227	7	17	0	43	9	32	10	31	260	2	19	161	48	4	197	3	21	110	104	8	11	11	7	2	5	14	8	18	8	22	11	11	11	5	8	6	7
TrH2_TrispH2_000563	30	0	2	3	4	2	5	1	5	24	0	0	32	10	0	31	0	2	7	19	1	4	2	1	0	3	0	1	1	3	2	0	5	1	3	0	0	0
TrH2_orphan_19	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000565	161	4	5	2	27	8	18	5	20	140	5	8	103	43	0	119	1	24	81	62	7	13	8	6	2	6	7	2	9	6	12	4	11	8	14	4	1	0
TrH2_orphan_20	4	2	0	0	0	0	2	1	0	5	0	0	4	1	0	1	1	1	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0
TrH2_TrispH2_000567	129	0	3	1	12	4	11	4	29	113	2	7	80	23	0	113	5	19	52	59	11	12	8	1	0	2	4	3	9	3	15	8	9	2	5	4	5	3
TrH2_orphan_21	1	0	0	0	0	1	0	1	0	1	0	0	7	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
TrH2_TrispH2_000569	12	0	0	0	1	0	4	1	3	12	0	0	18	4	0	18	0	2	8	7	3	2	0	3	1	0	5	2	1	0	4	2	0	1	0	0	0	0
TrH2_TrispH2_000570	8676	222	386	112	1267	393	988	388	1390	7393	127	244	6313	2347	154	6478	196	772	2836	3543	306	653	587	242	100	305	268	270	554	206	720	359	475	211	292	343	239	117
TrH2_TrispH2_000571	137	2	1	4	21	3	15	5	28	119	0	4	95	36	0	84	4	15	37	45	2	13	6	4	4	4	2	4	7	5	14	3	4	11	3	2	1	1
TrH2_hyp_clust5143	4	1	1	0	0	0	0	1	1	3	0	0	2	0	0	4	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_000572	22	0	0	0	6	0	0	0	4	15	0	0	13	2	0	27	3	4	2	3	3	3	2	0	1	1	0	1	0	1	0	0	5	0	3	1	0	0
TrH2_TrispH2_000573	369	5	12	8	59	12	48	14	57	279	2	10	276	98	3	246	19	39	95	159	16	32	24	9	6	13	16	7	14	7	30	18	24	8	10	5	4	8
TrH2_TrispH2_000576	64	1	5	2	8	4	18	0	14	94	2	2	51	18	0	63	2	7	36	26	0	6	1	1	1	2	2	2	6	0	6	4	1	0	3	5	0	2
TrH2_TrispH2_000578	78	0	2	1	8	0	11	2	14	76	0	2	44	17	3	43	4	1	28	26	2	4	2	0	0	1	1	1	4	4	3	3	5	0	0	2	3	0
TrH2_TrispH2_000580	100	2	5	0	24	1	15	7	27	104	2	2	95	33	3	62	3	7	24	34	4	11	3	3	0	6	2	2	5	1	6	6	8	3	1	4	2	0
TrH2_TrispH2_000582	22	1	5	0	6	1	4	1	6	34	1	2	12	5	0	20	0	3	13	13	0	2	1	1	0	1	0	0	0	0	3	2	5	1	1	1	1	1
TrH2_orphan_22	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000584	220	9	8	0	25	6	17	5	28	264	2	17	108	44	0	154	11	44	145	82	4	13	11	7	2	7	5	4	12	3	9	5	12	3	8	3	1	0
TrH2_TrispH2_000585	183	3	9	3	24	13	25	6	34	169	3	4	147	55	4	120	5	22	58	88	7	11	6	6	2	12	8	5	15	5	21	9	9	5	11	11	3	1
TrH2_TrispH2_000588	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000589	42	0	0	6	6	3	12	0	23	30	0	0	27	9	1	44	0	1	5	24	1	1	5	0	0	1	0	0	2	0	9	2	5	0	0	0	3	0
TrH2_TrispH2_000591	32	1	2	0	8	2	1	0	8	30	1	2	28	10	0	27	1	0	20	17	1	0	2	0	0	1	1	3	3	0	1	3	4	0	1	1	1	0
TrH2_TrispH2_000593	87	2	10	2	15	2	3	10	14	87	2	0	48	13	1	86	2	10	27	41	1	3	9	2	2	3	3	2	5	0	7	6	4	1	2	1	3	1
TrH2_TrispH2_000594	63	2	1	2	5	2	9	1	15	58	0	2	34	17	1	43	0	2	18	17	2	4	2	4	2	1	1	0	3	4	4	3	5	1	2	1	2	1
TrH2_orphan_23	9	2	0	0	1	2	1	0	0	11	1	1	10	2	1	13	0	3	5	4	0	2	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1
TrH2_TrispH2_000596	3536	114	211	69	634	238	456	165	779	3091	47	117	3028	1118	85	2548	138	463	1208	1552	140	265	109	47	39	117	101	136	220	94	343	122	317	106	68	118	103	79
TrH2_TrispH2_000597	104	2	5	2	20	2	16	5	14	63	0	4	82	27	1	79	0	10	27	40	5	7	6	4	4	1	2	4	8	4	14	3	9	3	2	2	2	2
TrH2_TrispH2_000599	99	1	5	1	9	1	9	5	12	76	1	3	56	25	1	61	3	12	17	23	2	8	3	0	0	7	0	2	6	2	10	0	5	0	1	1	4	2
TrH2_TrispH2_000600	106	3	4	8	19	5	9	2	20	97	1	7	94	27	2	97	4	10	36	48	1	10	8	3	0	4	2	4	9	2	9	6	11	4	4	3	4	1
TrH2_TrispH2_000602	46	3	1	1	4	3	10	0	10	38	3	2	26	10	0	19	1	8	15	15	1	3	5	3	0	0	1	0	8	1	4	1	1	0	1	2	1	0
TrH2_TrispH2_000605	19	1	2	0	5	2	4	2	3	18	0	1	8	6	0	25	0	2	3	3	2	3	3	0	0	1	1	0	0	1	1	0	1	0	0	3	0	0
TrH2_TrispH2_000607	766	21	14	15	107	41	89	39	175	573	5	10	567	176	17	663	25	61	198	327	43	42	44	19	7	29	16	22	41	11	92	50	60	14	20	10	31	14
TrH2_TrispH2_000609	73	0	5	2	9	0	11	3	8	50	1	3	38	16	1	52	3	10	20	16	2	6	3	2	4	2	0	0	3	0	6	7	5	2	3	1	2	0
TrH2_TrispH2_000610	144	2	5	4	25	7	14	5	28	104	2	4	97	29	2	119	2	12	43	47	6	7	6	8	3	7	7	1	8	10	10	9	2	3	7	8	1	1
TrH2_TrispH2_000611	11	1	0	0	1	0	1	0	4	18	0	0	4	1	0	8	0	11	16	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
TrH2_TrispH2_000613	26	0	1	1	2	2	2	2	6	27	1	2	20	9	0	28	2	1	9	15	0	3	2	0	0	0	0	0	1	0	2	0	3	1	0	0	2	0
TrH2_TrispH2_000616	35	2	1	0	1	0	2	2	5	35	0	2	27	17	0	25	0	2	9	11	0	0	3	1	0	2	3	0	2	1	2	1	4	0	2	2	2	1
TrH2_TrispH2_000619	98	2	3	1	6	5	17	6	12	86	1	2	63	18	3	65	5	15	27	30	3	12	6	4	0	1	0	6	4	2	9	2	2	3	3	7	2	0
TrH2_TrispH2_000621	143	3	8	6	16	7	20	8	28	156	3	8	109	44	1	125	3	19	62	57	7	8	5	3	1	4	1	3	11	5	10	6	12	5	5	8	1	1
TrH2_TrispH2_000623	645	11	20	18	116	33	94	27	115	557	11	22	530	174	6	547	17	58	216	281	36	52	33	15	12	28	11	15	45	10	69	36	35	15	19	24	8	8
TrH2_TrispH2_000626	30	1	1	0	3	0	4	0	0	22	1	3	30	8	1	25	0	0	11	15	3	4	1	1	1	3	2	0	2	0	4	1	2	2	1	1	2	1
TrH2_TrispH2_000628	22	0	2	1	5	1	5	1	2	21	1	1	11	4	0	14	1	3	12	6	0	0	1	0	1	1	2	0	1	1	2	2	2	3	0	2	0	1
TrH2_TrispH2_000629	20	0	0	1	7	1	3	2	6	23	0	0	22	18	0	24	0	4	10	10	0	0	0	0	0	0	0	3	2	0	0	2	3	0	0	0	0	2
TrH2_orphan_24	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
TrH2_orphan_25	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
TrH2_TrispH2_000635	23	0	2	0	6	0	3	1	1	8	1	3	21	5	0	13	0	4	10	8	0	4	0	0	0	0	0	0	1	3	0	4	1	1	4	0	0	0
TrH2_TrispH2_000637	73	3	5	2	5	3	8	3	10	63	1	8	44	17	3	44	1	6	24	25	2	3	3	3	3	3	1	0	1	1	8	3	4	0	3	4	3	2
TrH2_TrispH2_000639	65	3	4	1	7	2	7	1	8	64	0	0	44	14	0	53	5	9	25	19	2	6	4	3	0	2	3	1	2	3	4	5	5	1	4	1	1	0
TrH2_TrispH2_000641	51	2	4	0	6	5	6	4	9	69	1	1	55	18	1	35	1	5	19	25	6	3	5	2	0	1	1	3	5	3	4	0	3	3	2	1	3	2
TrH2_TrispH2_000644	43	2	3	0	7	1	4	0	4	26	3	4	17	5	0	22	1	1	19	14	0	3	3	0	0	1	0	0	3	2	1	0	1	1	0	1	0	0
TrH2_TrispH2_000648	88	3	4	0	10	5	11	4	10	72	1	6	57	29	0	60	5	12	30	29	4	5	5	1	2	5	6	1	5	4	8	8	4	3	6	1	0	0
TrH2_TrispH2_000649	74	3	2	0	3	4	6	1	15	81	2	2	71	17	4	67	0	11	26	46	2	3	3	4	1	1	2	1	7	2	9	0	5	5	0	1	1	2
TrH2_TrispH2_000651	89	4	1	0	10	4	9	8	7	99	0	1	56	19	0	73	2	10	31	33	2	3	4	3	1	5	4	2	4	1	5	5	5	1	2	3	0	1
TrH2_TrispH2_000652	51	2	2	2	6	1	3	2	8	42	0	1	33	15	1	42	2	10	17	32	2	3	3	0	2	1	1	0	3	0	9	4	4	1	2	1	2	0
TrH2_TrispH2_000653	130	3	6	5	19	3	19	2	26	127	1	3	73	34	0	76	1	14	43	45	2	8	10	4	3	4	4	6	14	2	7	4	8	2	1	3	1	0
TrH2_TrispH2_000654	162	4	2	4	17	8	18	4	27	175	0	5	121	42	4	136	3	15	56	58	5	11	10	10	0	5	6	3	7	4	13	6	9	3	1	5	5	0
TrH2_TrispH2_000656	13	0	0	0	2	1	1	1	3	20	0	0	12	3	0	13	2	1	4	6	0	0	0	1	0	0	1	0	2	2	0	0	4	0	0	1	0	1
TrH2_TrispH2_000659	86	0	4	2	16	4	12	5	11	65	0	1	62	17	3	58	2	3	27	26	5	4	5	2	0	4	7	1	2	3	11	5	7	1	2	2	2	1
TrH2_TrispH2_000661	405	6	29	13	86	22	65	25	85	412	10	11	365	128	3	367	14	42	139	214	16	49	39	13	7	20	11	7	23	7	50	19	30	15	20	22	4	7
TrH2_TrispH2_000663	49	1	0	1	9	0	2	3	7	30	0	2	26	9	1	23	1	2	6	9	5	4	3	0	0	1	2	2	2	1	5	1	1	3	1	1	1	1
TrH2_TrispH2_000665	1102	31	73	21	169	61	159	49	197	984	18	37	806	326	7	888	33	131	407	482	33	94	59	34	23	57	17	24	73	35	111	71	69	33	56	36	17	10
TrH2_orphan_26	6	0	0	0	0	0	1	0	1	2	0	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
TrH2_TrispH2_000669	80	2	0	1	15	3	11	6	9	64	1	1	53	17	2	51	3	7	16	22	0	5	8	2	0	2	2	5	6	3	9	3	5	0	1	0	2	3
TrH2_TrispH2_000670	14	0	2	0	5	0	3	0	2	12	0	0	15	8	1	10	0	2	6	3	3	3	1	2	1	0	0	0	1	0	3	0	0	0	0	1	0	0
TrH2_TrispH2_000671	70	3	2	6	15	1	6	4	18	75	1	2	49	24	1	46	1	3	23	27	1	6	6	2	3	2	2	2	5	2	7	5	4	3	0	2	1	1
TrH2_TrispH2_000672	27	0	1	0	1	1	4	5	2	16	0	1	18	11	1	15	1	4	6	10	0	0	0	1	1	1	0	0	1	0	3	1	1	2	0	0	1	0
TrH2_TrispH2_000673	32	0	0	0	3	0	3	2	5	11	0	0	16	20	2	18	0	1	7	10	0	0	0	1	0	1	4	0	2	0	2	0	1	0	0	2	0	0
TrH2_TrispH2_000674	478	14	16	5	63	16	61	17	85	573	8	30	344	114	12	327	21	59	210	209	19	26	30	7	9	19	12	13	25	7	33	23	26	16	3	17	14	5
TrH2_TrispH2_000679	204	6	8	4	53	6	23	9	39	188	2	6	141	80	3	178	2	25	76	88	9	25	9	5	2	8	7	4	18	12	11	9	13	2	7	7	3	4
TrH2_orphan_27	36	1	1	0	6	0	0	1	8	34	1	2	18	8	3	26	1	4	17	12	0	2	2	0	0	0	1	0	1	0	3	0	3	1	0	0	1	1
TrH2_orphan_28	18	0	1	0	0	0	0	1	0	18	0	0	7	4	2	7	0	0	6	6	0	0	0	0	0	0	0	1	1	0	1	1	3	1	0	0	0	0
TrH2_TrispH2_000689	47	2	1	3	10	1	8	3	12	64	0	4	36	9	2	44	1	10	31	27	3	9	4	3	0	0	1	2	2	0	1	3	2	3	2	1	1	2
TrH2_TrispH2_000691	339	9	24	12	59	15	42	9	65	323	3	13	277	83	4	275	8	35	106	161	18	28	31	2	17	8	14	10	24	6	28	15	28	3	8	10	7	15
TrH2_TrispH2_000692	197	8	12	4	42	7	25	6	24	276	0	15	157	57	6	155	9	40	90	88	6	21	9	4	1	5	4	3	19	3	12	8	10	7	9	11	4	1
TrH2_orphan_29	2	0	0	1	1	0	0	0	1	7	0	1	5	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
TrH2_orphan_30	2	2	0	0	0	0	0	1	2	5	1	0	6	1	0	5	1	1	3	3	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0
TrH2_TrispH2_000694	416	30	23	10	97	24	31	23	78	481	6	25	330	144	13	342	20	72	209	220	11	35	19	5	7	18	9	20	20	24	43	19	36	9	16	13	6	4
TrH2_TrispH2_000695	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TrH2_TrispH2_000696	7	0	1	1	0	0	0	0	2	13	0	0	7	2	0	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
TrH2_TrispH2_000698	33	1	0	0	4	1	4	1	5	26	0	0	23	8	2	23	2	4	12	10	4	4	2	0	0	2	0	1	1	2	3	2	2	1	0	0	2	1
TrH2_orphan_31	32	0	0	0	7	0	4	0	1	23	0	1	24	14	0	18	0	7	4	8	1	0	1	0	0	2	2	0	1	0	3	1	4	2	2	0	0	1
TrH2_TrispH2_000701	38	6	6	0	16	4	9	0	17	54	3	5	42	21	1	27	2	16	21	31	2	5	4	1	0	2	2	1	4	1	6	0	1	1	2	0	1	1
TrH2_TrispH2_000702	257	6	13	3	34	18	25	9	55	222	3	10	193	52	3	177	8	33	70	89	8	24	12	7	4	8	7	4	14	8	17	11	14	9	4	6	2	0
TrH2_TrispH2_000704	1024	16	43	26	148	51	142	48	141	767	13	20	756	267	2	794	24	94	287	369	42	71	62	39	13	43	26	24	68	33	96	52	54	28	48	24	20	16
TrH2_TrispH2_000705	3213	73	163	40	524	170	403	136	539	2850	59	115	2479	845	45	2483	93	400	1180	1354	149	270	189	78	50	135	76	85	213	98	320	168	190	101	155	125	75	32
TrH2_TrispH2_000708	247	5	13	4	42	9	33	13	26	248	6	8	176	61	0	204	8	29	101	96	10	21	17	12	6	13	6	3	13	6	29	11	10	6	11	15	7	0
TrH2_TrispH2_000710	39	0	0	1	4	1	1	0	8	24	0	2	8	5	0	14	2	3	12	17	0	1	0	1	1	0	0	1	1	0	4	3	0	0	0	0	0	0
TrH2_TrispH2_000711	46	2	1	1	12	3	5	1	11	43	0	5	43	15	1	44	0	4	18	20	0	8	2	1	2	1	1	0	1	0	5	3	2	0	2	3	3	1
TrH2_TrispH2_000712	85	5	1	0	10	1	12	1	5	58	0	3	65	13	0	43	2	11	30	33	1	6	5	5	1	0	3	3	5	0	6	3	4	2	0	3	4	2
TrH2_TrispH2_000715	251	5	8	4	37	15	34	19	36	198	3	6	165	67	4	172	3	20	59	89	8	23	13	9	4	8	6	7	18	6	19	6	13	3	7	9	4	7
TrH2_TrispH2_000717	125	2	3	1	19	7	12	8	26	120	0	3	100	27	1	105	4	19	26	45	6	9	10	1	1	9	3	2	6	5	13	5	7	6	3	2	2	0
TrH2_TrispH2_000720	69	0	4	1	11	3	9	3	17	61	1	3	56	19	1	57	5	4	23	23	3	1	8	0	2	3	2	1	2	1	2	5	2	3	5	2	3	0
TrH2_TrispH2_000722	3906	110	176	63	579	156	481	145	547	3610	33	122	2555	944	35	2685	99	367	1331	1367	144	260	282	138	49	105	110	89	223	87	289	153	217	88	123	141	111	45
TrH2_TrispH2_000723	169	3	12	3	36	11	26	4	39	155	2	5	154	62	5	129	2	22	50	76	7	24	7	6	4	11	9	9	14	5	8	5	10	6	10	4	9	4
TrH2_TrispH2_000724	16	0	1	0	1	1	4	2	2	14	0	1	15	5	0	15	0	1	3	2	1	0	2	0	0	0	0	2	1	0	1	0	1	0	1	1	0	0
TrH2_TrispH2_000726	16	0	0	0	1	1	4	0	4	12	0	0	10	7	0	6	0	2	5	6	0	3	1	0	0	0	1	1	1	0	3	0	0	0	2	0	1	0
TrH2_TrispH2_000729	93	2	2	1	11	6	7	5	15	96	2	2	58	23	1	67	2	10	35	51	4	9	7	6	2	3	10	4	6	3	3	3	7	4	6	3	2	3
TrH2_TrispH2_000731	42	2	8	1	6	3	5	2	8	47	0	3	49	17	1	36	0	6	29	18	0	4	1	3	0	1	1	0	3	1	8	1	3	3	1	0	0	0
TrH2_TrispH2_000733	264	8	7	4	45	12	25	16	34	232	2	2	209	77	3	176	5	31	75	116	11	21	6	6	2	7	7	3	13	7	33	14	5	8	3	6	4	3
TrH2_TrispH2_000739	339	6	10	9	34	19	38	16	42	292	4	7	202	72	7	211	8	31	111	139	4	27	15	11	8	11	15	7	13	7	30	12	10	7	5	8	14	8
TrH2_TrispH2_000741	24	2	1	3	3	0	2	1	7	37	0	3	31	11	0	24	2	0	10	12	2	0	5	1	1	0	1	0	1	0	5	1	1	1	1	0	0	0
TrH2_TrispH2_000742	34	0	1	0	6	0	2	2	1	34	3	1	23	8	1	27	2	6	11	14	1	2	1	2	1	0	2	0	2	1	5	2	4	0	1	1	2	0
TrH2_TrispH2_000744	83	0	3	1	13	6	10	2	16	87	2	0	46	26	1	86	4	8	33	39	2	2	10	3	0	3	2	7	6	2	11	8	4	2	2	3	2	0
TrH2_TrispH2_000747	688	29	29	13	82	27	71	20	91	961	5	52	437	160	10	481	21	96	353	273	22	48	51	9	11	17	11	28	42	8	42	27	41	14	15	14	20	3
TrH2_TrispH2_000750	2034	51	87	56	585	213	301	22	439	1861	3	15	1745	660	53	1147	214	254	693	1216	56	141	1	29	33	31	52	66	21	19	455	137	337	15	138	21	17	187
TrH2_TrispH2_000751	336	16	41	4	17	0	28	96	136	561	0	9	271	145	0	476	22	60	85	324	6	4	17	0	4	27	22	1	1	6	43	18	14	4	7	4	0	0
TrH2_TrispH2_000753	67	0	2	4	9	7	9	3	16	52	2	4	46	23	2	46	4	8	19	25	4	3	6	1	3	5	2	4	5	1	8	3	3	0	2	2	0	1
TrH2_TrispH2_000755	60	0	3	1	9	1	5	2	12	53	0	0	43	13	0	54	1	10	28	23	2	2	4	2	1	1	0	0	1	2	3	1	2	0	5	0	3	0
TrH2_TrispH2_000756	48	1	0	0	5	0	4	1	8	39	1	4	29	4	1	32	2	3	14	20	0	2	2	2	0	1	0	1	8	2	4	1	2	1	1	1	1	0
TrH2_TrispH2_000758	29	1	2	0	6	0	7	1	6	45	1	4	23	14	0	34	0	2	16	11	0	3	0	0	1	2	0	1	2	0	2	1	4	1	0	4	1	0
TrH2_TrispH2_000763	16	0	0	0	1	2	1	0	8	26	0	1	26	5	0	14	0	1	2	2	5	0	0	0	2	4	1	1	1	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_000766	111	5	1	1	26	2	21	2	19	90	0	2	72	33	2	114	1	8	24	40	4	7	6	1	0	6	3	1	5	2	8	7	9	0	2	5	5	3
TrH2_TrispH2_000767	63	1	3	0	7	5	11	0	7	81	0	3	29	13	2	43	3	1	20	30	1	4	2	1	0	1	1	1	6	1	6	2	2	2	5	0	0	0
TrH2_TrispH2_000769	38	0	2	0	5	2	5	1	10	38	1	0	15	6	0	29	0	1	6	16	3	3	0	2	0	2	3	0	3	2	5	0	4	2	0	2	0	0
TrH2_TrispH2_000771	182	5	4	1	30	6	26	7	27	136	0	3	156	52	2	153	3	21	70	68	6	16	10	4	3	4	4	6	9	4	20	9	11	0	6	5	7	2
TrH2_TrispH2_000774	57	2	1	0	8	7	5	4	8	46	0	7	35	17	0	42	1	1	20	21	1	6	6	1	1	0	0	5	0	1	7	1	2	2	1	0	1	2
TrH2_TrispH2_000775	1083	31	46	21	162	54	141	39	197	1082	16	44	817	297	22	826	32	118	393	459	32	71	82	30	21	40	29	27	52	24	100	38	58	34	42	28	44	17
TrH2_TrispH2_000776	451	10	22	11	83	15	46	15	87	381	7	19	343	111	4	368	14	43	111	182	16	33	38	9	9	19	16	14	28	12	50	17	30	12	21	11	9	6
TrH2_TrispH2_000779	240	3	13	5	46	9	30	10	41	231	4	8	173	64	3	201	9	43	76	114	6	13	10	6	3	7	10	6	25	3	26	5	20	4	10	6	8	2
TrH2_TrispH2_000781	87	6	5	3	11	4	15	1	18	130	0	10	46	26	0	60	9	17	39	44	5	7	2	0	1	2	4	1	6	2	7	6	1	1	2	3	3	0
TrH2_TrispH2_000783	117	6	8	1	19	2	14	6	22	112	2	4	94	25	0	73	8	18	42	54	3	5	5	0	0	7	2	6	7	2	8	5	6	0	4	3	5	5
TrH2_TrispH2_000785	235	0	5	0	17	3	20	10	94	179	0	0	221	47	9	210	0	5	52	115	3	16	17	2	0	9	3	9	8	0	16	9	8	0	1	1	6	22
TrH2_TrispH2_000788	49	3	3	2	10	3	7	4	8	60	0	5	37	10	0	34	1	9	20	28	3	3	3	1	0	0	0	2	4	0	7	0	2	0	0	0	1	1
TrH2_TrispH2_000790	238	3	18	1	56	17	35	18	38	215	2	3	186	53	0	189	9	33	79	88	9	13	17	4	5	13	4	6	16	6	28	19	10	6	11	12	12	2
TrH2_TrispH2_000791	345	14	22	5	49	18	38	10	44	435	4	13	201	79	4	256	13	68	152	139	13	27	25	12	2	12	15	5	21	10	41	14	22	4	13	12	7	5
