lipophil	trans	unknown_1	unknown_2	fibre	gland	epithelia_gland_like	epithelia	peptidergic
TrH2_TrispH2_000821	39	9	3	19	24	20	2	54	23
TrH2_TrispH2_000823	14	2	3	5	11	13	4	29	7
TrH2_orphan_53	3	0	0	0	2	1	0	1	1
TrH2_TrispH2_000826	462	125	93	172	441	317	129	730	320
TrH2_TrispH2_000827	47	14	6	16	56	33	14	78	38
TrH2_TrispH2_000831	119	25	12	45	138	61	33	183	105
TrH2_TrispH2_000834	475	118	88	192	416	315	115	648	358
TrH2_TrispH2_000836	804	155	90	433	659	722	254	1459	619
TrH2_TrispH2_000838	107	28	19	36	125	104	31	189	82
TrH2_TrispH2_000841	18	5	2	4	22	12	5	26	7
TrH2_TrispH2_000844	0	0	0	0	0	0	0	1	0
TrH2_TrispH2_000845	8	1	0	0	6	3	0	6	5
TrH2_TrispH2_000846	7892	1560	1516	4642	5036	6420	2444	13007	7817
TrH2_TrispH2_000847	36	9	8	8	33	25	8	52	23
TrH2_TrispH2_000848	124	25	6	49	97	90	23	141	73
TrH2_TrispH2_000850	3513	1142	541	1330	3008	2424	972	5644	2375
TrH2_TrispH2_000851	62	27	11	28	42	47	14	119	38
TrH2_TrispH2_000852	88	18	10	33	82	67	21	102	58
TrH2_TrispH2_000856	111	10	15	65	88	95	18	171	109
TrH2_TrispH2_000857	51	9	8	20	30	40	15	73	35
TrH2_TrispH2_000859	81	14	13	47	42	55	23	110	57
TrH2_TrispH2_000860	309	136	51	139	349	266	86	593	238
TrH2_TrispH2_000863	45	12	6	14	24	38	18	46	38
TrH2_TrispH2_000864	15	13	0	4	26	11	8	30	12
TrH2_TrispH2_000865	126	42	19	29	199	71	27	218	54
TrH2_orphan_54	6	4	1	2	4	3	0	8	6
TrH2_TrispH2_000868	138	39	11	44	136	83	35	177	89
TrH2_TrispH2_000869	1	0	0	0	0	0	0	0	0
TrH2_orphan_55	3	0	1	0	1	0	0	0	2
TrH2_orphan_56	0	0	0	0	0	0	0	2	1
TrH2_TrispH2_000873	142	38	19	52	136	111	26	226	101
TrH2_TrispH2_000874	107	53	11	27	185	65	6	160	40
TrH2_TrispH2_000875	127	61	19	47	151	78	36	215	77
TrH2_TrispH2_000876	123	35	13	39	94	87	20	137	75
TrH2_TrispH2_000878	376	151	77	179	448	344	119	706	282
TrH2_TrispH2_000881	37	8	4	16	48	26	9	63	40
TrH2_TrispH2_000882	22	9	3	11	15	23	12	32	12
TrH2_TrispH2_000236	840	211	122	314	756	613	203	1258	594
TrH2_TrispH2_000241	148	50	30	51	209	107	47	252	114
TrH2_TrispH2_000242	894	251	131	378	736	673	251	1429	707
TrH2_TrispH2_000243	435	144	74	227	307	341	112	655	318
TrH2_TrispH2_000245	188	53	29	76	160	145	63	294	139
TrH2_TrispH2_000247	447	144	71	158	480	272	109	735	305
TrH2_TrispH2_000248	875	252	144	386	888	739	284	1502	673
TrH2_TrispH2_000250	2020	466	284	735	1841	1443	523	2935	1484
TrH2_TrispH2_000252	146	40	18	45	134	117	45	260	98
TrH2_TrispH2_000254	459	158	64	168	466	326	131	707	337
TrH2_TrispH2_000256	815	196	138	377	537	669	274	1197	615
TrH2_TrispH2_000258	18	0	0	25	23	19	3	18	15
TrH2_TrispH2_000260	103	14	20	31	75	89	26	119	49
TrH2_TrispH2_000262	84	23	13	36	59	81	32	145	68
TrH2_TrispH2_000263	2712	646	450	1267	2777	2639	824	4473	2262
TrH2_TrispH2_000265	63	12	7	20	48	37	14	82	39
TrH2_TrispH2_000267	138	53	17	51	176	96	39	256	94
TrH2_TrispH2_000269	107	23	12	56	121	76	37	170	102
TrH2_TrispH2_000271	9188	2550	1560	3513	7840	6678	2397	13482	6682
TrH2_TrispH2_000272	190	86	26	48	226	122	43	305	119
TrH2_TrispH2_000275	165	56	16	56	164	119	33	252	102
TrH2_TrispH2_000277	95	32	24	35	83	66	26	141	66
TrH2_TrispH2_000278	96	30	14	19	77	54	27	135	62
TrH2_TrispH2_000280	320	133	53	125	389	222	84	547	199
TrH2_TrispH2_000282	55	19	12	13	67	36	14	89	49
TrH2_TrispH2_000285	628	137	113	245	484	471	172	923	424
TrH2_TrispH2_000289	176	63	34	70	153	109	47	257	117
TrH2_TrispH2_000290	56	6	15	27	38	44	25	76	37
TrH2_TrispH2_000292	263	64	42	91	202	205	69	399	194
TrH2_orphan_58	5	0	3	0	6	1	2	7	7
TrH2_TrispH2_000296	82	29	16	40	89	72	25	124	69
TrH2_TrispH2_000299	7606	2132	1250	2751	7073	5679	2102	11847	5510
TrH2_TrispH2_000300	139	37	16	45	137	94	39	223	111
TrH2_TrispH2_000301	310	74	46	100	196	259	88	398	210
TrH2_TrispH2_000302	119	57	22	45	115	82	28	188	83
TrH2_TrispH2_000304	126	39	24	56	120	102	27	180	99
TrH2_TrispH2_000305	181	42	28	57	144	89	38	227	95
TrH2_TrispH2_000307	68	23	11	40	74	51	21	111	74
TrH2_TrispH2_000309	138	45	15	56	187	104	42	213	89
TrH2_TrispH2_000311	100	37	17	57	127	107	28	172	106
TrH2_TrispH2_000313	104	33	12	48	98	74	32	174	83
TrH2_TrispH2_000315	98	24	11	32	81	76	19	143	62
TrH2_TrispH2_000317	127	53	21	53	176	88	25	239	70
TrH2_TrispH2_000319	135	37	24	61	160	126	45	237	94
TrH2_TrispH2_000322	129	39	12	53	128	94	40	182	83
TrH2_TrispH2_000323	143	33	18	27	167	78	23	209	70
TrH2_TrispH2_000325	151	36	27	91	151	146	58	282	119
TrH2_TrispH2_000326	65	23	10	23	53	34	21	57	37
TrH2_TrispH2_000328	56	29	9	14	74	29	13	92	41
TrH2_TrispH2_000329	24	2	3	1	12	8	7	22	22
TrH2_TrispH2_000330	146	53	18	37	160	84	40	205	101
TrH2_TrispH2_000333	974	387	162	417	1131	825	285	1607	691
TrH2_TrispH2_000334	5	1	0	1	9	7	2	15	0
TrH2_orphan_59	2	0	0	0	7	1	0	2	1
TrH2_TrispH2_000339	69	27	14	28	90	66	23	179	60
TrH2_TrispH2_000342	12	6	1	6	15	14	4	22	8
TrH2_TrispH2_000344	20	4	2	6	11	8	3	25	16
TrH2_TrispH2_000347	256	61	46	94	201	180	71	327	184
TrH2_TrispH2_000350	73	26	9	17	54	33	7	90	37
TrH2_TrispH2_000352	331	84	54	121	273	206	76	451	226
TrH2_orphan_60	10	3	1	8	8	9	2	12	9
TrH2_TrispH2_000355	147	48	19	47	145	84	39	210	107
TrH2_TrispH2_000357	61	10	8	26	49	38	14	87	44
TrH2_TrispH2_000358	72	25	11	20	74	55	16	121	59
TrH2_TrispH2_000360	32	7	7	9	25	16	5	47	16
TrH2_TrispH2_000362	267	72	44	97	321	186	52	445	230
TrH2_TrispH2_000364	199	38	28	74	146	131	58	282	132
TrH2_TrispH2_000365	84	20	11	32	73	69	17	139	62
TrH2_TrispH2_000367	75	24	19	44	87	63	24	133	63
TrH2_TrispH2_000368	141	33	12	53	144	100	18	207	97
TrH2_TrispH2_000371	1426	372	269	574	1170	1115	366	2226	1141
TrH2_TrispH2_000373	133	32	24	55	134	104	32	226	102
TrH2_TrispH2_000374	164	28	25	74	103	92	38	266	157
TrH2_TrispH2_000375	123	25	14	34	123	74	29	175	88
TrH2_TrispH2_000378	595	131	86	235	475	434	150	849	381
TrH2_TrispH2_000380	26	9	5	7	30	18	5	41	22
TrH2_TrispH2_000383	945	244	172	341	780	666	236	1427	684
TrH2_TrispH2_000385	10	5	1	7	9	9	5	14	10
TrH2_TrispH2_000387	597	162	60	198	648	369	132	899	399
TrH2_TrispH2_000389	42	12	7	14	56	33	10	67	32
TrH2_TrispH2_000391	1933	540	309	666	1801	1444	514	2856	1396
TrH2_TrispH2_000393	99	33	9	34	119	56	21	129	65
TrH2_TrispH2_000394	123	28	29	46	109	86	30	194	78
TrH2_TrispH2_000396	281	58	46	118	238	223	71	399	228
TrH2_TrispH2_000398	174	35	37	68	126	94	63	215	156
TrH2_TrispH2_000401	25	3	1	8	25	20	6	34	12
TrH2_TrispH2_000404	64	27	6	18	55	49	20	104	46
TrH2_TrispH2_000405	54	11	11	24	28	40	25	62	31
TrH2_TrispH2_000410	219	62	34	95	198	187	58	329	167
TrH2_TrispH2_000412	65	11	12	28	62	42	13	108	32
TrH2_TrispH2_000414	49	12	10	16	46	33	10	63	36
TrH2_TrispH2_000416	294	98	33	94	295	203	69	473	188
TrH2_TrispH2_000418	32	19	8	16	50	24	12	69	31
TrH2_TrispH2_000420	60	16	6	29	50	35	16	82	35
TrH2_TrispH2_000421	37	11	12	19	38	34	13	65	32
TrH2_TrispH2_000422	36	4	2	15	39	32	10	61	19
TrH2_TrispH2_000425	417	83	65	172	351	288	90	585	296
TrH2_TrispH2_000427	102	22	9	48	89	76	27	161	87
TrH2_TrispH2_000430	36	10	3	10	28	18	5	56	22
TrH2_TrispH2_000431	49	13	4	9	25	18	2	57	28
TrH2_TrispH2_000432	111	34	15	37	99	84	21	179	89
TrH2_TrispH2_000433	8	1	1	3	2	3	2	14	7
TrH2_TrispH2_000434	1	0	0	0	2	2	2	5	4
TrH2_TrispH2_000435	54	10	4	15	28	22	11	71	28
TrH2_TrispH2_000437	126	30	15	34	126	82	37	187	78
TrH2_TrispH2_000439	119	26	25	27	126	82	34	161	80
TrH2_TrispH2_000441	67	21	14	25	85	51	8	116	44
TrH2_TrispH2_000443	208	49	38	70	198	124	36	281	140
TrH2_TrispH2_000444	32	8	4	9	23	27	13	46	21
TrH2_TrispH2_000446	47	18	6	21	70	29	21	96	54
TrH2_TrispH2_000448	130	38	10	44	107	80	32	170	84
TrH2_TrispH2_000450	173	34	23	54	132	114	33	199	121
TrH2_TrispH2_000451	42	10	11	10	60	32	5	76	34
TrH2_TrispH2_000452	1015	291	192	408	996	763	237	1540	802
TrH2_TrispH2_000454	269	73	44	118	280	225	91	432	197
TrH2_TrispH2_000456	52	21	6	18	71	33	18	97	42
TrH2_TrispH2_000457	123	61	22	46	172	108	35	240	108
TrH2_TrispH2_000458	32	6	2	10	27	23	8	50	21
TrH2_TrispH2_000459	236	59	23	64	226	142	43	315	151
TrH2_TrispH2_000235	331	110	63	117	246	239	96	512	236
TrH2_TrispH2_000237	273	60	33	103	239	196	72	392	196
TrH2_TrispH2_000244	95	28	12	40	102	44	14	137	66
TrH2_TrispH2_000246	233	71	26	56	321	137	51	350	134
TrH2_TrispH2_000249	223	61	29	79	228	136	48	333	114
TrH2_TrispH2_000251	57	30	14	24	108	72	19	132	73
TrH2_TrispH2_000253	237	88	49	86	188	188	74	374	167
TrH2_TrispH2_000255	120	26	11	49	70	96	39	172	67
TrH2_TrispH2_000257	2496	654	428	995	2080	1997	694	3901	1890
TrH2_TrispH2_000259	5	1	0	2	4	6	0	8	3
TrH2_TrispH2_000261	136	44	22	54	79	95	31	174	87
TrH2_TrispH2_000264	760	166	103	238	722	525	178	1099	531
TrH2_TrispH2_000266	355	155	53	134	414	274	67	614	241
TrH2_TrispH2_000268	20	5	0	15	27	12	7	30	18
TrH2_TrispH2_000270	178	40	21	61	140	126	45	229	106
TrH2_TrispH2_000273	220	45	21	74	160	161	50	264	134
TrH2_TrispH2_000274	5588	1626	908	2213	4769	4337	1534	8756	4236
TrH2_TrispH2_000276	140	28	19	37	168	97	32	206	96
TrH2_TrispH2_000279	561	212	81	192	679	378	132	880	370
TrH2_TrispH2_000281	100	18	18	30	79	62	28	147	78
TrH2_TrispH2_000283	0	0	1	2	1	0	2	1	1
TrH2_TrispH2_000284	222	56	30	80	192	172	48	295	148
TrH2_TrispH2_000286	14	3	1	3	21	10	4	19	9
TrH2_TrispH2_000287	79	23	14	35	104	70	24	133	67
TrH2_TrispH2_000288	198	59	24	74	193	155	50	315	124
TrH2_orphan_62	0	2	1	1	0	0	0	1	1
TrH2_TrispH2_000291	257	63	38	107	256	197	78	406	175
TrH2_TrispH2_000293	7	3	5	5	15	4	7	16	8
TrH2_TrispH2_000294	86	30	11	31	101	76	27	154	61
TrH2_TrispH2_000295	167	48	24	59	149	134	40	251	120
TrH2_TrispH2_000297	252	123	43	71	305	204	63	485	163
TrH2_TrispH2_000298	84	19	12	37	76	66	27	143	50
TrH2_TrispH2_000303	75	17	13	19	64	31	13	76	56
TrH2_TrispH2_000306	40	8	8	21	34	39	3	57	33
TrH2_TrispH2_000308	124	38	22	61	115	76	39	200	86
TrH2_TrispH2_000310	215	52	35	81	154	136	50	313	141
TrH2_TrispH2_000312	52	13	10	11	52	32	12	74	31
TrH2_TrispH2_000314	121	41	12	43	139	88	23	181	76
TrH2_TrispH2_000316	194	57	28	60	168	118	30	248	113
TrH2_TrispH2_000318	133	38	17	44	123	93	33	169	89
TrH2_TrispH2_000320	64	14	14	29	56	48	15	95	40
TrH2_TrispH2_000321	83	20	11	38	85	63	14	132	62
TrH2_TrispH2_000324	298	81	44	125	275	209	72	486	253
TrH2_TrispH2_000327	73	13	11	27	70	46	19	92	50
TrH2_TrispH2_000331	88	20	14	36	75	48	28	107	46
TrH2_TrispH2_000332	53	11	8	18	61	30	8	83	41
TrH2_TrispH2_000335	1310	704	214	642	2014	2048	646	2079	1258
TrH2_TrispH2_000336	948	132	3	763	861	1323	275	488	574
TrH2_orphan_63	9	1	0	6	8	6	2	1	2
TrH2_TrispH2_000337	2403	288	739	1513	2668	3377	682	2439	1424
TrH2_TrispH2_000338	133	41	27	42	159	85	34	191	86
TrH2_TrispH2_000340	55	18	3	17	52	39	12	93	39
TrH2_TrispH2_000341	29	10	9	15	51	21	15	61	35
TrH2_TrispH2_000343	139	70	18	59	139	93	32	238	110
TrH2_TrispH2_000345	184	78	16	45	216	112	46	285	116
TrH2_TrispH2_000346	202	62	28	66	154	128	46	244	141
TrH2_TrispH2_000348	0	1	0	0	1	0	2	0	1
TrH2_TrispH2_000349	77	15	15	15	84	66	25	114	51
TrH2_TrispH2_000351	19	1	3	4	14	9	6	21	17
TrH2_TrispH2_000353	611	138	91	290	581	467	179	979	468
TrH2_TrispH2_000354	117	21	24	36	96	73	34	133	75
TrH2_TrispH2_000356	121	32	19	41	120	89	39	150	78
TrH2_orphan_64	6	2	0	1	4	3	0	7	8
TrH2_TrispH2_000359	44	17	6	10	46	42	13	67	29
TrH2_TrispH2_000361	208	50	31	65	160	117	54	304	149
TrH2_TrispH2_000363	209	67	42	97	168	213	66	364	168
TrH2_TrispH2_000366	40	18	5	17	54	29	12	76	34
TrH2_TrispH2_000369	97	37	15	22	121	44	19	144	74
TrH2_TrispH2_000370	293	60	46	105	208	216	73	382	215
TrH2_TrispH2_000372	272	61	35	93	260	184	64	368	213
TrH2_TrispH2_000376	39	7	6	11	39	20	10	42	24
TrH2_TrispH2_000377	80	18	10	46	60	52	22	125	68
TrH2_TrispH2_000379	25	5	2	5	22	9	7	31	13
TrH2_TrispH2_000381	38	11	5	13	29	19	9	42	25
TrH2_TrispH2_000382	84	34	12	23	126	49	20	149	56
TrH2_TrispH2_000384	47	8	5	8	47	25	9	53	29
TrH2_TrispH2_000386	147	39	16	49	156	111	33	223	125
TrH2_TrispH2_000388	235	48	34	89	182	155	51	349	155
TrH2_TrispH2_000390	96	31	14	26	101	68	25	125	64
TrH2_TrispH2_000392	55	13	6	17	71	36	13	89	33
TrH2_TrispH2_000395	561	209	86	210	631	446	166	967	393
TrH2_TrispH2_000397	178	51	33	69	156	130	39	287	134
TrH2_TrispH2_000399	410	52	79	152	225	262	105	574	251
TrH2_TrispH2_000400	127	43	19	63	166	95	31	245	115
TrH2_TrispH2_000402	61	16	5	11	56	50	12	96	44
TrH2_TrispH2_000403	382	163	56	134	514	268	116	701	270
TrH2_TrispH2_000406	83	17	15	29	72	43	16	110	62
TrH2_TrispH2_000407	395	152	67	142	495	323	78	591	270
TrH2_TrispH2_000408	48	21	5	13	85	43	9	85	36
TrH2_TrispH2_000409	501	196	81	193	562	336	132	839	339
TrH2_TrispH2_000411	26	2	2	20	29	28	4	47	35
TrH2_TrispH2_000413	122	28	18	38	150	79	33	202	85
TrH2_TrispH2_000415	105	42	23	54	85	57	28	151	63
TrH2_TrispH2_000417	316	57	48	128	278	204	65	400	229
TrH2_TrispH2_000419	71	15	15	33	53	51	19	123	53
TrH2_orphan_65	9	6	0	2	15	4	0	21	6
TrH2_TrispH2_000423	74	30	10	28	106	53	25	115	57
TrH2_TrispH2_000424	27	5	2	11	28	20	7	32	37
TrH2_TrispH2_000426	98	22	8	25	85	56	23	108	70
TrH2_TrispH2_000429	39	12	3	15	28	40	17	59	29
TrH2_TrispH2_000436	47	22	7	9	60	30	13	54	26
TrH2_TrispH2_000438	49	13	5	19	48	35	12	75	30
TrH2_TrispH2_000440	62	25	6	16	68	33	7	85	29
TrH2_TrispH2_000442	39	13	4	13	54	35	18	68	39
TrH2_TrispH2_000445	346	116	53	149	299	284	89	559	265
TrH2_TrispH2_000447	8	4	1	6	15	8	4	22	15
TrH2_TrispH2_000449	72	16	9	23	90	50	25	87	48
TrH2_TrispH2_000453	968	196	164	405	789	722	240	1374	719
TrH2_TrispH2_000455	180	46	41	84	174	120	55	263	138
TrH2_TrispH2_000460	267	164	35	82	546	208	49	612	163
TrH2_TrispH2_000461	666	352	131	246	1136	540	163	1580	413
TrH2_TrispH2_000462	267	166	30	99	532	197	50	653	156
TrH2_TrispH2_000463	547	308	70	205	942	418	118	1194	280
TrH2_TrispH2_000464	433	255	64	165	805	356	85	1055	286
TrH2_TrispH2_000001	96	28	19	37	92	69	31	168	80
TrH2_TrispH2_000003	31	7	4	13	24	13	11	31	15
TrH2_TrispH2_000005	189	43	30	64	172	149	51	302	128
TrH2_orphan_67	26	2	3	8	9	14	4	26	10
TrH2_TrispH2_000009	180	38	27	81	153	137	49	269	133
TrH2_TrispH2_000013	69	19	14	22	45	41	22	110	50
TrH2_TrispH2_000014	53	15	11	10	68	30	9	92	39
TrH2_TrispH2_000017	157	58	22	81	221	126	52	272	148
TrH2_TrispH2_000019	190	96	30	71	290	120	51	328	147
TrH2_TrispH2_000021	1850	505	324	711	1483	1466	497	2727	1400
TrH2_TrispH2_000024	151	58	32	66	184	107	46	286	110
TrH2_TrispH2_000025	1149	337	159	435	1050	832	294	1769	848
TrH2_TrispH2_000026	271	57	50	119	193	233	86	457	191
TrH2_TrispH2_000028	50	6	3	8	38	16	8	44	16
TrH2_TrispH2_000029	435	127	69	169	385	279	130	675	348
TrH2_TrispH2_000032	232	63	26	77	141	178	56	339	126
TrH2_TrispH2_000033	56	17	5	26	74	37	13	78	37
TrH2_TrispH2_000035	62	14	10	11	45	40	21	81	39
TrH2_TrispH2_000037	148	32	32	47	140	105	41	215	121
TrH2_orphan_68	674	186	123	253	628	499	145	1083	490
TrH2_TrispH2_000040	91	27	13	30	89	63	23	162	70
TrH2_TrispH2_000043	68	30	19	24	68	50	24	135	50
TrH2_TrispH2_000045	22	7	2	8	31	15	7	38	16
TrH2_TrispH2_000046	4	0	0	3	9	11	5	12	6
TrH2_TrispH2_000049	152	39	24	57	122	104	37	232	110
TrH2_TrispH2_000050	2440	677	365	899	2099	1800	578	3587	1718
TrH2_TrispH2_000051	14	3	4	4	15	12	5	29	13
TrH2_TrispH2_000055	256	76	31	70	247	167	56	409	170
TrH2_TrispH2_000057	240	86	29	66	197	174	66	321	146
TrH2_TrispH2_000059	63	14	8	16	69	23	11	83	21
TrH2_TrispH2_000061	117	36	18	34	79	64	18	161	69
TrH2_TrispH2_000062	34	6	2	11	50	25	12	51	37
TrH2_TrispH2_000063	751	232	111	294	753	529	194	1176	590
TrH2_TrispH2_000065	160	45	25	82	179	126	54	256	127
TrH2_TrispH2_000068	33	10	5	12	66	32	7	58	16
TrH2_TrispH2_000070	139	50	16	49	146	117	31	232	101
TrH2_TrispH2_000072	206	36	27	69	160	135	46	279	137
TrH2_orphan_69	1	2	0	1	2	2	0	4	2
TrH2_TrispH2_000074	267	56	38	91	267	173	83	404	196
TrH2_TrispH2_000076	135	59	21	64	125	112	48	239	83
TrH2_TrispH2_000078	124	36	13	35	114	67	22	149	56
TrH2_TrispH2_000080	149	45	32	74	164	135	33	300	133
TrH2_TrispH2_000082	75	34	11	34	96	48	20	151	68
TrH2_TrispH2_000085	644	163	104	282	551	444	174	1001	518
TrH2_orphan_71	421	110	93	181	393	319	90	709	367
TrH2_TrispH2_000088	131	54	16	45	142	103	33	230	111
TrH2_TrispH2_000089	280	72	40	104	263	212	75	401	209
TrH2_TrispH2_000092	312	88	78	142	277	214	89	518	240
TrH2_TrispH2_000095	1755	431	325	700	1489	1317	478	2672	1369
TrH2_TrispH2_000097	154	58	17	54	215	124	41	265	108
TrH2_TrispH2_000100	522	144	70	220	509	371	144	814	404
TrH2_TrispH2_000101	96	33	17	39	99	65	10	155	62
TrH2_TrispH2_000103	38	11	8	19	49	26	13	62	29
TrH2_orphan_72	3	2	2	1	9	2	0	15	2
TrH2_TrispH2_000106	802	212	107	280	674	579	200	1165	592
TrH2_TrispH2_000108	72	29	9	32	86	54	19	134	67
TrH2_TrispH2_000110	90	24	8	22	74	65	28	136	59
TrH2_TrispH2_000113	148	47	21	52	154	113	31	205	90
TrH2_TrispH2_000115	3401	1047	514	1261	3331	2450	831	5158	2305
TrH2_TrispH2_000117	185	41	21	69	161	109	44	248	127
TrH2_TrispH2_000119	178	48	31	75	188	143	47	289	119
TrH2_TrispH2_000120	32	13	8	15	43	50	9	81	38
TrH2_TrispH2_000122	60	12	8	12	50	40	11	75	28
TrH2_TrispH2_000124	542	147	74	182	496	375	109	818	428
TrH2_TrispH2_000126	65	12	9	10	50	33	15	97	49
TrH2_orphan_73	7	1	4	1	2	0	1	9	5
TrH2_TrispH2_000130	361	95	54	121	320	259	104	564	299
TrH2_TrispH2_000132	12405	3235	2165	4976	10567	9500	3535	18613	9182
TrH2_TrispH2_000135	4656	1335	777	1864	4016	3411	1219	7182	3224
TrH2_TrispH2_000137	356	93	53	119	263	249	83	531	282
TrH2_TrispH2_000141	100	38	6	30	154	55	25	151	50
TrH2_TrispH2_000143	17	3	3	7	11	17	4	23	7
TrH2_TrispH2_000144	76	29	14	41	78	69	22	98	94
TrH2_TrispH2_000147	5906	1808	1089	2446	4369	4483	1657	9005	4750
TrH2_TrispH2_000149	70	40	12	22	92	48	17	122	49
TrH2_TrispH2_000150	107	31	20	27	143	62	23	167	50
TrH2_TrispH2_000153	778	233	128	282	609	594	217	1229	571
TrH2_TrispH2_000155	55	22	5	16	45	39	13	79	23
TrH2_TrispH2_000156	190	46	25	71	154	125	44	254	117
TrH2_TrispH2_000157	33	8	5	18	36	24	8	47	25
TrH2_TrispH2_000159	78	23	16	25	81	58	16	112	55
TrH2_TrispH2_000161	219	58	30	79	214	154	60	364	182
TrH2_TrispH2_000164	2	1	1	0	0	1	1	6	1
TrH2_TrispH2_000165	74	38	5	26	78	43	18	136	48
TrH2_TrispH2_000168	66	26	12	17	83	45	21	98	46
TrH2_TrispH2_000171	98	36	15	29	106	58	20	134	67
TrH2_TrispH2_000173	34	7	7	7	19	18	10	35	23
TrH2_TrispH2_000174	98	27	20	34	118	68	26	151	71
TrH2_TrispH2_000176	79	20	11	27	70	40	13	110	43
TrH2_TrispH2_000178	72	21	6	28	65	52	13	114	55
TrH2_TrispH2_000179	251	50	42	105	201	200	66	386	207
TrH2_orphan_74	9	0	3	3	10	7	2	10	8
TrH2_TrispH2_000183	82	15	12	24	55	47	30	111	62
TrH2_TrispH2_000188	67	17	4	24	44	53	13	102	39
TrH2_TrispH2_000190	252	74	40	112	189	201	62	378	194
TrH2_TrispH2_000192	228	83	30	77	295	157	53	387	162
TrH2_TrispH2_000195	145	22	13	35	118	89	30	165	86
TrH2_TrispH2_000196	21	6	2	14	16	20	5	38	17
TrH2_TrispH2_000201	57	19	5	19	87	52	23	76	57
TrH2_TrispH2_000204	91	26	13	25	91	71	22	155	65
TrH2_TrispH2_000205	305	117	57	116	338	238	76	545	231
TrH2_TrispH2_000208	27	14	2	8	41	16	11	57	24
TrH2_TrispH2_000209	59	5	8	31	33	39	9	62	37
TrH2_TrispH2_000210	19	1	2	11	7	13	11	26	11
TrH2_TrispH2_000211	66	8	6	16	46	33	21	90	38
TrH2_TrispH2_000214	53	21	10	10	55	56	22	109	52
TrH2_TrispH2_000215	57	18	8	23	84	34	19	111	40
TrH2_TrispH2_000216	32	8	4	12	54	22	5	62	21
TrH2_TrispH2_000218	167	20	28	49	118	98	42	211	134
TrH2_TrispH2_000220	108	17	15	57	95	93	23	165	74
TrH2_TrispH2_000222	91	26	14	33	107	64	30	149	57
TrH2_TrispH2_000223	407	1	0	117	228	413	1	334	131
TrH2_TrispH2_000224	53	7	3	20	28	28	18	78	31
TrH2_TrispH2_000225	59	22	9	19	35	25	10	75	46
TrH2_TrispH2_000226	42	14	3	10	30	29	6	60	26
TrH2_TrispH2_000227	94	33	10	42	122	76	22	171	69
TrH2_TrispH2_000228	22	2	3	6	23	13	7	33	17
TrH2_TrispH2_000230	42	9	8	17	41	24	12	67	28
TrH2_orphan_75	1	0	0	2	4	0	1	3	3
TrH2_TrispH2_000233	8	2	0	8	4	9	4	13	11
TrH2_TrispH2_000234	2	3	0	0	6	3	2	3	3
TrH2_TrispH2_000002	304	60	29	119	250	197	70	369	228
TrH2_TrispH2_000004	286	88	34	106	264	221	63	460	202
TrH2_TrispH2_000006	16	19	5	14	56	18	4	70	24
TrH2_TrispH2_000007	164	50	20	64	177	111	46	252	120
TrH2_TrispH2_000008	67	13	11	31	66	50	18	97	35
TrH2_TrispH2_000011	519	180	104	216	429	455	158	891	426
TrH2_TrispH2_000012	8731	2047	1452	3310	7360	6716	2456	13060	6561
TrH2_TrispH2_000015	66	18	8	23	77	38	21	90	38
TrH2_TrispH2_000016	89	23	20	44	86	99	28	184	84
TrH2_TrispH2_000018	179	74	30	55	198	133	61	302	112
TrH2_TrispH2_000020	20	1	2	3	16	10	4	29	11
TrH2_TrispH2_000022	247	64	63	119	195	227	99	438	195
TrH2_TrispH2_000023	65	21	9	19	67	42	18	100	40
TrH2_TrispH2_000027	57	8	5	23	51	45	17	70	39
TrH2_TrispH2_000030	0	0	0	0	0	1	0	0	2
TrH2_TrispH2_000031	81	21	12	43	76	49	24	110	60
TrH2_TrispH2_000034	61	23	16	28	66	45	12	88	49
TrH2_TrispH2_000036	168	66	21	60	180	119	46	282	118
TrH2_TrispH2_000038	400	78	54	117	268	233	75	474	290
TrH2_TrispH2_000039	142	52	24	49	148	111	39	218	97
TrH2_TrispH2_000041	72	17	9	17	38	33	14	91	44
TrH2_TrispH2_000042	150	47	30	59	161	96	38	254	117
TrH2_TrispH2_000044	45	6	9	13	36	25	8	52	18
TrH2_TrispH2_000047	47	17	6	23	57	43	15	76	27
TrH2_TrispH2_000048	115	45	21	55	119	95	44	196	85
TrH2_TrispH2_000052	355	94	54	130	310	248	85	503	244
TrH2_TrispH2_000053	11890	3552	1926	4392	11386	8847	3222	18374	8563
TrH2_TrispH2_000054	1828	405	247	652	1552	1242	465	2545	1234
TrH2_TrispH2_000056	149	58	21	43	185	87	40	230	80
TrH2_TrispH2_000058	185	62	26	63	182	112	50	280	129
TrH2_TrispH2_000060	259	72	50	97	265	187	81	411	195
TrH2_TrispH2_000064	125	46	7	41	161	94	30	195	73
TrH2_TrispH2_000067	195	46	31	67	175	134	49	340	130
TrH2_TrispH2_000069	928	206	151	376	788	714	279	1320	712
TrH2_TrispH2_000071	164	44	14	63	145	88	29	247	111
TrH2_TrispH2_000073	189	87	25	55	307	132	45	333	122
TrH2_TrispH2_000075	163	37	10	55	144	95	22	229	85
TrH2_orphan_77	11	0	0	3	4	8	1	27	9
TrH2_TrispH2_000077	162	40	26	42	172	125	49	250	123
TrH2_TrispH2_000079	1063	280	154	351	1010	694	236	1514	671
TrH2_TrispH2_000081	153	31	20	43	129	109	32	185	90
