Tadh_TriadG50246	Tadh_TriadT50246
Tadh_TriadG58537	Tadh_TriadT58537
Tadh_TriadG49708	Tadh_TriadT49708
Tadh_orphan_1308	Tadh_orphan_1308
Tadh_TriadG37016	Tadh_TriadT37016
Tadh_TriadG50388	Tadh_TriadT50388
Tadh_TriadG56924	Tadh_TriadT56924
Tadh_TriadG64372	Tadh_TriadT64372
Tadh_TriadG26263	Tadh_TriadT26263
Tadh_TriadG33763	Tadh_TriadT33763
Tadh_TriadG64386	Tadh_TriadT64386
Tadh_TriadG56526	Tadh_TriadT56526
Tadh_TriadG56309	Tadh_TriadT56309
Tadh_TriadG59764	Tadh_TriadT59764
Tadh_TriadG57054	Tadh_TriadT57054
Tadh_orphan_1408	Tadh_orphan_1408
Tadh_TriadG55510	Tadh_TriadT55510
Tadh_TriadG61268	Tadh_TriadT61268
Tadh_TriadG60057	Tadh_TriadT60057
Tadh_wf_g9629	Tadh_wf_g9629.t1
Tadh_TriadG25670	Tadh_TriadT25670
Tadh_TriadG57420	Tadh_TriadT57420
Tadh_TriadG52723	Tadh_TriadT52723
Tadh_TriadG55397	Tadh_TriadT55397
Tadh_TriadG27023	Tadh_TriadT27023
Tadh_TriadG58059	Tadh_TriadT58059
Tadh_TriadG54565	Tadh_TriadT54565
Tadh_TriadG17859	Tadh_TriadT17859
Tadh_TriadG22849	Tadh_TriadT22849
Tadh_TriadG26453	Tadh_TriadT26453
Tadh_TriadG33100	Tadh_TriadT33100
Tadh_TriadG22592	Tadh_TriadT22592
Tadh_TriadG54016	Tadh_TriadT54016
Tadh_TriadG54332	Tadh_TriadT54332
Tadh_TriadG58554	Tadh_TriadT58554
Tadh_TriadG20328	Tadh_TriadT20328
Tadh_TriadG31987	Tadh_TriadT31987
Tadh_TriadG50088	Tadh_TriadT50088
Tadh_TriadG30775	Tadh_TriadT30775
Tadh_wf_g4353	Tadh_wf_g4353.t1
Tadh_TriadG61046	Tadh_TriadT61046
Tadh_TriadG50197	Tadh_TriadT50197
Tadh_TriadG38271	Tadh_TriadT38271
Tadh_TriadG54013	Tadh_TriadT54013
Tadh_TriadG58497	Tadh_TriadT58497
Tadh_TriadG59842	Tadh_TriadT59842
Tadh_TriadG60082	Tadh_TriadT60082
Tadh_TriadG55561	Tadh_TriadT55561
Tadh_TriadG35755	Tadh_TriadT35755
Tadh_TriadG62429	Tadh_TriadT62429
Tadh_TriadG23425	Tadh_TriadT23425
Tadh_orphan_65	Tadh_orphan_65
Tadh_TriadG26324	Tadh_TriadT26324
Tadh_TriadG63838	Tadh_TriadT63838
Tadh_TriadG55493	Tadh_TriadT55493
Tadh_TriadG52383	Tadh_TriadT52383
Tadh_TriadG14574	Tadh_TriadT14574
Tadh_TriadG60178	Tadh_TriadT60178
Tadh_TriadG25357	Tadh_TriadT25357
Tadh_TriadG33799	Tadh_TriadT33799
Tadh_wf_g8297	Tadh_wf_g8297.t1
Tadh_TriadG63361	Tadh_TriadT63361
Tadh_TriadG50462	Tadh_TriadT50462
Tadh_TriadG22364	Tadh_TriadT22364
Tadh_TriadG31406	Tadh_TriadT31406
Tadh_TriadG58889	Tadh_TriadT58889
Tadh_TriadG57796	Tadh_TriadT57796
Tadh_TriadG56126	Tadh_TriadT56126
Tadh_TriadG54005	Tadh_TriadT54005
Tadh_TriadG54786	Tadh_TriadT54786
Tadh_TriadG29423	Tadh_TriadT29423
Tadh_TriadG64238	Tadh_TriadT64238
Tadh_TriadG18052	Tadh_TriadT18052
Tadh_TriadG28706	Tadh_TriadT28706
Tadh_TriadG49773	Tadh_TriadT49773
Tadh_TriadG28748	Tadh_TriadT28748
Tadh_wf_g577	Tadh_wf_g577.t1
Tadh_TriadG61872	Tadh_TriadT61872
Tadh_wf_g3093	Tadh_wf_g3093.t1
Tadh_TriadG23561	Tadh_TriadT23561
Tadh_TriadG26837	Tadh_TriadT26837
Tadh_TriadG52177	Tadh_TriadT52177
Tadh_TriadG57257	Tadh_TriadT57257
Tadh_TriadG64369	Tadh_TriadT64369
Tadh_TriadG32221	Tadh_TriadT32221
Tadh_TriadG28327	Tadh_TriadT28327
Tadh_TriadG57003	Tadh_TriadT57003
Tadh_TriadG51068	Tadh_TriadT51068
Tadh_TriadG52393	Tadh_TriadT52393
Tadh_TriadG56445	Tadh_TriadT56445
Tadh_wf_g8839	Tadh_wf_g8839.t1
Tadh_wf_g972	Tadh_wf_g972.t1
Tadh_TriadG54723	Tadh_TriadT54723
Tadh_TriadG54985	Tadh_TriadT54985
Tadh_TriadG54812	Tadh_TriadT54812
Tadh_TriadG23029	Tadh_TriadT23029
Tadh_TriadG22811	Tadh_TriadT22811
Tadh_TriadG64176	Tadh_TriadT64176
Tadh_TriadG52419	Tadh_TriadT52419
Tadh_TriadG61521	Tadh_TriadT61521
Tadh_TriadG23081	Tadh_TriadT23081
Tadh_TriadG52874	Tadh_TriadT52874
Tadh_TriadG52679	Tadh_TriadT52679
Tadh_TriadG30178	Tadh_TriadT30178
Tadh_TriadG60507	Tadh_TriadT60507
Tadh_TriadG64275	Tadh_TriadT64275
Tadh_TriadG37004	Tadh_TriadT37004
Tadh_TriadG58714	Tadh_TriadT58714
Tadh_TriadG32175	Tadh_TriadT32175
Tadh_TriadG31980	Tadh_TriadT31980
Tadh_TriadG55505	Tadh_TriadT55505
Tadh_TriadG61404	Tadh_TriadT61404
Tadh_TriadG64295	Tadh_TriadT64295
Tadh_TriadG20369	Tadh_TriadT20369
Tadh_TriadG55709	Tadh_TriadT55709
Tadh_TriadG63333	Tadh_TriadT63333
Tadh_TriadG58423	Tadh_TriadT58423
Tadh_TriadG25500	Tadh_TriadT25500
Tadh_TriadG6574	Tadh_TriadT6574
Tadh_TriadG56011	Tadh_TriadT56011
Tadh_TriadG60167	Tadh_TriadT60167
Tadh_TriadG56005	Tadh_TriadT56005
Tadh_TriadG50723	Tadh_TriadT50723
Tadh_TriadG56277	Tadh_TriadT56277
Tadh_TriadG58304	Tadh_TriadT58304
Tadh_TriadG58263	Tadh_TriadT58263
Tadh_TriadG25491	Tadh_TriadT25491
Tadh_TriadG28549	Tadh_TriadT28549
Tadh_TriadG50429	Tadh_TriadT50429
Tadh_TriadG58949	Tadh_TriadT58949
Tadh_TriadG23897	Tadh_TriadT23897
Tadh_TriadG52632	Tadh_TriadT52632
Tadh_TriadG57005	Tadh_TriadT57005
Tadh_TriadG52674	Tadh_TriadT52674
Tadh_TriadG19473	Tadh_TriadT19473
Tadh_TriadG60165	Tadh_TriadT60165
Tadh_TriadG28427	Tadh_TriadT28427
Tadh_TriadG57942	Tadh_TriadT57942
Tadh_TriadG59443	Tadh_TriadT59443
Tadh_TriadG29233	Tadh_TriadT29233
Tadh_TriadG54077	Tadh_TriadT54077
Tadh_TriadG54035	Tadh_TriadT54035
Tadh_TriadG28673	Tadh_TriadT28673
Tadh_TriadG56531	Tadh_TriadT56531
Tadh_TriadG7238	Tadh_TriadT7238
Tadh_TriadG54172	Tadh_TriadT54172
Tadh_TriadG22398	Tadh_TriadT22398
Tadh_TriadG23653	Tadh_TriadT23653
Tadh_TriadG15952	Tadh_TriadT15952
Tadh_TriadG62181	Tadh_TriadT62181
Tadh_TriadG25736	Tadh_TriadT25736
Tadh_TriadG22468	Tadh_TriadT22468
Tadh_TriadG31028	Tadh_TriadT31028
Tadh_TriadG25751	Tadh_TriadT25751
Tadh_TriadG18834	Tadh_TriadT18834
Tadh_TriadG60990	Tadh_TriadT60990
Tadh_orphan_2054	Tadh_orphan_2054
Tadh_TriadG18672	Tadh_TriadT18672
Tadh_TriadG26445	Tadh_TriadT26445
Tadh_TriadG22320	Tadh_TriadT22320
Tadh_TriadG61027	Tadh_TriadT61027
Tadh_TriadG30878	Tadh_TriadT30878
Tadh_TriadG23075	Tadh_TriadT23075
Tadh_TriadG18732	Tadh_TriadT18732
Tadh_TriadG52335	Tadh_TriadT52335
Tadh_TriadG50581	Tadh_TriadT50581
Tadh_TriadG58172	Tadh_TriadT58172
Tadh_TriadG2009	Tadh_TriadT2009
Tadh_TriadG60069	Tadh_TriadT60069
Tadh_TriadG54292	Tadh_TriadT54292
Tadh_TriadG63579	Tadh_TriadT63579
Tadh_TriadG7635	Tadh_TriadT7635
Tadh_TriadG5303	Tadh_TriadT5303
Tadh_TriadG54096	Tadh_TriadT54096
Tadh_TriadG55837	Tadh_TriadT55837
Tadh_TriadG59630	Tadh_TriadT59630
Tadh_TriadG56037	Tadh_TriadT56037
Tadh_orphan_2048	Tadh_orphan_2048
Tadh_orphan_293	Tadh_orphan_293
Tadh_wf_g996	Tadh_wf_g996.t1
Tadh_orphan_2368	Tadh_orphan_2368
Tadh_TriadG56776	Tadh_TriadT56776
Tadh_orphan_1436	Tadh_orphan_1436
Tadh_orphan_2685	Tadh_orphan_2685
Tadh_orphan_1887	Tadh_orphan_1887
Tadh_orphan_869	Tadh_orphan_869
Tadh_TriadG54101	Tadh_TriadT54101
Tadh_orphan_790	Tadh_orphan_790
Tadh_TriadG62653	Tadh_TriadT62653
Tadh_orphan_581	Tadh_orphan_581
Tadh_orphan_1957	Tadh_orphan_1957
Tadh_orphan_986	Tadh_orphan_986
Tadh_orphan_2570	Tadh_orphan_2570
Tadh_orphan_2017	Tadh_orphan_2017
Tadh_orphan_2049	Tadh_orphan_2049
Tadh_TriadG58116	Tadh_TriadT58116
Tadh_orphan_1190	Tadh_orphan_1190
Tadh_orphan_2278	Tadh_orphan_2278
Tadh_TriadG61053	Tadh_TriadT61053
Tadh_orphan_469	Tadh_orphan_469
Tadh_TriadG63698	Tadh_TriadT63698
Tadh_orphan_1379	Tadh_orphan_1379
Tadh_TriadG22844	Tadh_TriadT22844
Tadh_TriadG56080	Tadh_TriadT56080
Tadh_orphan_3016	Tadh_orphan_3016
Tadh_orphan_92	Tadh_orphan_92
Tadh_TriadG62930	Tadh_TriadT62930
Tadh_TriadG26735	Tadh_TriadT26735
Tadh_TriadG53173	Tadh_TriadT53173
Tadh_TriadG31615	Tadh_TriadT31615
Tadh_wf_g758	Tadh_wf_g758.t1
Tadh_TriadG52363	Tadh_TriadT52363
Tadh_TriadG27497	Tadh_TriadT27497
Tadh_orphan_387	Tadh_orphan_387
Tadh_orphan_2319	Tadh_orphan_2319
Tadh_TriadG52377	Tadh_TriadT52377
Tadh_TriadG58988	Tadh_TriadT58988
Tadh_orphan_2652	Tadh_orphan_2652
Tadh_orphan_2266	Tadh_orphan_2266
Tadh_orphan_880	Tadh_orphan_880
Tadh_TriadG24436	Tadh_TriadT24436
Tadh_TriadG31077	Tadh_TriadT31077
Tadh_TriadG34455	Tadh_TriadT34455
Tadh_orphan_1855	Tadh_orphan_1855
Tadh_orphan_1324	Tadh_orphan_1324
Tadh_orphan_96	Tadh_orphan_96
Tadh_orphan_450	Tadh_orphan_450
Tadh_TriadG53916	Tadh_TriadT53916
Tadh_TriadG62794	Tadh_TriadT62794
Tadh_TriadG57869	Tadh_TriadT57869
Tadh_orphan_1680	Tadh_orphan_1680
Tadh_orphan_1623	Tadh_orphan_1623
Tadh_orphan_115	Tadh_orphan_115
Tadh_orphan_112	Tadh_orphan_112
Tadh_orphan_1496	Tadh_orphan_1496
Tadh_orphan_2669	Tadh_orphan_2669
Tadh_TriadG58681	Tadh_TriadT58681
Tadh_wf_g9438	Tadh_wf_g9438.t1
Tadh_orphan_1632	Tadh_orphan_1632
Tadh_orphan_1395	Tadh_orphan_1395
Tadh_orphan_183	Tadh_orphan_183
Tadh_orphan_865	Tadh_orphan_865
Tadh_orphan_1449	Tadh_orphan_1449
Tadh_TriadG26517	Tadh_TriadT26517
Tadh_TriadG62306	Tadh_TriadT62306
Tadh_TriadG51476	Tadh_TriadT51476
Tadh_orphan_1567	Tadh_orphan_1567
Tadh_wf_g10388	Tadh_wf_g10388.t1
Tadh_TriadG55619	Tadh_TriadT55619
Tadh_orphan_1837	Tadh_orphan_1837
Tadh_orphan_2506	Tadh_orphan_2506
Tadh_TriadG55445	Tadh_TriadT55445
Tadh_TriadG58480	Tadh_TriadT58480
Tadh_orphan_412	Tadh_orphan_412
Tadh_TriadG54352	Tadh_TriadT54352
Tadh_TriadG56385	Tadh_TriadT56385
Tadh_TriadG54425	Tadh_TriadT54425
Tadh_TriadG55626	Tadh_TriadT55626
Tadh_TriadG29866	Tadh_TriadT29866
Tadh_TriadG58548	Tadh_TriadT58548
Tadh_orphan_552	Tadh_orphan_552
Tadh_TriadG25880	Tadh_TriadT25880
Tadh_TriadG52443	Tadh_TriadT52443
Tadh_TriadG61331	Tadh_TriadT61331
Tadh_orphan_980	Tadh_orphan_980
Tadh_TriadG23507	Tadh_TriadT23507
Tadh_TriadG18249	Tadh_TriadT18249
Tadh_TriadG57961	Tadh_TriadT57961
Tadh_TriadG59264	Tadh_TriadT59264
Tadh_orphan_1941	Tadh_orphan_1941
Tadh_wf_g12093	Tadh_wf_g12093.t1
Tadh_wf_g1838	Tadh_wf_g1838.t1
Tadh_TriadG16598	Tadh_TriadT16598
Tadh_TriadG51482	Tadh_TriadT51482
Tadh_TriadG55208	Tadh_TriadT55208
Tadh_TriadG58072	Tadh_TriadT58072
Tadh_TriadG57983	Tadh_TriadT57983
Tadh_TriadG56401	Tadh_TriadT56401
Tadh_orphan_64	Tadh_orphan_64
Tadh_TriadG58145	Tadh_TriadT58145
Tadh_TriadG57204	Tadh_TriadT57204
Tadh_TriadG22834	Tadh_TriadT22834
Tadh_TriadG27796	Tadh_TriadT27796
Tadh_wf_g474	Tadh_wf_g474.t1
Tadh_TriadG61240	Tadh_TriadT61240
Tadh_TriadG56709	Tadh_TriadT56709
Tadh_orphan_2538	Tadh_orphan_2538
Tadh_TriadG58201	Tadh_TriadT58201
Tadh_TriadG57950	Tadh_TriadT57950
Tadh_TriadG52575	Tadh_TriadT52575
Tadh_TriadG59523	Tadh_TriadT59523
Tadh_TriadG61293	Tadh_TriadT61293
Tadh_orphan_2222	Tadh_orphan_2222
Tadh_TriadG55870	Tadh_TriadT55870
Tadh_TriadG31502	Tadh_TriadT31502
Tadh_TriadG59963	Tadh_TriadT59963
Tadh_TriadG25025	Tadh_TriadT25025
Tadh_orphan_192	Tadh_orphan_192
Tadh_orphan_109	Tadh_orphan_109
Tadh_TriadG63996	Tadh_TriadT63996
Tadh_TriadG28445	Tadh_TriadT28445
Tadh_TriadG29105	Tadh_TriadT29105
Tadh_orphan_2612	Tadh_orphan_2612
Tadh_TriadG57438	Tadh_TriadT57438
Tadh_TriadG24095	Tadh_TriadT24095
Tadh_TriadG59673	Tadh_TriadT59673
Tadh_TriadG27805	Tadh_TriadT27805
Tadh_wf_g4660	Tadh_wf_g4660.t1
Tadh_TriadG49804	Tadh_TriadT49804
Tadh_TriadG58921	Tadh_TriadT58921
Tadh_TriadG31333	Tadh_TriadT31333
Tadh_TriadG1914	Tadh_TriadT1914
Tadh_TriadG57964	Tadh_TriadT57964
Tadh_TriadG18262	Tadh_TriadT18262
Tadh_TriadG61955	Tadh_TriadT61955
Tadh_TriadG35766	Tadh_TriadT35766
Tadh_TriadG10718	Tadh_TriadT10718
Tadh_TriadG57168	Tadh_TriadT57168
Tadh_TriadG30812	Tadh_TriadT30812
Tadh_TriadG55535	Tadh_TriadT55535
Tadh_TriadG57629	Tadh_TriadT57629
Tadh_TriadG58793	Tadh_TriadT58793
Tadh_TriadG54340	Tadh_TriadT54340
Tadh_TriadG61265	Tadh_TriadT61265
Tadh_wf_g5122	Tadh_wf_g5122.t1
Tadh_TriadG55202	Tadh_TriadT55202
Tadh_orphan_30	Tadh_orphan_30
Tadh_TriadG54168	Tadh_TriadT54168
Tadh_TriadG52866	Tadh_TriadT52866
Tadh_TriadG25027	Tadh_TriadT25027
Tadh_TriadG64278	Tadh_TriadT64278
Tadh_TriadG58922	Tadh_TriadT58922
Tadh_TriadG37979	Tadh_TriadT37979
Tadh_TriadG60483	Tadh_TriadT60483
Tadh_TriadG57029	Tadh_TriadT57029
Tadh_TriadG55944	Tadh_TriadT55944
Tadh_TriadG59674	Tadh_TriadT59674
Tadh_TriadG33357	Tadh_TriadT33357
Tadh_wf_g4033	Tadh_wf_g4033.t1
Tadh_TriadG2811	Tadh_TriadT2811
Tadh_wf_g5862	Tadh_wf_g5862.t1
Tadh_TriadG60112	Tadh_TriadT60112
Tadh_TriadG54593	Tadh_TriadT54593
Tadh_TriadG58115	Tadh_TriadT58115
Tadh_TriadG15610	Tadh_TriadT15610
Tadh_TriadG54142	Tadh_TriadT54142
Tadh_TriadG56593	Tadh_TriadT56593
Tadh_TriadG58141	Tadh_TriadT58141
Tadh_TriadG31603	Tadh_TriadT31603
Tadh_orphan_2780	Tadh_orphan_2780
Tadh_TriadG51707	Tadh_TriadT51707
Tadh_TriadG51804	Tadh_TriadT51804
Tadh_TriadG52830	Tadh_TriadT52830
Tadh_TriadG52867	Tadh_TriadT52867
Tadh_TriadG56576	Tadh_TriadT56576
Tadh_TriadG58192	Tadh_TriadT58192
Tadh_TriadG14966	Tadh_TriadT14966
Tadh_TriadG32779	Tadh_TriadT32779
Tadh_orphan_2365	Tadh_orphan_2365
Tadh_TriadG30238	Tadh_TriadT30238
Tadh_TriadG54590	Tadh_TriadT54590
Tadh_TriadG60937	Tadh_TriadT60937
Tadh_TriadG52252	Tadh_TriadT52252
Tadh_TriadG13451	Tadh_TriadT13451
Tadh_orphan_2444	Tadh_orphan_2444
Tadh_wf_g7934	Tadh_wf_g7934.t1
Tadh_hyp_clust10231	Tadh_hyp_clust10231.t1
Tadh_TriadG58608	Tadh_TriadT58608
Tadh_TriadG63255	Tadh_TriadT63255
Tadh_TriadG63888	Tadh_TriadT63888
Tadh_orphan_839	Tadh_orphan_839
Tadh_TriadG58139	Tadh_TriadT58139
Tadh_TriadG63531	Tadh_TriadT63531
Tadh_TriadG60463	Tadh_TriadT60463
Tadh_TriadG54759	Tadh_TriadT54759
Tadh_TriadG58138	Tadh_TriadT58138
Tadh_orphan_2272	Tadh_orphan_2272
Tadh_TriadG2641	Tadh_TriadT2641
Tadh_TriadG49524	Tadh_TriadT49524
Tadh_TriadG57232	Tadh_TriadT57232
Tadh_TriadG54591	Tadh_TriadT54591
Tadh_orphan_139	Tadh_orphan_139
Tadh_orphan_1515	Tadh_orphan_1515
Tadh_orphan_2306	Tadh_orphan_2306
Tadh_TriadG55358	Tadh_TriadT55358
Tadh_TriadG59780	Tadh_TriadT59780
Tadh_TriadG25487	Tadh_TriadT25487
Tadh_orphan_1898	Tadh_orphan_1898
Tadh_TriadG11741	Tadh_TriadT11741
Tadh_TriadG12696	Tadh_TriadT12696
Tadh_TriadG31975	Tadh_TriadT31975
Tadh_TriadG37359	Tadh_TriadT37359
Tadh_TriadG52829	Tadh_TriadT52829
Tadh_TriadG4444	Tadh_TriadT4444
Tadh_TriadG56214	Tadh_TriadT56214
Tadh_TriadG24440	Tadh_TriadT24440
Tadh_TriadG59293	Tadh_TriadT59293
Tadh_orphan_2586	Tadh_orphan_2586
Tadh_TriadG11320	Tadh_TriadT11320
Tadh_TriadG62639	Tadh_TriadT62639
Tadh_TriadG57121	Tadh_TriadT57121
Tadh_TriadG33826	Tadh_TriadT33826
Tadh_TriadG55063	Tadh_TriadT55063
Tadh_TriadG54914	Tadh_TriadT54914
Tadh_TriadG59640	Tadh_TriadT59640
Tadh_orphan_539	Tadh_orphan_539
Tadh_TriadG59721	Tadh_TriadT59721
Tadh_TriadG3859	Tadh_TriadT3859
Tadh_TriadG22642	Tadh_TriadT22642
Tadh_wf_g11046	Tadh_wf_g11046.t1
Tadh_TriadG19964	Tadh_TriadT19964
Tadh_TriadG64243	Tadh_TriadT64243
Tadh_orphan_2025	Tadh_orphan_2025
Tadh_TriadG64321	Tadh_TriadT64321
Tadh_orphan_844	Tadh_orphan_844
Tadh_TriadG56280	Tadh_TriadT56280
Tadh_TriadG54121	Tadh_TriadT54121
Tadh_TriadG60452	Tadh_TriadT60452
Tadh_TriadG63716	Tadh_TriadT63716
Tadh_TriadG55007	Tadh_TriadT55007
Tadh_TriadG36517	Tadh_TriadT36517
Tadh_TriadG63602	Tadh_TriadT63602
Tadh_wf_g4868	Tadh_wf_g4868.t1
Tadh_TriadG60419	Tadh_TriadT60419
Tadh_TriadG27813	Tadh_TriadT27813
Tadh_TriadG59532	Tadh_TriadT59532
Tadh_TriadG29160	Tadh_TriadT29160
Tadh_TriadG28230	Tadh_TriadT28230
Tadh_TriadG61186	Tadh_TriadT61186
Tadh_wf_g4639	Tadh_wf_g4639.t1
Tadh_TriadG56432	Tadh_TriadT56432
Tadh_TriadG29275	Tadh_TriadT29275
Tadh_TriadG23008	Tadh_TriadT23008
Tadh_TriadG37484	Tadh_TriadT37484
Tadh_TriadG61967	Tadh_TriadT61967
Tadh_orphan_2888	Tadh_orphan_2888
Tadh_TriadG56978	Tadh_TriadT56978
Tadh_TriadG17498	Tadh_TriadT17498
Tadh_TriadG54592	Tadh_TriadT54592
Tadh_TriadG63428	Tadh_TriadT63428
Tadh_orphan_2583	Tadh_orphan_2583
Tadh_orphan_808	Tadh_orphan_808
Tadh_orphan_2346	Tadh_orphan_2346
Tadh_orphan_1183	Tadh_orphan_1183
Tadh_TriadG14780	Tadh_TriadT14780
Tadh_TriadG50837	Tadh_TriadT50837
Tadh_orphan_328	Tadh_orphan_328
Tadh_orphan_925	Tadh_orphan_925
Tadh_TriadG32073	Tadh_TriadT32073
Tadh_TriadG59563	Tadh_TriadT59563
Tadh_TriadG57692	Tadh_TriadT57692
Tadh_TriadG22163	Tadh_TriadT22163
Tadh_TriadG57028	Tadh_TriadT57028
Tadh_TriadG35841	Tadh_TriadT35841
Tadh_TriadG63287	Tadh_TriadT63287
Tadh_TriadG50710	Tadh_TriadT50710
Tadh_TriadG29779	Tadh_TriadT29779
Tadh_orphan_1897	Tadh_orphan_1897
Tadh_TriadG3218	Tadh_TriadT3218
Tadh_TriadG31511	Tadh_TriadT31511
Tadh_TriadG54385	Tadh_TriadT54385
Tadh_TriadG60418	Tadh_TriadT60418
Tadh_TriadG55871	Tadh_TriadT55871
Tadh_TriadG24329	Tadh_TriadT24329
Tadh_TriadG57407	Tadh_TriadT57407
Tadh_orphan_1852	Tadh_orphan_1852
Tadh_TriadG56253	Tadh_TriadT56253
Tadh_TriadG53986	Tadh_TriadT53986
Tadh_TriadG37607	Tadh_TriadT37607
Tadh_wf_g8657	Tadh_wf_g8657.t1
Tadh_TriadG55951	Tadh_TriadT55951
Tadh_TriadG26326	Tadh_TriadT26326
Tadh_TriadG30874	Tadh_TriadT30874
Tadh_orphan_2305	Tadh_orphan_2305
Tadh_TriadG60377	Tadh_TriadT60377
Tadh_TriadG19972	Tadh_TriadT19972
Tadh_TriadG58543	Tadh_TriadT58543
Tadh_TriadG58517	Tadh_TriadT58517
Tadh_orphan_2232	Tadh_orphan_2232
Tadh_orphan_2540	Tadh_orphan_2540
Tadh_TriadG59571	Tadh_TriadT59571
Tadh_TriadG56251	Tadh_TriadT56251
Tadh_orphan_117	Tadh_orphan_117
Tadh_orphan_2494	Tadh_orphan_2494
Tadh_TriadG58948	Tadh_TriadT58948
Tadh_TriadG25944	Tadh_TriadT25944
Tadh_TriadG60075	Tadh_TriadT60075
Tadh_TriadG52157	Tadh_TriadT52157
Tadh_orphan_2630	Tadh_orphan_2630
Tadh_TriadG64231	Tadh_TriadT64231
Tadh_TriadG17953	Tadh_TriadT17953
Tadh_wf_g1194	Tadh_wf_g1194.t1
Tadh_wf_g9406	Tadh_wf_g9406.t1
Tadh_TriadG31186	Tadh_TriadT31186
Tadh_TriadG61222	Tadh_TriadT61222
Tadh_orphan_311	Tadh_orphan_311
Tadh_TriadG54220	Tadh_TriadT54220
Tadh_orphan_1106	Tadh_orphan_1106
Tadh_orphan_2315	Tadh_orphan_2315
Tadh_TriadG54809	Tadh_TriadT54809
Tadh_TriadG50836	Tadh_TriadT50836
Tadh_TriadG22916	Tadh_TriadT22916
Tadh_TriadG50669	Tadh_TriadT50669
Tadh_TriadG24380	Tadh_TriadT24380
Tadh_TriadG22754	Tadh_TriadT22754
Tadh_orphan_1454	Tadh_orphan_1454
Tadh_TriadG50560	Tadh_TriadT50560
Tadh_wf_g10492	Tadh_wf_g10492.t1
Tadh_TriadG51027	Tadh_TriadT51027
Tadh_TriadG33521	Tadh_TriadT33521
Tadh_TriadG25346	Tadh_TriadT25346
Tadh_orphan_1891	Tadh_orphan_1891
Tadh_TriadG60713	Tadh_TriadT60713
Tadh_TriadG27645	Tadh_TriadT27645
Tadh_orphan_2106	Tadh_orphan_2106
Tadh_TriadG16057	Tadh_TriadT16057
Tadh_wf_g10735	Tadh_wf_g10735.t1
Tadh_TriadG57473	Tadh_TriadT57473
Tadh_TriadG33849	Tadh_TriadT33849
Tadh_TriadG26354	Tadh_TriadT26354
Tadh_TriadG28341	Tadh_TriadT28341
Tadh_TriadG49581	Tadh_TriadT49581
Tadh_TriadG37304	Tadh_TriadT37304
Tadh_TriadG54221	Tadh_TriadT54221
Tadh_orphan_1369	Tadh_orphan_1369
Tadh_TriadG58057	Tadh_TriadT58057
Tadh_TriadG28705	Tadh_TriadT28705
Tadh_TriadG18552	Tadh_TriadT18552
Tadh_TriadG22860	Tadh_TriadT22860
Tadh_TriadG61419	Tadh_TriadT61419
Tadh_TriadG61196	Tadh_TriadT61196
Tadh_TriadG55192	Tadh_TriadT55192
Tadh_TriadG61197	Tadh_TriadT61197
Tadh_TriadG19073	Tadh_TriadT19073
Tadh_TriadG22373	Tadh_TriadT22373
Tadh_wf_g3857	Tadh_wf_g3857.t1
Tadh_TriadG62858	Tadh_TriadT62858
Tadh_TriadG22758	Tadh_TriadT22758
Tadh_TriadG60196	Tadh_TriadT60196
Tadh_TriadG60206	Tadh_TriadT60206
Tadh_TriadG29994	Tadh_TriadT29994
Tadh_TriadG60704	Tadh_TriadT60704
Tadh_TriadG61101	Tadh_TriadT61101
Tadh_TriadG63844	Tadh_TriadT63844
Tadh_TriadG28606	Tadh_TriadT28606
Tadh_TriadG60287	Tadh_TriadT60287
Tadh_orphan_2165	Tadh_orphan_2165
Tadh_wf_g3142	Tadh_wf_g3142.t1
Tadh_TriadG59813	Tadh_TriadT59813
Tadh_TriadG55657	Tadh_TriadT55657
Tadh_TriadG57230	Tadh_TriadT57230
Tadh_TriadG54870	Tadh_TriadT54870
Tadh_TriadG50484	Tadh_TriadT50484
Tadh_TriadG56465	Tadh_TriadT56465
Tadh_TriadG54881	Tadh_TriadT54881
Tadh_TriadG54715	Tadh_TriadT54715
Tadh_TriadG30458	Tadh_TriadT30458
Tadh_orphan_1960	Tadh_orphan_1960
Tadh_wf_g2935	Tadh_wf_g2935.t1
Tadh_TriadG56374	Tadh_TriadT56374
Tadh_wf_g1411	Tadh_wf_g1411.t1
Tadh_TriadG51581	Tadh_TriadT51581
Tadh_TriadG63987	Tadh_TriadT63987
Tadh_TriadG58536	Tadh_TriadT58536
Tadh_TriadG61120	Tadh_TriadT61120
Tadh_wf_g4474	Tadh_wf_g4474.t1
Tadh_TriadG59108	Tadh_TriadT59108
Tadh_TriadG30543	Tadh_TriadT30543
Tadh_TriadG54449	Tadh_TriadT54449
Tadh_TriadG54871	Tadh_TriadT54871
Tadh_TriadG5539	Tadh_TriadT5539
Tadh_TriadG50189	Tadh_TriadT50189
Tadh_orphan_39	Tadh_orphan_39
Tadh_wf_g12281	Tadh_wf_g12281.t1
Tadh_TriadG60160	Tadh_TriadT60160
Tadh_TriadG38152	Tadh_TriadT38152
Tadh_TriadG30016	Tadh_TriadT30016
Tadh_TriadG24527	Tadh_TriadT24527
Tadh_TriadG52924	Tadh_TriadT52924
Tadh_TriadG33154	Tadh_TriadT33154
Tadh_orphan_990	Tadh_orphan_990
Tadh_orphan_1630	Tadh_orphan_1630
