gene	orthogroup	species
Tadh_TriadT54041	OG_802	Tadh
Tadh_TriadT54536	OG_802	Tadh
Tadh_TriadT54537	OG_802	Tadh
Tadh_wf_g11454.t1	OG_802	Tadh
Tadh_TriadT57535	OG_802	Tadh
Tadh_TriadT57577	OG_802	Tadh
Tadh_wf_g6542.t1	OG_802	Tadh
TrH2_TrispH2_001267-RA	OG_802	TrH2
TrH2_TrispH2_001268-RA	OG_802	TrH2
TrH2_TrispH2_001269-RA	OG_802	TrH2
TrH2_TrispH2_003122-RA	OG_802	TrH2
TrH2_TrispH2_004649-RA	OG_802	TrH2
TrH2_TrispH2_004548-RA	OG_802	TrH2
TrH2_TrispH2_006255-RA	OG_802	TrH2
TrH2_TrispH2_008454-RA	OG_802	TrH2
TrH2_TrispH2_009610-RA	OG_802	TrH2
TrH2_TrispH2_010268-RA	OG_802	TrH2
TrH2_TrispH2_010269-RA	OG_802	TrH2
TrH2_TrispH2_011307-RA	OG_802	TrH2
Hhon_g01522.t1	OG_802	Hhon
Hhon_g01811.t1	OG_802	Hhon
Hhon_g04311.t1	OG_802	Hhon
Hhon_g04778.t1	OG_802	Hhon
Hhon_g05941.t1	OG_802	Hhon
Hhon_g06928.t1	OG_802	Hhon
Hhon_g07835.t1	OG_802	Hhon
Hhon_g08583.t1	OG_802	Hhon
Hhon_g08723.t1	OG_802	Hhon
Hhon_g09815.t1	OG_802	Hhon
Hhon_g10763.t1	OG_802	Hhon
HoiH23_PlH23_007529-RA	OG_802	HoiH23
HoiH23_PlH23_009460-RA	OG_802	HoiH23
HoiH23_PlH23_008421-RA	OG_802	HoiH23
HoiH23_PlH23_006284-RA	OG_802	HoiH23
HoiH23_PlH23_006286-RA	OG_802	HoiH23
HoiH23_PlH23_006289-RA	OG_802	HoiH23
HoiH23_PlH23_008020-RA	OG_802	HoiH23
HoiH23_PlH23_001572-RA	OG_802	HoiH23
HoiH23_PlH23_000584-RA	OG_802	HoiH23
HoiH23_PlH23_000585-RA	OG_802	HoiH23
HoiH23_PlH23_000586-RA	OG_802	HoiH23
HoiH23_PlH23_006606-RA	OG_802	HoiH23
HoiH23_PlH23_006549-RA	OG_802	HoiH23
HoiH23_PlH23_011971-RA	OG_802	HoiH23
Spis_XP_022785659_1	OG_802	Spis
Spis_XP_022789982_1	OG_802	Spis
Spis_XP_022792449_1	OG_802	Spis
Tadh_TriadT62295	OG_804	Tadh
Tadh_TriadT62278	OG_804	Tadh
Tadh_TriadT62300	OG_804	Tadh
TrH2_TrispH2_010028-RA	OG_804	TrH2
TrH2_TrispH2_010435-RA	OG_804	TrH2
Hhon_g11071.t1	OG_804	Hhon
Hhon_g11823.t1	OG_804	Hhon
HoiH23_PlH23_011702-RA	OG_804	HoiH23
HoiH23_PlH23_011242-RA	OG_804	HoiH23
Hvul_g7011_1	OG_808	Hvul
Hvul_g24607_1	OG_823	Hvul
Nvec_NVE4831	OG_833	Nvec
Tadh_TriadT29248	OG_836	Tadh
Hhon_g02095.t1	OG_836	Hhon
Mlei_ML1079.g12.i1	OG_836	Mlei
HoiH23_PlH23_005121-RA	OG_837	HoiH23
Hhon_g06602.t1	OG_849	Hhon
Mmus_ENSMUST00000067496	OG_849	Mmus
Tadh_TriadT61174	OG_850	Tadh
TrH2_TrispH2_008318-RA	OG_850	TrH2
Hhon_g06597.t1	OG_850	Hhon
Hhon_g06598.t1	OG_850	Hhon
HoiH23_PlH23_006462-RA	OG_850	HoiH23
Tadh_TriadT36680	OG_854	Tadh
Tadh_TriadT55803	OG_854	Tadh
TrH2_TrispH2_005355-RA	OG_854	TrH2
TrH2_TrispH2_008631-RA	OG_854	TrH2
TrH2_TrispH2_008632-RA	OG_854	TrH2
Hhon_g00958.t1	OG_854	Hhon
Hhon_g08971.t1	OG_854	Hhon
HoiH23_PlH23_001655-RA	OG_854	HoiH23
HoiH23_PlH23_005822-RA	OG_854	HoiH23
Dmel_FBtr0300033	OG_854	Dmel
Spis_XP_022797363_1	OG_854	Spis
Mlei_ML0305.g7.i1	OG_854	Mlei
Mlei_ML1721.g4.i1	OG_854	Mlei
Mlei_ML1721.g5.i1	OG_854	Mlei
Mlei_ML4029.g3.i1	OG_854	Mlei
TrH2_TrispH2_007617-RA	OG_855	TrH2
Hvul_g2752_1	OG_861	Hvul
Spis_XP_022804268_1	OG_861	Spis
Spis_XP_022805290_1	OG_861	Spis
Spis_XP_022806088_1	OG_861	Spis
Mlei_ML1747.g44.i1	OG_862	Mlei
Tadh_TriadT61378	OG_863	Tadh
Tadh_TriadT61380	OG_863	Tadh
TrH2_TrispH2_006093-RA	OG_863	TrH2
TrH2_TrispH2_006094-RA	OG_863	TrH2
Mmus_ENSMUST00000006629	OG_863	Mmus
Mmus_ENSMUST00000008991	OG_863	Mmus
Nvec_v1g165235	OG_863	Nvec
Hvul_g7393_1	OG_863	Hvul
Hvul_g7395_1	OG_863	Hvul
Mlei_ML1792.g5.i1	OG_863	Mlei
Tadh_TriadT61203	OG_867	Tadh
TrH2_TrispH2_007654-RA	OG_867	TrH2
Hhon_g08007.t1	OG_867	Hhon
HoiH23_PlH23_005435-RA	OG_867	HoiH23
Hvul_g24939_1	OG_867	Hvul
Dmel_FBtr0300342	OG_868	Dmel
Tadh_TriadT51798	OG_870	Tadh
Tadh_TriadT733	OG_870	Tadh
Tadh_TriadT1135	OG_870	Tadh
TrH2_TrispH2_006124-RA	OG_870	TrH2
TrH2_TrispH2_008626-RA	OG_870	TrH2
TrH2_TrispH2_008387-RA	OG_870	TrH2
TrH2_TrispH2_011175-RA	OG_870	TrH2
TrH2_TrispH2_011413-RA	OG_870	TrH2
TrH2_TrispH2_011346-RA	OG_870	TrH2
Hhon_g04760.t1	OG_870	Hhon
Hhon_g04761.t1	OG_870	Hhon
Hhon_g10713.t1	OG_870	Hhon
HoiH23_PlH23_004874-RA	OG_870	HoiH23
HoiH23_PlH23_007530-RA	OG_870	HoiH23
HoiH23_PlH23_007454-RA	OG_870	HoiH23
HoiH23_PlH23_007411-RA	OG_870	HoiH23
HoiH23_PlH23_008893-RA	OG_870	HoiH23
HoiH23_PlH23_008894-RA	OG_870	HoiH23
HoiH23_PlH23_008895-RA	OG_870	HoiH23
HoiH23_PlH23_009099-RA	OG_870	HoiH23
Dmel_FBtr0305559	OG_870	Dmel
Dmel_FBtr0333177	OG_870	Dmel
Dmel_FBtr0330101	OG_870	Dmel
Dmel_FBtr0474154	OG_870	Dmel
Hvul_g1608_1	OG_870	Hvul
Spis_XP_022794446_1	OG_870	Spis
Spis_XP_022800741_1	OG_870	Spis
Spis_XP_022809438_1	OG_870	Spis
Spis_XP_022810539_1	OG_870	Spis
Mlei_ML4098.g4.i1	OG_870	Mlei
HoiH23_PlH23_003633-RA	OG_872	HoiH23
Mlei_ML0200.g20.i1	OG_872	Mlei
TrH2_TrispH2_009242-RA	OG_875	TrH2
Hhon_g02060.t1	OG_875	Hhon
Hhon_g09836.t1	OG_875	Hhon
Hhon_g10208.t1	OG_875	Hhon
Dmel_FBtr0083716	OG_875	Dmel
Tadh_TriadT61253	OG_877	Tadh
Mmus_ENSMUST00000028926	OG_879	Mmus
Tadh_TriadT61422	OG_882	Tadh
TrH2_TrispH2_003515-RA	OG_882	TrH2
HoiH23_PlH23_007689-RA	OG_882	HoiH23
Tadh_TriadT61439	OG_884	Tadh
TrH2_TrispH2_003537-RA	OG_884	TrH2
HoiH23_PlH23_007710-RA	OG_884	HoiH23
Tadh_TriadT61440	OG_886	Tadh
Hhon_g07862.t1	OG_886	Hhon
Hvul_g13929_1	OG_897	Hvul
HoiH23_PlH23_002158-RA	OG_898	HoiH23
Mmus_ENSMUST00000028763	OG_898	Mmus
Dmel_FBtr0087118	OG_898	Dmel
TrH2_TrispH2_002285-RA	OG_902	TrH2
Hhon_g08495.t1	OG_902	Hhon
HoiH23_PlH23_001026-RA	OG_902	HoiH23
Hvul_g11703_1	OG_910	Hvul
Mmus_ENSMUST00000020057	OG_916	Mmus
Mmus_ENSMUST00000003971	OG_916	Mmus
Hvul_g4425_1	OG_921	Hvul
Tadh_TriadT32819	OG_922	Tadh
TrH2_TrispH2_010386-RA	OG_922	TrH2
HoiH23_PlH23_004935-RA	OG_922	HoiH23
Tadh_TriadT25442	OG_923	Tadh
TrH2_TrispH2_001064-RA	OG_923	TrH2
Dmel_FBtr0073678	OG_923	Dmel
Mlei_ML1855.g9.i1	OG_923	Mlei
Mmus_ENSMUST00000021950	OG_926	Mmus
TrH2_TrispH2_005551-RA	OG_935	TrH2
Tadh_TriadT61998	OG_936	Tadh
TrH2_TrispH2_008410-RA	OG_936	TrH2
Mmus_ENSMUST00000001148	OG_936	Mmus
Dmel_FBtr0304984	OG_936	Dmel
Tadh_TriadT56941	OG_948	Tadh
TrH2_TrispH2_004244-RA	OG_948	TrH2
HoiH23_PlH23_007055-RA	OG_948	HoiH23
Mmus_ENSMUST00000115096	OG_948	Mmus
Mmus_ENSMUST00000140012	OG_950	Mmus
Tadh_TriadT60947	OG_956	Tadh
Hhon_g05435.t1	OG_956	Hhon
HoiH23_PlH23_009746-RA	OG_956	HoiH23
Tadh_wf_g7591.t1	OG_962	Tadh
TrH2_TrispH2_010295-RA	OG_962	TrH2
Hhon_g01319.t1	OG_962	Hhon
Mmus_ENSMUST00000204714	OG_962	Mmus
Hvul_g22644_1	OG_962	Hvul
Mmus_ENSMUST00000031304	OG_963	Mmus
Tadh_TriadT4490	OG_965	Tadh
Mlei_ML0030.g25.i1	OG_965	Mlei
Dmel_FBtr0081507	OG_967	Dmel
Mmus_ENSMUST00000018851	OG_969	Mmus
Tadh_TriadT54118	OG_979	Tadh
HoiH23_PlH23_011243-RA	OG_980	HoiH23
Hvul_g9835_1	OG_987	Hvul
Spolac_c50248_g1	OG_987	Spolac
Tadh_TriadT62271	OG_991	Tadh
Tadh_TriadT62389	OG_991	Tadh
Tadh_TriadT62390	OG_991	Tadh
Tadh_TriadT62392	OG_991	Tadh
Tadh_TriadT62420	OG_991	Tadh
TrH2_TrispH2_007470-RA	OG_991	TrH2
TrH2_TrispH2_010661-RA	OG_991	TrH2
TrH2_TrispH2_010664-RA	OG_991	TrH2
Hhon_g00285.t1	OG_991	Hhon
Hhon_g03882.t1	OG_991	Hhon
Hhon_g03883.t1	OG_991	Hhon
Hhon_g04218.t1	OG_991	Hhon
HoiH23_PlH23_003993-RA	OG_991	HoiH23
HoiH23_PlH23_009999-RA	OG_991	HoiH23
HoiH23_PlH23_010000-RA	OG_991	HoiH23
HoiH23_PlH23_010807-RA	OG_991	HoiH23
HoiH23_PlH23_010808-RA	OG_991	HoiH23
Spis_XP_022808445_1	OG_993	Spis
Spolac_c102166_g1	OG_998	Spolac
TrH2_TrispH2_006821-RA	OG_1001	TrH2
HoiH23_PlH23_008118-RA	OG_1001	HoiH23
HoiH23_PlH23_004106-RA	OG_1001	HoiH23
HoiH23_PlH23_004030-RA	OG_1001	HoiH23
Hvul_g30023_1	OG_1001	Hvul
Spis_XP_022807962_1	OG_1001	Spis
Tadh_TriadT64351	OG_1002	Tadh
TrH2_TrispH2_003583-RA	OG_1002	TrH2
Tadh_TriadT62362	OG_1007	Tadh
TrH2_TrispH2_010185-RA	OG_1007	TrH2
Hhon_g05119.t1	OG_1007	Hhon
Hhon_g10683.t1	OG_1007	Hhon
Nvec_v1g142051	OG_1007	Nvec
Tadh_TriadT18894	OG_1008	Tadh
Mmus_ENSMUST00000049146	OG_1017	Mmus
Tadh_wf_g964.t1	OG_1018	Tadh
TrH2_TrispH2_000991-RA	OG_1018	TrH2
Hhon_g08398.t1	OG_1018	Hhon
HoiH23_PlH23_010018-RA	OG_1018	HoiH23
Mmus_ENSMUST00000155358	OG_1018	Mmus
Dmel_FBtr0089184	OG_1018	Dmel
Dmel_FBtr0330608	OG_1018	Dmel
Hvul_g21902_1	OG_1018	Hvul
Hvul_g29202_1	OG_1018	Hvul
Hvul_g33765_1	OG_1018	Hvul
Spis_XP_022805476_1	OG_1018	Spis
Tadh_TriadT31933	OG_1022	Tadh
TrH2_TrispH2_010570-RA	OG_1022	TrH2
Hhon_g01153.t1	OG_1022	Hhon
HoiH23_PlH23_010957-RA	OG_1022	HoiH23
Mmus_ENSMUST00000056484	OG_1022	Mmus
Mmus_ENSMUST00000024099	OG_1022	Mmus
Mmus_ENSMUST00000151528	OG_1022	Mmus
Dmel_FBtr0082780	OG_1022	Dmel
Dmel_FBtr0079344	OG_1022	Dmel
Dmel_FBtr0301072	OG_1022	Dmel
Dmel_FBtr0301680	OG_1022	Dmel
Hvul_g9973_1	OG_1023	Hvul
Mmus_ENSMUST00000168989	OG_1025	Mmus
Nvec_v1g239479	OG_1025	Nvec
Dmel_FBtr0329887	OG_1031	Dmel
Mlei_ML0888.g3.i1	OG_1034	Mlei
Mmus_ENSMUST00000107843	OG_1037	Mmus
Dmel_FBtr0301693	OG_1044	Dmel
Mlei_ML0388.g26.i1	OG_1045	Mlei
Tadh_TriadT24368	OG_1046	Tadh
TrH2_TrispH2_004722-RA	OG_1046	TrH2
Hhon_g09060.t1	OG_1046	Hhon
HoiH23_PlH23_007595-RA	OG_1046	HoiH23
HoiH23_PlH23_007069-RA	OG_1050	HoiH23
Mlei_ML0857.g16.i1	OG_1051	Mlei
Mmus_ENSMUST00000032946	OG_1052	Mmus
Mmus_ENSMUST00000035155	OG_1052	Mmus
Spis_XP_022784955_1	OG_1054	Spis
Mmus_ENSMUST00000091374	OG_1057	Mmus
Mmus_ENSMUST00000129492	OG_1057	Mmus
Hvul_g6530_1	OG_1057	Hvul
Tadh_hyp_clust10113.t1	OG_1066	Tadh
TrH2_TrispH2_006102-RA	OG_1066	TrH2
Mmus_ENSMUST00000183034	OG_1066	Mmus
Mmus_ENSMUST00000215295	OG_1066	Mmus
Nvec_v1g189121	OG_1066	Nvec
Mmus_ENSMUST00000054436	OG_1079	Mmus
Tadh_hyp_clust4169.t1	OG_1092	Tadh
TrH2_TrispH2_003218-RA	OG_1092	TrH2
TrH2_TrispH2_011839-RA	OG_1092	TrH2
Hhon_g10822.t1	OG_1092	Hhon
HoiH23_PlH23_004108-RA	OG_1092	HoiH23
HoiH23_PlH23_004156-RA	OG_1092	HoiH23
Dmel_FBtr0304726	OG_1092	Dmel
Dmel_FBtr0344662	OG_1092	Dmel
Dmel_FBtr0089786	OG_1092	Dmel
Hvul_g3221_1	OG_1092	Hvul
Spis_XP_022783173_1	OG_1092	Spis
Spis_XP_022805597_1	OG_1092	Spis
Mlei_ML0164.g5.i1	OG_1092	Mlei
Mlei_ML0640.g4.i1	OG_1092	Mlei
Hvul_g15906_1	OG_1097	Hvul
Dmel_FBtr0300475	OG_1106	Dmel
Mmus_ENSMUST00000029374	OG_1111	Mmus
Dmel_FBtr0072709	OG_1114	Dmel
Tadh_TriadT56940	OG_1117	Tadh
Mmus_ENSMUST00000179990	OG_1118	Mmus
Mmus_ENSMUST00000027877	OG_1130	Mmus
Mmus_ENSMUST00000082365	OG_1133	Mmus
Mmus_ENSMUST00000238416	OG_1142	Mmus
Mmus_ENSMUST00000053681	OG_1152	Mmus
Hhon_g05243.t1	OG_1163	Hhon
Hvul_g20845_1	OG_1164	Hvul
Hvul_g19454_1	OG_1165	Hvul
Mlei_ML2732.g10.i1	OG_1165	Mlei
Nvec_v1g113876	OG_1168	Nvec
Nvec_v1g114661	OG_1169	Nvec
Hvul_g26427_1	OG_1169	Hvul
Mlei_ML0323.g17.i1	OG_1169	Mlei
TrH2_TrispH2_001746-RA	OG_1174	TrH2
HoiH23_PlH23_009535-RA	OG_1174	HoiH23
Mmus_ENSMUST00000160307	OG_1176	Mmus
Mmus_ENSMUST00000150603	OG_1177	Mmus
Mmus_ENSMUST00000069041	OG_1177	Mmus
Mmus_ENSMUST00000021595	OG_1180	Mmus
Mmus_ENSMUST00000060818	OG_1182	Mmus
Mmus_ENSMUST00000050850	OG_1182	Mmus
Dmel_FBtr0336627	OG_1182	Dmel
Spis_XP_022801955_1	OG_1182	Spis
Mlei_ML0427.g13.i1	OG_1182	Mlei
Tadh_TriadT64311	OG_1189	Tadh
Hhon_g11103.t1	OG_1189	Hhon
Mlei_ML0452.g42.i1	OG_1189	Mlei
Tadh_wf_g7388.t1	OG_1192	Tadh
TrH2_TrispH2_008028-RA	OG_1192	TrH2
TrH2_TrispH2_005945-RA	OG_1193	TrH2
Hhon_g02664.t1	OG_1193	Hhon
Nvec_v1g244281	OG_1193	Nvec
Hvul_g25176_1	OG_1193	Hvul
Spis_XP_022797141_1	OG_1193	Spis
Spolac_c102000_g1	OG_1193	Spolac
HoiH23_PlH23_002627-RA	OG_1208	HoiH23
Mmus_ENSMUST00000162372	OG_1209	Mmus
Hvul_g5530_1	OG_1210	Hvul
Mlei_ML1747.g3.i1	OG_1218	Mlei
Tadh_TriadT23872	OG_1247	Tadh
Mmus_ENSMUST00000022819	OG_1247	Mmus
Mmus_ENSMUST00000026357	OG_1247	Mmus
Dmel_FBtr0079860	OG_1247	Dmel
Mlei_ML0300.g6.i1	OG_1247	Mlei
Mmus_ENSMUST00000108210	OG_1254	Mmus
Mlei_ML1820.g2.i1	OG_1259	Mlei
Mmus_ENSMUST00000086074	OG_1263	Mmus
Mmus_ENSMUST00000139624	OG_1263	Mmus
Dmel_FBtr0333717	OG_1263	Dmel
Hvul_g25647_1	OG_1266	Hvul
Spolac_c95622_g1	OG_1269	Spolac
Mmus_ENSMUST00000210166	OG_1272	Mmus
Hvul_g13730_1	OG_1275	Hvul
Hvul_g27295_1	OG_1275	Hvul
Hhon_g01252.t1	OG_1276	Hhon
Mmus_ENSMUST00000159855	OG_1277	Mmus
Dmel_FBtr0073970	OG_1277	Dmel
Mmus_ENSMUST00000204947	OG_1285	Mmus
Tadh_TriadT63884	OG_1309	Tadh
TrH2_TrispH2_005354-RA	OG_1309	TrH2
Hhon_g00959.t1	OG_1309	Hhon
HoiH23_PlH23_001654-RA	OG_1309	HoiH23
Mmus_ENSMUST00000082430	OG_1309	Mmus
Hvul_g26767_1	OG_1309	Hvul
Spis_XP_022785645_1	OG_1309	Spis
Hvul_g7626_1	OG_1314	Hvul
Hhon_g08440.t1	OG_1315	Hhon
HoiH23_PlH23_010441-RA	OG_1315	HoiH23
Dmel_FBtr0084027	OG_1323	Dmel
Hvul_g2923_1	OG_1327	Hvul
Hhon_g05392.t1	OG_1329	Hhon
Tadh_TriadT55959	OG_1335	Tadh
TrH2_TrispH2_004326-RA	OG_1335	TrH2
Hhon_g06261.t1	OG_1335	Hhon
HoiH23_PlH23_008792-RA	OG_1335	HoiH23
Mmus_ENSMUST00000227723	OG_1335	Mmus
Mmus_ENSMUST00000006828	OG_1335	Mmus
Mmus_ENSMUST00000072634	OG_1335	Mmus
Dmel_FBtr0307291	OG_1335	Dmel
Nvec_v1g181774	OG_1335	Nvec
Hvul_g25762_1	OG_1335	Hvul
Spis_XP_022797547_1	OG_1335	Spis
Mmus_ENSMUST00000032192	OG_1339	Mmus
Tadh_TriadT56242	OG_1343	Tadh
Dmel_FBtr0340651	OG_1343	Dmel
Hvul_g30240_1	OG_1343	Hvul
Mmus_ENSMUST00000114750	OG_1345	Mmus
Dmel_FBtr0331752	OG_1345	Dmel
Tadh_wf_g7623.t1	OG_1350	Tadh
Tadh_TriadT30079	OG_1351	Tadh
Hhon_g10981.t1	OG_1351	Hhon
HoiH23_PlH23_005509-RA	OG_1351	HoiH23
Nvec_v1g189983	OG_1351	Nvec
TrH2_TrispH2_001070-RA	OG_1354	TrH2
Tadh_TriadT50756	OG_1361	Tadh
TrH2_TrispH2_000247-RA	OG_1361	TrH2
Mmus_ENSMUST00000019133	OG_1361	Mmus
Mmus_ENSMUST00000226630	OG_1361	Mmus
Mmus_ENSMUST00000025519	OG_1361	Mmus
Mmus_ENSMUST00000171289	OG_1361	Mmus
Dmel_FBtr0300379	OG_1361	Dmel
Dmel_FBtr0330204	OG_1364	Dmel
Mmus_ENSMUST00000106933	OG_1373	Mmus
Mmus_ENSMUST00000031423	OG_1375	Mmus
Mlei_ML2091.g14.i1	OG_1375	Mlei
Mmus_ENSMUST00000034049	OG_1380	Mmus
Mmus_ENSMUST00000211649	OG_1383	Mmus
Dmel_FBtr0309205	OG_1383	Dmel
Nvec_v1g239709	OG_1383	Nvec
Hvul_g11236_1	OG_1383	Hvul
Spis_XP_022792788_1	OG_1383	Spis
Mmus_ENSMUST00000021536	OG_1388	Mmus
Hhon_g07323.t1	OG_1395	Hhon
Nvec_v1g236657	OG_1398	Nvec
Hvul_g15946_1	OG_1398	Hvul
Mlei_ML0346.g57.i1	OG_1398	Mlei
Mlei_ML2769.g7.i1	OG_1398	Mlei
Mlei_ML2820.g3.i1	OG_1398	Mlei
Dmel_FBtr0088202	OG_1404	Dmel
Mmus_ENSMUST00000104955	OG_1407	Mmus
TrH2_TrispH2_003072-RA	OG_1427	TrH2
Hhon_g01260.t1	OG_1427	Hhon
HoiH23_PlH23_011120-RA	OG_1427	HoiH23
Nvec_v1g230938	OG_1427	Nvec
Mmus_ENSMUST00000045887	OG_1434	Mmus
Hvul_g10509_1	OG_1434	Hvul
Mmus_ENSMUST00000043951	OG_1443	Mmus
Tadh_TriadT57434	OG_1444	Tadh
Hhon_g01937.t1	OG_1444	Hhon
HoiH23_PlH23_011659-RA	OG_1444	HoiH23
Mmus_ENSMUST00000193117	OG_1447	Mmus
Dmel_FBtr0300248	OG_1447	Dmel
Hhon_g00230.t1	OG_1448	Hhon
Tadh_TriadT8076	OG_1449	Tadh
TrH2_TrispH2_001049-RA	OG_1449	TrH2
Hhon_g02873.t1	OG_1449	Hhon
HoiH23_PlH23_009657-RA	OG_1449	HoiH23
Mmus_ENSMUST00000066717	OG_1449	Mmus
Hvul_g2666_1	OG_1449	Hvul
Spis_XP_022797670_1	OG_1449	Spis
Tadh_TriadT53982	OG_1450	Tadh
Mmus_ENSMUST00000110865	OG_1450	Mmus
Mmus_ENSMUST00000017576	OG_1451	Mmus
Mmus_ENSMUST00000171751	OG_1451	Mmus
Mmus_ENSMUST00000229741	OG_1451	Mmus
Dmel_FBtr0305093	OG_1451	Dmel
Mmus_ENSMUST00000001226	OG_1452	Mmus
Mmus_ENSMUST00000023008	OG_1456	Mmus
Dmel_FBtr0302714	OG_1457	Dmel
Mmus_ENSMUST00000224468	OG_1459	Mmus
Mlei_ML1282.g29.i1	OG_1459	Mlei
Mmus_ENSMUST00000098574	OG_1478	Mmus
Mmus_ENSMUST00000042824	OG_1481	Mmus
Tadh_TriadT57654	OG_1488	Tadh
TrH2_TrispH2_004638-RA	OG_1488	TrH2
HoiH23_PlH23_009261-RA	OG_1488	HoiH23
Hvul_g33668_1	OG_1488	Hvul
Mmus_ENSMUST00000107188	OG_1497	Mmus
Dmel_FBtr0083698	OG_1497	Dmel
Mmus_ENSMUST00000023085	OG_1498	Mmus
Hvul_g19249_1	OG_1499	Hvul
Hvul_g20647_1	OG_1500	Hvul
Spis_XP_022809351_1	OG_1500	Spis
Tadh_TriadT22911	OG_1501	Tadh
Hhon_g05732.t1	OG_1510	Hhon
Mmus_ENSMUST00000215784	OG_1511	Mmus
Tadh_TriadT55048	OG_1525	Tadh
TrH2_TrispH2_005739-RA	OG_1525	TrH2
Hhon_g09428.t1	OG_1525	Hhon
HoiH23_PlH23_002447-RA	OG_1525	HoiH23
Mmus_ENSMUST00000027404	OG_1525	Mmus
Dmel_FBtr0301416	OG_1525	Dmel
Nvec_v1g82385	OG_1525	Nvec
Hvul_g4003_1	OG_1525	Hvul
Spis_XP_022788696_1	OG_1525	Spis
Hhon_g01660.t1	OG_1530	Hhon
Mmus_ENSMUST00000162606	OG_1536	Mmus
Mmus_ENSMUST00000026572	OG_1549	Mmus
Hvul_g20391_1	OG_1550	Hvul
Mlei_ML0150.g6.i1	OG_1550	Mlei
Spolac_c98716_g1	OG_1556	Spolac
Mlei_ML0323.g4.i1	OG_1559	Mlei
Mlei_ML0742.g56.i1	OG_1559	Mlei
Mlei_ML2705.g25.i1	OG_1559	Mlei
Tadh_TriadT38221	OG_1564	Tadh
TrH2_TrispH2_000735-RA	OG_1564	TrH2
TrH2_TrispH2_000736-RA	OG_1564	TrH2
TrH2_TrispH2_001683-RA	OG_1564	TrH2
Hhon_g04995.t1	OG_1564	Hhon
HoiH23_PlH23_004542-RA	OG_1564	HoiH23
HoiH23_PlH23_011767-RA	OG_1564	HoiH23
HoiH23_PlH23_008353-RA	OG_1564	HoiH23
HoiH23_PlH23_010292-RA	OG_1564	HoiH23
Dmel_FBtr0114565	OG_1564	Dmel
Mlei_ML0026.g37.i1	OG_1564	Mlei
Mlei_ML0192.g11.i1	OG_1564	Mlei
HoiH23_PlH23_002906-RA	OG_1565	HoiH23
TrH2_TrispH2_001311-RA	OG_1567	TrH2
TrH2_TrispH2_001388-RA	OG_1567	TrH2
Nvec_NVE9704	OG_1567	Nvec
Hvul_g24657_1	OG_1567	Hvul
Hvul_g27981_1	OG_1567	Hvul
Hvul_g30239_1	OG_1567	Hvul
Hvul_g31877_1	OG_1567	Hvul
Mlei_ML0321.g10.i1	OG_1567	Mlei
Mlei_ML0649.g57.i1	OG_1567	Mlei
Mlei_ML4182.g10.i1	OG_1567	Mlei
Mmus_ENSMUST00000032963	OG_1580	Mmus
Mmus_ENSMUST00000030637	OG_1582	Mmus
Hhon_g11560.t1	OG_1590	Hhon
Tadh_TriadT64084	OG_1591	Tadh
TrH2_TrispH2_000596-RA	OG_1591	TrH2
Hhon_g00092.t1	OG_1591	Hhon
HoiH23_PlH23_002814-RA	OG_1591	HoiH23
Dmel_FBtr0445730	OG_1592	Dmel
Dmel_FBtr0077204	OG_1597	Dmel
Spis_XP_022806543_1	OG_1599	Spis
Dmel_FBtr0321306	OG_1600	Dmel
Hvul_g32536_1	OG_1603	Hvul
Tadh_TriadT52497	OG_1620	Tadh
Tadh_TriadT58375	OG_1620	Tadh
TrH2_TrispH2_000152-RA	OG_1620	TrH2
TrH2_TrispH2_002900-RA	OG_1620	TrH2
Hhon_g04445.t1	OG_1620	Hhon
Hhon_g06668.t1	OG_1620	Hhon
Dmel_FBtr0085897	OG_1620	Dmel
Dmel_FBtr0304746	OG_1620	Dmel
Nvec_v1g241960	OG_1620	Nvec
Hvul_g24515_1	OG_1620	Hvul
Spis_XP_022806331_1	OG_1620	Spis
Hhon_g07576.t1	OG_1632	Hhon
Tadh_TriadT29444	OG_1638	Tadh
TrH2_TrispH2_006783-RA	OG_1638	TrH2
Hhon_g07523.t1	OG_1638	Hhon
HoiH23_PlH23_005274-RA	OG_1638	HoiH23
Tadh_TriadT60020	OG_1641	Tadh
TrH2_TrispH2_011438-RA	OG_1641	TrH2
Hhon_g10512.t1	OG_1641	Hhon
Dmel_FBtr0302710	OG_1643	Dmel
Mmus_ENSMUST00000115555	OG_1650	Mmus
Mmus_ENSMUST00000052374	OG_1651	Mmus
Tadh_TriadT36024	OG_1653	Tadh
Dmel_FBtr0301054	OG_1656	Dmel
Hvul_g11669_1	OG_1664	Hvul
Dmel_FBtr0331339	OG_1667	Dmel
Tadh_TriadT23991	OG_1670	Tadh
TrH2_TrispH2_003825-RA	OG_1670	TrH2
Hhon_g02482.t1	OG_1670	Hhon
HoiH23_PlH23_001684-RA	OG_1670	HoiH23
Dmel_FBtr0334549	OG_1670	Dmel
Dmel_FBtr0073944	OG_1670	Dmel
Hhon_g06135.t1	OG_1676	Hhon
Mmus_ENSMUST00000217484	OG_1689	Mmus
Mmus_ENSMUST00000122941	OG_1690	Mmus
Mmus_ENSMUST00000028279	OG_1690	Mmus
Hvul_g6300_1	OG_1692	Hvul
Hvul_g23194_1	OG_1693	Hvul
Tadh_TriadT56394	OG_1695	Tadh
TrH2_TrispH2_001171-RA	OG_1695	TrH2
