TrH2_hyp_clust10124.t1	DDE_Tnp_4
TrH2_TrispH2_000498-RA	Peptidase_M1_N Peptidase_M1 Leuk-A4-hydro_C
TrH2_TrispH2_000499-RA	URO-D
TrH2_TrispH2_000500-RA	
TrH2_TrispH2_000501-RA	ATP-synt_DE_N
TrH2_TrispH2_000502-RA	CENP-C_C
TrH2_TrispH2_000503-RA	URO-D
TrH2_TrispH2_000504-RA	Histone
TrH2_TrispH2_000505-RA	
TrH2_TrispH2_000506-RA	Pkinase
TrH2_TrispH2_000507-RA	RNA_pol_Rpb1_1 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_4 RNA_pol_Rpb1_5
TrH2_TrispH2_000508-RA	Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_000509-RA	Tctex-1
TrH2_TrispH2_000510-RA	Tctex-1
TrH2_TrispH2_000511-RA	
TrH2_TrispH2_000512-RA	PHD SAM_1
TrH2_TrispH2_000513-RA	GST_N GST_C
TrH2_TrispH2_000514-RA	MMR_HSR1
TrH2_TrispH2_000515-RA	Kinesin
TrH2_TrispH2_000516-RA	FGE-sulfatase Methyltransf_23
TrH2_TrispH2_000517-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_000518-RA	FGE-sulfatase
TrH2_TrispH2_000519-RA	ubiquitin UBA XPC-binding UBA
TrH2_TrispH2_000520-RA	RIC1
TrH2_TrispH2_000521-RA	DOT1
TrH2_TrispH2_000522-RA	
TrH2_TrispH2_000523-RA	CH CH
TrH2_TrispH2_000524-RA	DHHC
TrH2_TrispH2_000525-RA	Forkhead
TrH2_TrispH2_000526-RA	Fe-S_biosyn
TrH2_TrispH2_000527-RA	PAP2
TrH2_TrispH2_000528-RA	Pet100
TrH2_TrispH2_000529-RA	CARD Death
TrH2_TrispH2_000530-RA	Syntaxin_2 SNARE
TrH2_TrispH2_000531-RA	ATP-synt_C ATP-synt_C
TrH2_TrispH2_000532-RA	Aa_trans
TrH2_TrispH2_000533-RA	
TrH2_TrispH2_000534-RA	PrmA
TrH2_TrispH2_000535-RA	NKAP
TrH2_TrispH2_000536-RA	Glutaredoxin DEP DUF547
TrH2_TrispH2_000537-RA	
TrH2_TrispH2_000538-RA	ArfGap
TrH2_TrispH2_000539-RA	LTV LTV
TrH2_TrispH2_000540-RA	Sugar_tr
TrH2_TrispH2_000541-RA	FYVE_2 C2 C2
TrH2_TrispH2_000542-RA	
TrH2_TrispH2_000543-RA	XK-related
TrH2_TrispH2_000544-RA	Pkinase
TrH2_TrispH2_000545-RA	RhoGEF PH DEP DEP
TrH2_TrispH2_000546-RA	C2 C2 FerI C2 C2 C2 C2 Ferlin_C
TrH2_TrispH2_000547-RA	MORN MORN MORN MORN MORN MORN MORN MORN MORN MORN
TrH2_TrispH2_000548-RA	I-set An_peroxidase
TrH2_TrispH2_000549-RA	
TrH2_TrispH2_000550-RA	Ndufs5
TrH2_TrispH2_000551-RA	ECH_1 3HCDH_N 3HCDH
TrH2_TrispH2_000552-RA	Ank_4 Ank_2 Ank_4 Ank_2
TrH2_TrispH2_000553-RA	TMEM65
TrH2_TrispH2_000554-RA	
TrH2_TrispH2_000555-RA	DcpS_C
TrH2_TrispH2_000556-RA	WD40 WD40
TrH2_TrispH2_000557-RA	SAM_2 TIR_2
TrH2_TrispH2_000558-RA	Rtf2
TrH2_TrispH2_000559-RA	NDK
TrH2_TrispH2_000560-RA	Ribonuc_L-PSP
TrH2_TrispH2_000561-RA	ACAS_N AMP-binding AMP-binding_C
TrH2_TrispH2_000562-RA	AAA AAA_lid_3 Bromodomain
TrH2_TrispH2_000563-RA	GAF PDEase_I
TrH2_TrispH2_000564-RA	
TrH2_TrispH2_000565-RA	Ras
TrH2_TrispH2_000566-RA	Pkinase
TrH2_TrispH2_000567-RA	MBT MBT MBT SAM_1
TrH2_TrispH2_000568-RA	Pkinase
TrH2_TrispH2_000569-RA	
TrH2_TrispH2_000570-RA	Ribosomal_S7e
TrH2_TrispH2_000571-RA	GPS 7tm_2
TrH2_TrispH2_000572-RA	Lectin_C GPS 7tm_2
TrH2_TrispH2_000573-RA	Peptidase_A22B
TrH2_TrispH2_000574-RA	Arf
TrH2_TrispH2_000575-RA	RGS RGS
TrH2_TrispH2_000576-RA	Methyltransf_15
TrH2_TrispH2_000577-RA	Tmemb_14
TrH2_TrispH2_000578-RA	FHA
TrH2_TrispH2_000579-RA	DEAD Helicase_C
TrH2_TrispH2_000580-RA	WD40 WD40
TrH2_TrispH2_000581-RA	DEAD_2 Helicase_C_2
TrH2_TrispH2_000582-RA	DUF3657 DUF676
TrH2_TrispH2_000583-RA	WD40 SH3_1
TrH2_TrispH2_000584-RA	Cadherin Cadherin Cadherin Cadherin
TrH2_TrispH2_000585-RA	
TrH2_TrispH2_000586-RA	RCC1 RCC1 RCC1 RCC1 RCC1 RCC1
TrH2_TrispH2_000587-RA	DCB Sec7_N Sec7 DUF1981
TrH2_TrispH2_000588-RA	
TrH2_TrispH2_000589-RA	
TrH2_TrispH2_000590-RA	Ribosomal_L7Ae
TrH2_TrispH2_000591-RA	Dna2 AAA_11 AAA_12
TrH2_TrispH2_000592-RA	
TrH2_TrispH2_000593-RA	Thioredoxin
TrH2_TrispH2_000594-RA	zf-C2HC5 ASCH
TrH2_TrispH2_000595-RA	
TrH2_TrispH2_000596-RA	Jun bZIP_1
TrH2_TrispH2_000597-RA	F5_F8_type_C
TrH2_TrispH2_000598-RA	UCH DUF3517
TrH2_TrispH2_000599-RA	CH_2 ADK
TrH2_TrispH2_000600-RA	IF-2B
TrH2_TrispH2_000601-RA	tRNA-synt_2b HGTP_anticodon
TrH2_TrispH2_000602-RA	DCAF15_WD40
TrH2_TrispH2_000603-RA	Aminotran_5
TrH2_TrispH2_000604-RA	Aminotran_5
TrH2_TrispH2_000605-RA	ASC
TrH2_TrispH2_000606-RA	ASC
TrH2_TrispH2_000607-RA	Elf1
TrH2_TrispH2_000608-RA	WD40 WD40
TrH2_TrispH2_000609-RA	ASC
TrH2_TrispH2_000610-RA	ASC
TrH2_TrispH2_000611-RA	ASC
TrH2_TrispH2_000612-RA	TPR_12
TrH2_TrispH2_000613-RA	ASC
TrH2_TrispH2_000614-RA	TPR_12 TPR_12
TrH2_TrispH2_000615-RA	TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_12 TPR_10 TPR_12 TPR_7 TPR_12 TPR_12 TPR_10 TPR_12 TPR_12
TrH2_TrispH2_000616-RA	ERCC4
TrH2_TrispH2_000617-RA	Peptidase_S10
TrH2_TrispH2_000618-RA	Peptidase_S10
TrH2_TrispH2_000619-RA	ADIP
TrH2_TrispH2_000620-RA	Peptidase_S10
TrH2_TrispH2_000621-RA	Biotin_lipoyl E3_binding 2-oxoacid_dh
TrH2_TrispH2_000622-RA	Pro_isomerase
TrH2_TrispH2_000623-RA	Tim17
TrH2_TrispH2_000624-RA	
TrH2_TrispH2_000625-RA	Peptidase_S9
TrH2_TrispH2_000626-RA	AAA AAA_lid_10 Cdc6_C
TrH2_TrispH2_000627-RA	SAS-6_N
TrH2_TrispH2_000628-RA	TGF_beta
TrH2_TrispH2_000629-RA	Ank_2 Ank_2
TrH2_TrispH2_000630-RA	cobW CobW_C
TrH2_TrispH2_000631-RA	Forkhead
TrH2_TrispH2_000632-RA	GDC-P GDC-P
TrH2_TrispH2_000633-RA	Ank_2
TrH2_TrispH2_000634-RA	Forkhead
TrH2_TrispH2_000635-RA	TPT
TrH2_TrispH2_000636-RA	LicD
TrH2_TrispH2_000637-RA	
TrH2_TrispH2_000638-RA	RRM_1 RRM_1 RRM_1 RRM_1 PABP
TrH2_TrispH2_000639-RA	Mito_carr Mito_carr Mito_carr
TrH2_TrispH2_000640-RA	MORN MORN MORN MORN MORN
TrH2_TrispH2_000641-RA	Methyltransf_16
TrH2_TrispH2_000642-RA	CAP_C
TrH2_TrispH2_000643-RA	RRM_1
TrH2_TrispH2_000644-RA	UPF0061
TrH2_TrispH2_000645-RA	
TrH2_TrispH2_000646-RA	
TrH2_TrispH2_000647-RA	Ras DnaJ
TrH2_TrispH2_000648-RA	Mito_carr Mito_carr Mito_carr
TrH2_TrispH2_000649-RA	DUF4590 LRR_6 LRR_6 LRR_6 LRR_6 LRR_6
TrH2_TrispH2_000650-RA	STT3
TrH2_TrispH2_000651-RA	AA_permease
TrH2_TrispH2_000652-RA	
TrH2_TrispH2_000653-RA	PH IRS
TrH2_TrispH2_000654-RA	MFS_1
TrH2_TrispH2_000655-RA	ApoO
TrH2_TrispH2_000656-RA	RRM_1
TrH2_TrispH2_000657-RA	EMP70
TrH2_TrispH2_000658-RA	T4_deiodinase
TrH2_TrispH2_000659-RA	HTH_32
TrH2_TrispH2_000660-RA	T4_deiodinase
TrH2_TrispH2_000661-RA	PTPLA
TrH2_TrispH2_000662-RA	T4_deiodinase
TrH2_TrispH2_000663-RA	MFS_1
TrH2_TrispH2_000664-RA	LKAAEAR
TrH2_TrispH2_000665-RA	V-ATPase_H_N V-ATPase_H_C
TrH2_TrispH2_000666-RA	FYVE_2 C2 C2
TrH2_TrispH2_000667-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_000668-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_000669-RA	WD40 WD40 WD40 WD40 Sof1
TrH2_TrispH2_000670-RA	
TrH2_TrispH2_000671-RA	MTS
TrH2_TrispH2_000672-RA	IRS
TrH2_TrispH2_000673-RA	
TrH2_TrispH2_000674-RA	
TrH2_TrispH2_000675-RA	
TrH2_TrispH2_000676-RA	
TrH2_TrispH2_000677-RA	
TrH2_TrispH2_000678-RA	
TrH2_TrispH2_000679-RA	
TrH2_TrispH2_000680-RA	
TrH2_TrispH2_000681-RA	
TrH2_TrispH2_000682-RA	
TrH2_TrispH2_000683-RA	Lectin_C GPS 7tm_2
TrH2_TrispH2_000684-RA	7tm_2
TrH2_TrispH2_000685-RA	Lectin_C GPS 7tm_2 Lectin_C
TrH2_TrispH2_000686-RA	CRAL_TRIO
TrH2_TrispH2_000687-RA	Kinesin
TrH2_TrispH2_000688-RA	DUF4604
TrH2_TrispH2_000689-RA	IBN_N
TrH2_TrispH2_000690-RA	SAM_2 SAM_1
TrH2_TrispH2_000691-RA	GDP_Man_Dehyd
TrH2_TrispH2_000692-RA	Chromo Chromo SNF2_N Helicase_C
TrH2_TrispH2_000693-RA	Forkhead
TrH2_TrispH2_000694-RA	Forkhead
TrH2_TrispH2_000695-RA	
TrH2_TrispH2_000696-RA	Forkhead
TrH2_TrispH2_000697-RA	Vps35
TrH2_TrispH2_000698-RA	Pkinase
TrH2_TrispH2_000699-RA	BTB BACK
TrH2_TrispH2_000700-RA	AAA AAA_assoc_2 MgsA_C
TrH2_TrispH2_000701-RA	7tm_1
TrH2_TrispH2_000702-RA	SYS1
TrH2_TrispH2_000703-RA	ORC6
TrH2_TrispH2_000704-RA	adh_short_C2
TrH2_TrispH2_000705-RA	COX4
TrH2_TrispH2_000706-RA	DUF4618
TrH2_TrispH2_000707-RA	FAM192A_Fyv6_N
TrH2_TrispH2_000708-RA	ECH_2
TrH2_TrispH2_000709-RA	AA_permease AA_permease SLC12 SLC12
TrH2_TrispH2_000710-RA	WD40 WD40 RabGAP-TBC
TrH2_TrispH2_000711-RA	DSPc
TrH2_TrispH2_000712-RA	DSPc
TrH2_TrispH2_000713-RA	Complex1_LYR
TrH2_TrispH2_000714-RA	PDCD9
TrH2_TrispH2_000715-RA	Sedlin_N
TrH2_TrispH2_000716-RA	RRM_1
TrH2_TrispH2_000717-RA	DUF1279
TrH2_TrispH2_000718-RA	Pkinase
TrH2_TrispH2_000719-RA	DUF3128
TrH2_TrispH2_000720-RA	Pox_MCEL Pox_MCEL
TrH2_TrispH2_000721-RA	TMEM208_SND2
TrH2_TrispH2_000722-RA	ubiquitin Ribosomal_S30
TrH2_TrispH2_000723-RA	BolA
TrH2_TrispH2_000724-RA	E2F_TDP E2F_CC-MB
TrH2_TrispH2_000725-RA	Kinesin KIF1B
TrH2_TrispH2_000726-RA	
TrH2_TrispH2_000727-RA	
TrH2_TrispH2_000728-RA	
TrH2_TrispH2_000729-RA	
TrH2_TrispH2_000730-RA	Adaptin_N Alpha_adaptinC2
TrH2_TrispH2_000731-RA	DUF1640
TrH2_TrispH2_000732-RA	Ank_2
TrH2_TrispH2_000733-RA	Dpy-30
TrH2_TrispH2_000734-RA	GST_N GST_C_3
TrH2_TrispH2_000735-RA	GST_N GST_C_3
TrH2_TrispH2_000736-RA	GST_N GST_C_3
TrH2_TrispH2_000737-RA	GST_N GST_C_3
TrH2_TrispH2_000739-RA	DEAD Helicase_C
TrH2_TrispH2_000740-RA	zf-Nse
TrH2_TrispH2_000741-RA	Mito_carr Mito_carr Mito_carr
TrH2_TrispH2_000742-RA	Gar1
TrH2_TrispH2_000743-RA	Tim17
TrH2_TrispH2_000744-RA	HMG_box
TrH2_TrispH2_000745-RA	V-SNARE V-SNARE_C
TrH2_TrispH2_000746-RA	Brix
TrH2_TrispH2_000747-RA	AMP-binding AMP-binding_C
TrH2_TrispH2_000748-RA	PALP CBS
TrH2_TrispH2_000749-RA	DEAD Helicase_C HA2 OB_NTP_bind
TrH2_TrispH2_000750-RA	
TrH2_TrispH2_000751-RA	
TrH2_TrispH2_000752-RA	Selenoprotein_S
TrH2_TrispH2_000753-RA	Ank_2
TrH2_TrispH2_000754-RA	Pur_DNA_glyco
TrH2_TrispH2_000755-RA	OAF
TrH2_TrispH2_000756-RA	IQ IQ
TrH2_TrispH2_000757-RA	MFS_1
TrH2_TrispH2_000758-RA	Folate_carrier
TrH2_TrispH2_000759-RA	SH2
TrH2_TrispH2_000760-RA	SH2
TrH2_TrispH2_000761-RA	SH2 Exo_endo_phos
TrH2_TrispH2_000762-RA	
TrH2_TrispH2_000763-RA	
TrH2_TrispH2_000764-RA	
TrH2_TrispH2_000765-RA	Histone Histone_H2A_C
TrH2_TrispH2_000766-RA	UQ_con
TrH2_TrispH2_000767-RA	SMP_C2CD2L C2 C1_1
TrH2_TrispH2_000768-RA	ATP-synt_F6
TrH2_TrispH2_000769-RA	S-methyl_trans
TrH2_TrispH2_000770-RA	Na_H_Exchanger
TrH2_TrispH2_000771-RA	Glyco_transf_8
TrH2_TrispH2_000772-RA	MORN MORN MORN MORN MORN MORN Ank_2 zf-MYND
TrH2_TrispH2_000773-RA	FYVE FYVE
TrH2_TrispH2_000774-RA	RB_A RB_B Rb_C
TrH2_TrispH2_000775-RA	DEAD Helicase_C
TrH2_TrispH2_000776-RA	Clat_adaptor_s
TrH2_TrispH2_000777-RA	SMC_N SMC_hinge
TrH2_TrispH2_000778-RA	
TrH2_TrispH2_000779-RA	Arrestin_N Arrestin_C
TrH2_TrispH2_000780-RA	Aminotran_3
TrH2_TrispH2_000781-RA	ENT Bromodomain
TrH2_TrispH2_000782-RA	SRCR SRCR SRCR SRCR MAM
TrH2_TrispH2_000783-RA	KIAA1430
TrH2_TrispH2_000784-RA	ANF_receptor Pkinase_Tyr HNOBA Guanylate_cyc
TrH2_TrispH2_000785-RA	Forkhead
TrH2_TrispH2_000786-RA	ANF_receptor
TrH2_TrispH2_000787-RA	
TrH2_TrispH2_000788-RA	
TrH2_TrispH2_000789-RA	FAM194
TrH2_TrispH2_000790-RA	adh_short_C2
TrH2_TrispH2_000791-RA	Mito_carr Mito_carr Mito_carr
TrH2_TrispH2_000792-RA	MMgT
TrH2_TrispH2_000793-RA	GTP_EFTU GTP_EFTU_D2 EFG_III EFG_IV EFG_C
TrH2_TrispH2_000794-RA	
TrH2_TrispH2_000795-RA	MFS_1
TrH2_TrispH2_000796-RA	MFS_1
TrH2_TrispH2_000797-RA	MFS_1
TrH2_TrispH2_000798-RA	
TrH2_TrispH2_000799-RA	RabGAP-TBC Rhodanese
TrH2_TrispH2_000800-RA	RAMP4 RAMP4
TrH2_TrispH2_000801-RA	Smg4_UPF3
TrH2_TrispH2_000802-RA	zf-RING_9
TrH2_TrispH2_000803-RA	PMI_typeI
TrH2_TrispH2_000805-RA	
TrH2_TrispH2_000806-RA	Collagen Collagen Collagen Collagen Collagen Collagen C4 C4
TrH2_TrispH2_000807-RA	Collagen Collagen Collagen Collagen Collagen Collagen Collagen Collagen Collagen C4 C4
TrH2_TrispH2_000808-RA	WD40 WD40
TrH2_TrispH2_000809-RA	PEX-1N AAA AAA AAA_lid_3
TrH2_TrispH2_000810-RA	
TrH2_TrispH2_000811-RA	Ydr279_N RNase_H2-Ydr279
TrH2_TrispH2_000812-RA	HNOB HNOBA HNOBA Guanylate_cyc
TrH2_TrispH2_000813-RA	SH2 Pkinase_Tyr
TrH2_TrispH2_000814-RA	Aminotran_5
TrH2_TrispH2_000815-RA	Pkinase_Tyr
TrH2_TrispH2_000816-RA	Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_000817-RA	Sel1 Sel1 Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_000818-RA	Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_000819-RA	DHH DHHA2 CRAL_TRIO_2
TrH2_TrispH2_000820-RA	DUF1899 WD40 WD40 WD40 WD40_4
TrH2_TrispH2_000821-RA	KBP_C
TrH2_TrispH2_000822-RA	G-alpha
TrH2_TrispH2_000823-RA	DUF2610 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1 Sel1
TrH2_TrispH2_000824-RA	GBP
TrH2_TrispH2_000825-RA	LRR_9
TrH2_TrispH2_000826-RA	Glyco_hydro_38N Alpha-mann_mid Glyco_hydro_38C
TrH2_TrispH2_000827-RA	Exostosin Glyco_transf_64
TrH2_TrispH2_000828-RA	IgGFc_binding Ig_3 I-set Ig_3 Ig_3 I-set Ig_3 I-set Ig_3 I-set fn3 fn3 fn3 Ig_3 I-set Ig_3 Ig_3 Ig_3 fn3 fn3 fn3 Ig_3 HRM GAIN GPS 7tm_2 7tm_2
TrH2_TrispH2_000829-RA	
TrH2_TrispH2_000830-RA	Ras
TrH2_TrispH2_000831-RA	PWWP LEDGF
TrH2_TrispH2_000832-RA	EMP24_GP25L
TrH2_TrispH2_000833-RA	
TrH2_TrispH2_000834-RA	Clat_adaptor_s
TrH2_TrispH2_000835-RA	N2227
TrH2_TrispH2_000836-RA	
TrH2_TrispH2_000837-RA	MGAT2
TrH2_TrispH2_000838-RA	RRM_1 RRM_1 RRM_1
TrH2_TrispH2_000839-RA	MH1 MH2
TrH2_TrispH2_000840-RA	Thioredoxin PITH
TrH2_TrispH2_000841-RA	Adaptin_N AP4E_app_platf
TrH2_TrispH2_000842-RA	Tudor-knot zf-MYST MOZ_SAS
TrH2_TrispH2_000843-RA	
TrH2_TrispH2_000844-RA	7tm_1
TrH2_TrispH2_000845-RA	7tm_1
TrH2_TrispH2_000846-RA	Phospholip_A2_1 Phospholip_A2_1 Phospholip_A2_1
TrH2_TrispH2_000847-RA	FMN_dh
TrH2_TrispH2_000848-RA	MCC-bdg_PDZ
TrH2_TrispH2_000849-RA	zf-A20 zf-AN1
TrH2_TrispH2_000850-RA	Peptidase_M1_N Peptidase_M1 ERAP1_C
TrH2_TrispH2_000851-RA	PDZ PDZ PDZ SH3_2 Guanylate_kin ZU5
TrH2_TrispH2_000852-RA	KH_8
TrH2_TrispH2_000853-RA	
TrH2_TrispH2_000854-RA	Glyco_tran_10_N Glyco_transf_10
TrH2_TrispH2_000855-RA	S8_pro-domain Peptidase_S8 P_proprotein
TrH2_TrispH2_000856-RA	RRM_7 CEBP_ZZ
TrH2_TrispH2_000857-RA	
TrH2_TrispH2_000858-RA	bZIP_Maf
TrH2_TrispH2_000859-RA	
TrH2_TrispH2_000860-RA	
TrH2_TrispH2_000861-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
TrH2_TrispH2_000862-RA	ANF_receptor Lig_chan-Glu_bd Lig_chan
TrH2_TrispH2_000863-RA	
TrH2_TrispH2_000864-RA	RBP_receptor
TrH2_TrispH2_000865-RA	RBP_receptor RBP_receptor
TrH2_TrispH2_000866-RA	Alpha_L_fucos Alpha_L_fucos Fucosidase_C
TrH2_TrispH2_000867-RA	Ank_2
TrH2_TrispH2_000868-RA	MFS_1
TrH2_TrispH2_000869-RA	
TrH2_TrispH2_000870-RA	7tm_1
TrH2_TrispH2_000871-RA	7tm_1
TrH2_TrispH2_000872-RA	7tm_1
TrH2_TrispH2_000873-RA	CRAL_TRIO CRAL_TRIO_N CRAL_TRIO
TrH2_TrispH2_000874-RA	4HBT_2
TrH2_TrispH2_000875-RA	CRAL_TRIO_N CRAL_TRIO
TrH2_TrispH2_000876-RA	CRAL_TRIO_N CRAL_TRIO GOLD_2 CRAL_TRIO GOLD_2
TrH2_TrispH2_000877-RA	Ank_4 Ank_2 Ank
TrH2_TrispH2_000878-RA	
TrH2_TrispH2_000879-RA	
TrH2_TrispH2_000880-RA	Snapin_Pallidin
TrH2_TrispH2_000881-RA	Methyltransf_32
TrH2_TrispH2_000882-RA	
TrH2_TrispH2_000883-RA	7tm_1
TrH2_TrispH2_000884-RA	7tm_1
TrH2_TrispH2_000885-RA	7tm_1
TrH2_TrispH2_000886-RA	7tm_1
TrH2_TrispH2_000887-RA	
TrH2_TrispH2_000888-RA	7tm_1
TrH2_TrispH2_000889-RA	
TrH2_TrispH2_000890-RA	7tm_1
TrH2_TrispH2_000891-RA	7tm_1
TrH2_TrispH2_000892-RA	FAM124
TrH2_TrispH2_000893-RA	Fuz_longin_1 Fuz_longin_2 Fuz_longin_3
TrH2_TrispH2_000894-RA	
TrH2_TrispH2_000895-RA	SIKE
TrH2_TrispH2_000896-RA	SAM_1 SAM_1 SAM_2
TrH2_TrispH2_000897-RA	FAD_binding_6 NAD_binding_1
TrH2_TrispH2_000898-RA	DUF1726 Helicase_RecD GNAT_acetyltr_2 tRNA_bind_2
TrH2_TrispH2_000899-RA	LMF1
TrH2_TrispH2_000900-RA	CNDH2_N CNDH2_M CNDH2_C
TrH2_TrispH2_000901-RA	RRM_1
TrH2_TrispH2_000902-RA	N_BRCA1_IG
TrH2_TrispH2_000903-RA	Methyltransf_5 Methyltransf_5
TrH2_TrispH2_000904-RA	UQ_con
TrH2_TrispH2_000905-RA	ERGIC_N COPIIcoated_ERV
TrH2_TrispH2_000906-RA	DIRP
TrH2_TrispH2_000907-RA	Cation_efflux
TrH2_TrispH2_000908-RA	MoCF_biosynth PAPS_reduct
TrH2_TrispH2_000909-RA	Cyt-b5 FA_desaturase
TrH2_TrispH2_000910-RA	IQ IQ IQ
TrH2_TrispH2_000911-RA	Tetraspanin
TrH2_TrispH2_000912-RA	Methyltransf_25
TrH2_TrispH2_000913-RA	HORMA
TrH2_TrispH2_000914-RA	HORMA
TrH2_TrispH2_000915-RA	Cupin_8
TrH2_TrispH2_000916-RA	Cupin_8 Cupin_8
TrH2_TrispH2_000917-RA	Tetraspanin
TrH2_TrispH2_000918-RA	Tetraspanin
TrH2_TrispH2_000919-RA	Tetraspanin
TrH2_TrispH2_000920-RA	Tetraspanin
TrH2_TrispH2_000921-RA	
TrH2_TrispH2_000922-RA	Tetraspanin
TrH2_TrispH2_000923-RA	PTCB-BRCT BRCT RhoGEF
TrH2_TrispH2_000924-RA	L27_1 PDZ PDZ PDZ SH3_1 Guanylate_kin
TrH2_TrispH2_000925-RA	Dyp_perox
TrH2_TrispH2_000926-RA	
TrH2_TrispH2_000927-RA	ABC_membrane ABC_tran ABC_membrane ABC_tran
TrH2_TrispH2_000928-RA	WW
TrH2_TrispH2_000929-RA	BPL_LplA_LipB
TrH2_TrispH2_000930-RA	zf-HIT
TrH2_TrispH2_000931-RA	UDPGT
TrH2_TrispH2_000932-RA	
TrH2_TrispH2_000933-RA	JAB BRCC36_C
TrH2_TrispH2_000934-RA	DUF4498
TrH2_TrispH2_000935-RA	LRR_9
TrH2_TrispH2_000936-RA	CEP63
TrH2_TrispH2_000937-RA	
TrH2_TrispH2_000938-RA	TCTP
TrH2_TrispH2_000939-RA	Redoxin
TrH2_TrispH2_000940-RA	COMM_domain
TrH2_TrispH2_000941-RA	RRM_1
TrH2_TrispH2_000942-RA	
TrH2_TrispH2_000943-RA	
TrH2_TrispH2_000944-RA	Ras
TrH2_TrispH2_000945-RA	Ank_4 Ank_2 Ank_2
TrH2_TrispH2_000946-RA	DUF4707
TrH2_TrispH2_000947-RA	Tetraspanin
TrH2_TrispH2_000948-RA	dsrm dsrm
TrH2_TrispH2_000949-RA	COG6
TrH2_TrispH2_000950-RA	ADH_N ADH_zinc_N
TrH2_TrispH2_000951-RA	ADH_N ADH_zinc_N
TrH2_TrispH2_000952-RA	
TrH2_TrispH2_000953-RA	TMEM126
TrH2_TrispH2_000954-RA	ABC_membrane ABC_tran ABC_membrane ABC_tran
TrH2_TrispH2_000955-RA	Rad51
TrH2_TrispH2_000956-RA	Inhibitor_I29 Peptidase_C1
TrH2_TrispH2_000957-RA	L_HMGIC_fpl
TrH2_TrispH2_000958-RA	WWE HECT
TrH2_TrispH2_000959-RA	Redoxin
TrH2_TrispH2_000960-RA	
TrH2_TrispH2_000961-RA	IF4E
TrH2_TrispH2_000962-RA	DUF4499
TrH2_TrispH2_000963-RA	
TrH2_TrispH2_000964-RA	LIM LIM LIM LIM LIM
TrH2_TrispH2_000965-RA	Biotin_carb_N CPSase_L_D2 Biotin_carb_C PCC_BT Biotin_lipoyl
TrH2_TrispH2_000966-RA	
TrH2_TrispH2_000967-RA	LRR_6 LRR_6
TrH2_TrispH2_000968-RA	WIF Pkinase_Tyr
TrH2_TrispH2_000969-RA	CDC27
TrH2_TrispH2_000970-RA	MCM_N MCM_OB MCM MCM_lid
TrH2_TrispH2_000971-RA	DUF2034 DUF2034
TrH2_TrispH2_000972-RA	Med12 Med12-LCEWAV
TrH2_TrispH2_000973-RA	VWC VWC VWC
TrH2_TrispH2_000974-RA	DUF3398 DOCK-C2 DHR-2
TrH2_TrispH2_000975-RA	IFT81_CH
TrH2_TrispH2_000976-RA	Na_Ca_ex Na_Ca_ex
TrH2_TrispH2_000977-RA	
TrH2_TrispH2_000978-RA	GST_N GST_C_3
TrH2_TrispH2_000979-RA	Ribosomal_L2 Ribosomal_L2_C
TrH2_TrispH2_000980-RA	Pkinase CNH
TrH2_TrispH2_000981-RA	Dus
TrH2_TrispH2_000982-RA	RNA_pol_Rpb1_1 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_4 RNA_pol_Rpb1_5 RNA_pol_Rpb1_6 RNA_pol_Rpb1_7 RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R RNA_pol_Rpb1_R
TrH2_TrispH2_000983-RA	DUF1077
TrH2_TrispH2_000984-RA	Carboxyl_trans
TrH2_TrispH2_000985-RA	RSN1_TM PHM7_cyt RSN1_7TM RSN1_7TM
TrH2_TrispH2_000986-RA	Pkinase
TrH2_TrispH2_000987-RA	Sulfotransfer_2
TrH2_TrispH2_000988-RA	PBD Pkinase
TrH2_TrispH2_000989-RA	Spot_14
TrH2_TrispH2_000990-RA	DAGAT
TrH2_TrispH2_000991-RA	ANF_receptor NCD3G 7tm_3
TrH2_TrispH2_000992-RA	ANF_receptor NCD3G 7tm_3
