TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	5.383403	10.363115
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	5.788392	10.786082
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	12.066545	-3.1907673
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.195857	-3.3541145
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	10.946253	-1.5505608
trans_epithelia_dorsal_ventral	gray95	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	21.940361	-3.0852587
epithelia_dorsal_like	mediumorchid4	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	12.341736	-3.0619185
epithelia_dorsal_like	mediumorchid4	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_164	11.038801	-1.5683982
epithelia_ventral	orchid1	0	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_140	6.9842277	9.615322
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	7.6653395	-4.4420333
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	10.866359	-1.6586943
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	5.835663	10.111373
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	10.962389	-1.53616
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	11.074634	-1.7262212
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	1.5298818	12.586323
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.313358	-3.3417602
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	11.965185	-3.0688963
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	12.83428	-3.335649
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_78	12.898271	-3.3317947
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	12.023573	-3.216025
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	12.132636	-3.3310027
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	6.0274887	10.001767
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	10.938909	-1.492276
gland_1	darkorange3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_109	-0.6039381	1.8499345
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	1.4970595	12.780211
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	2.555259	12.8478985
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	1.5725651	12.706279
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_65	12.143286	-3.056508
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.18	-3.2296107
peptidergic_iota_like	deepskyblue1	41	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_210	15.977209	-7.964641
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	12.53136	-3.5437913
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	12.092329	-3.3015172
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	12.006846	-3.1268928
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	1.6632121	12.4174595
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	5.949144	10.032899
trans_lipophil_1_gland	gray75	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	-1.916181	1.3890723
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_2	-11.376207	3.252398
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	11.161142	-1.6271151
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_156	6.46846	10.00841
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	1.9259186	10.712538
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	6.003103	10.037016
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.406764	-3.1754725
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	11.195699	-1.8944718
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.056073	-3.286862
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	11.0299225	-1.6844702
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.292183	-2.6263304
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	0.035509676	0.6386653
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	10.948861	-1.4604917
trans_fibre_gland	gray55	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_91	12.087051	-3.2481282
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	5.884239	10.138388
lipophil	khaki2	5	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_2	-11.226582	3.9032073
peptidergic_zeta	steelblue3	38	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_202	7.6992445	-4.4720073
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_171	2.27892	11.527302
trans_epithelia_dorsal_ventral	gray95	49	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	7.2630253	9.903277
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	11.997173	-3.3051016
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	12.269849	-3.3329988
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	3.1160955	12.076511
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_87	12.863947	-3.3742328
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	1.7186414	12.663597
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_88	12.881961	-3.4287076
trans_epithelia_dorsal_ventral	gray95	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	10.968634	-1.3162704
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_90	12.375582	-3.3032258
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.015798	-3.1541388
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	1.6640413	12.477632
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.126689	-3.2963488
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	10.922884	-1.5383934
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	1.7693	11.839259
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	1.6955874	10.172283
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	12.092834	-3.444796
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	1.9388602	10.683157
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	12.005866	-2.8321087
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	10.886773	-1.4156079
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	11.988548	-3.4494462
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	1.7244172	12.015472
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_61	12.455825	-3.281052
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	11.938769	-3.3212314
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	12.9844	-3.314824
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_3	-11.388476	4.119232
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	7.6895328	-4.4511156
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.46842	-2.0031168
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_164	1.556561	10.561917
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_159	2.1501613	10.964588
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	12.365759	-3.232045
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	8.42456	9.519898
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.173421	-3.4560626
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	1.5591481	12.464072
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	1.6859045	12.060656
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	6.1458616	9.89369
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.140495	-3.3672342
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	6.0797844	9.805363
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	12.152977	-3.3621948
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.108873	-3.3167408
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.114333	-3.2618794
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.457923	-3.210142
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	11.247822	-1.9321358
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_171	1.6958635	12.049187
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	11.045942	-1.7300686
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	2.4984581	12.718997
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-11.91824	3.450099
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	1.7694576	11.746683
trans_epithelia_dorsal_ventral	gray95	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_163	-3.8466084	10.960047
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	1.9395262	11.435366
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.740934	-3.3125799
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	12.026828	-3.217958
gland_1	darkorange3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	-1.2297765	2.9212637
fibre	chartreuse3	20	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	12.777762	-3.3869693
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.062092	-3.4005816
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.173314	-3.289208
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.310972	-3.225817
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	2.018413	12.643747
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.24227	-3.2040045
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	3.5991929	11.563451
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	12.179201	-3.049001
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.403281	-3.25952
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	12.175774	-3.0695713
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	12.362397	-3.2817945
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_189	1.7704512	12.564574
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.138009	-3.3749888
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_167	1.6135588	10.099236
trans_fibre_epithelia	gray85	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	12.392721	-2.8633213
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.179558	-3.3109787
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.040394	-3.2758977
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	12.096651	-3.1292987
peptidergic_omicron	lightskyblue	51	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_217	-3.845728	11.01195
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_177	1.6347481	12.502211
trans_lipophil_1_gland	gray75	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	-11.474491	3.139358
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	12.156573	-3.0977874
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_154	5.9324083	10.047266
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.138208	-3.3915107
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.231498	-3.2780485
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.000936	-3.2805152
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	1.4240996	12.766416
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	1.5222672	12.625504
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	1.6013215	12.488032
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	12.024437	-3.1779652
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.171686	-3.0707963
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	2.9152277	11.841466
epithelia_dorsal_like	mediumorchid4	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_172	1.6627268	10.216647
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	12.18554	-3.0113797
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	2.025885	11.6476145
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.2861595	-3.219591
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_69	12.085125	-3.2609682
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	1.8022459	11.65454
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	11.992	-3.1007833
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_155	6.444715	9.684365
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_168	1.8801676	11.186242
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_77	11.265966	-1.9910041
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	12.000519	-3.2308838
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_80	12.107133	-3.3632154
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.159682	-3.3130207
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-11.299551	3.3850975
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	12.250929	-3.2092159
trans_lipophil_1_gland	gray75	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_39	-12.002976	3.1372192
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_78	12.902166	-3.4901736
trans_epithelia_ventral_peptidergic	gray60	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_158	6.126052	9.976634
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_1	-11.731932	3.4520388
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	12.124263	-3.4966536
fibre	chartreuse3	24	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_79	12.178096	-2.8728282
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.009051	-3.4437408
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	1.673658	12.513775
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_60	12.231444	-3.3168426
trans_epithelia_dorsal_ventral	gray95	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_160	3.7623472	11.653437
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_93	12.481067	-2.8790836
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	12.177653	-3.2141814
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	12.286415	-3.3703527
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.101879	-3.3149538
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.501743	-3.216873
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.104886	-3.3125088
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.052028	-3.2309046
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	12.232239	-3.3216937
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.107055	-3.2918222
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_170	2.1346807	10.979432
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.008431	-2.9506555
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	4.017439	12.700806
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	10.994424	-1.5985059
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	13.336154	-3.2732174
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_4	-11.960555	3.4159305
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_81	12.144365	-3.1279576
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_82	11.968056	-3.3224626
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_98	-1.8828166	1.5542068
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.006482	-3.3828132
epithelia_dorsal_like	mediumorchid4	23	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_165	1.6382416	10.137626
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	13.114923	-3.2557747
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	4.0469146	12.967789
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	12.761116	-3.2568526
unknown_2.2	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_47	10.220925	4.7231183
epithelia_dorsal	mediumorchid3	17	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_190	1.8552274	12.46404
epithelia_dorsal_like	mediumorchid4	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_176	2.8594868	12.292905
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.026889	-3.146268
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_76	11.321933	-2.0864103
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_68	12.640443	-3.3509514
lipophil	khaki2	6	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_1	-12.251972	3.2988
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_178	4.3035355	12.979365
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_72	13.3697605	-3.3882816
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_64	12.13908	-3.3821433
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_67	12.341886	-3.316119
trans_fibre_epithelia	gray85	9	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	1.8198348	11.807115
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	10.965793	-1.5810685
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	10.955141	-1.549564
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.274673	-3.3351579
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	1.4991972	12.605181
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_63	11.944572	-3.3275547
trans_fibre_epithelia	gray85	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_92	12.147357	-2.9865346
epithelia_dorsal_like	mediumorchid4	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_175	1.5426311	12.465816
fibre	chartreuse3	22	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_62	10.982545	-1.600702
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_66	12.835721	-3.4085722
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	12.200172	-2.8906975
epithelia_ventral	orchid1	14	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_153	6.1980324	9.938423
epithelia_dorsal	mediumorchid3	16	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_184	1.4871933	12.752228
fibre	chartreuse3	13	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_75	13.323009	-3.2819424
fibre	chartreuse3	1	unassigned	unassigned	unassigned	batch1	TrH2	TrH2_71	12.185005	-3.2199268
