Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	Hhon_cell_type	Hhon_color	Hhon_leiden_clusters	batch	species	metacell;metacell_mapping_scores	X_umap1	X_umap2
epithelia_unknown_1	plum3	43	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_91	-0.62397814	1.6985382
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	3.6808245	4.21712
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_70	8.873722	-5.6110854
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_137	4.646041	5.546463
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	6.231956	2.9027724
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	0.19039738	2.0696104
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	5.366892	6.6831694
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_126	4.8406105	3.460188
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	9.620503	-7.183618
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_131	3.6146793	4.71288
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	4.7749143	3.8946626
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.6705942	0.98847246
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	5.5027485	8.839526
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_129	3.729464	4.761941
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-2.8948445	-10.439007
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.9328394	4.9605093
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	8.590294	-6.629341
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_98	6.411881	2.9714499
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-2.8835068	-10.32772
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	19.743784	11.1217785
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.6721277	13.808604
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_83	4.4357896	-0.2099726
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	7.960149	-5.706197
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	0.64251024	1.9510119
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	4.913798	9.313187
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	5.4327354	0.7744724
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-6.093686	14.4490385
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	7.8070164	-5.954885
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	8.459239	-5.487471
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	9.471189	-7.133783
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	8.05273	-6.2729044
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_138	5.5044346	5.4670353
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_31	13.050588	13.754088
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.785996	13.736419
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-6.206281	14.450433
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	4.3273478	3.7155
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_180	-0.4668994	6.537236
epithelia_unknown_2	plum3	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	4.1599593	2.99397
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_52	8.594153	-7.081439
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	0.13485166	2.2638674
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.081741	-2.3561819
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-5.099075	-0.1913736
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	9.445809	-7.305251
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.842542	0.5457034
trans_gland_epithelia	gray45	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	7.89899	-6.219669
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	3.869618	5.096892
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	-5.18663	0.027062178
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_173	9.243836	22.332163
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.632787	-11.658361
epithelia_unknown_2	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_97	5.3714466	6.524593
peptidergic_gamma_like	skyblue1	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_169	-9.205035	0.5027814
peptidergic_omicron	lightskyblue	37	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_189	-13.890707	5.1872196
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	8.605976	-6.580709
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	8.084562	-5.2877407
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	1.3241634	21.207262
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.682483	13.790192
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	0.06385665	2.3523917
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_157	5.4345045	10.413533
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.065419	9.067738
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.8219275	1.0532248
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	3.0998769	4.2318068
epithelia_unknown_2	plum3	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	4.2914124	-0.34303248
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	1.3465328	21.18304
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-5.790237	14.070017
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	8.195665	-6.3514905
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.638246	-11.639462
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	0.6380897	1.9628025
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	0.62053293	1.9759755
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	5.897915	0.6125284
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_184	8.242302	-11.719819
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	8.150624	-5.819921
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.6302466	13.812077
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	8.219894	-5.1355577
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	8.195518	-6.731401
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.084699	9.064026
peptidergic_mu_like	cyan3	39	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_187	-11.229053	-3.8495507
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	0.28605458	2.0873394
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	0.26216784	2.1357126
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	6.385443	2.6937957
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_11	-6.053074	14.843935
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.1098094	-2.306478
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.7752619	1.0807829
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	9.369047	-7.2253623
peptidergic_epsilon	steelblue1	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	9.273111	6.7819405
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_124	5.557323	4.6829085
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.0309787	-2.4205163
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	5.308065	5.266928
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_115	6.2175245	3.4557474
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.711885	13.5798025
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	0.123865314	2.291165
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	-5.1624055	-0.09349579
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	8.920566	-7.122724
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.5511384	13.734272
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-5.8153653	14.158184
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_170	-4.311926	21.080597
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-2.8188334	-10.282793
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.48467	-11.6896305
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	3.245457	4.584357
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-2.870896	-10.536381
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_119	4.908374	4.591437
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.8612196	1.1133606
epithelia_unknown_3	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_104	4.852881	5.4765124
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_19	-5.5987887	14.534198
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.9111693	0.9889247
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	4.946181	9.088569
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	8.354606	-6.673323
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	0.64200264	1.9482528
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	-5.2030735	-0.042235542
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	8.015856	-6.178349
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_77	8.94132	-7.0819
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.8727531	1.1484776
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	19.884945	10.875468
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_156	-5.181466	-0.049542245
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_179	-2.7830772	-10.407049
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	0.12476272	2.2217426
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.8723286	1.042265
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_102	0.3359326	2.1279812
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	0.10998636	2.2904246
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.049994	-2.4078093
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_114	4.588757	3.69664
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	1.9246792	1.007075
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_185	8.354288	-11.743261
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-5.02783	0.017178932
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	7.885474	-6.3597527
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	4.4068294	8.782977
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	-9.381725	5.3902373
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	8.1431265	-6.439007
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_76	8.260683	-6.8631616
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	3.488148	4.4511003
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_28	4.078544	-2.4368858
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.658444	13.839636
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_14	-5.5730367	13.775412
peptidergic_nu	cyan4	50	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	20.81862	12.422652
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_40	13.441505	13.8211975
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	4.7412944	4.5342894
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.713341	-11.597746
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.8922596	0.9921285
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_106	0.10050052	2.2649362
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	4.1643553	3.5257933
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.833525	5.1637487
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	-9.409983	5.41028
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_186	8.682872	-11.627737
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_43	8.006959	-6.427955
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	0.14949213	2.2388136
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	3.379853	4.3003936
peptidergic_progenitors	blueviolet	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_163	1.3422519	21.18252
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_40	13.0715685	14.1401825
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	7.8536377	-6.167808
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_50	8.294809	-4.7157006
epithelia_unknown_2	plum3	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	4.4012246	1.6186029
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_109	5.6707606	2.3381648
trans_gland_epithelia	gray45	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_78	9.307211	-5.496345
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	0.5425627	2.0479095
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_158	5.4515476	9.112587
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_37	12.975838	14.921678
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_122	4.7458296	4.8178043
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_154	-5.218432	-0.036879476
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	19.92474	10.783295
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_103	0.5383232	1.9589933
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	7.958487	-6.157387
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_130	3.4820964	4.418974
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_111	4.4376206	3.4523785
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.6287894	13.768811
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_157	5.499103	8.81258
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-6.008803	15.138108
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_45	8.2843485	-6.314014
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_29	12.507313	14.008002
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_107	0.07355606	2.179219
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_18	-6.319463	14.571172
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.721386	13.807782
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_175	-3.7773292	6.6647773
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-6.4163294	12.288971
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_93	1.7799827	1.0976151
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	1.3447915	21.190292
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.7748513	14.121086
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	4.300355	3.5136166
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.6989007	13.774369
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.6915355	14.231506
epithelia_ventral	orchid1	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	2.377778	1.2865635
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	4.1637893	3.0062172
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_144	4.4100113	9.245993
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_100	2.4838502	1.0684881
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_105	0.3836328	2.0742788
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_46	9.435069	-5.0222054
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_44	7.9653387	-5.959798
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	4.138629	1.887648
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	1.757278	1.1600556
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_89	5.7977934	0.7474308
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_95	1.8672969	1.0072997
gland_1	darkorange3	13	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_42	7.9494915	-6.059543
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_162	5.3861647	9.015947
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_16	-5.751588	13.818767
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_48	9.404896	-7.1962028
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	4.4363003	3.8479686
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_113	0.9182689	2.0820184
peptidergic_epsilon	steelblue1	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_171	-0.34626824	6.4739447
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_159	4.975216	9.115189
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_167	18.699608	-10.272642
lipophil	khaki2	18	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_17	-5.519058	13.726427
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_181	-7.2538834	-7.0373883
peptidergic_nu	cyan4	33	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_188	1.3456461	21.184292
epithelia_unknown_2	plum3	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_99	4.6144605	1.7423452
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_132	4.4416127	4.4119897
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_26	19.882877	10.854923
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_127	3.0762746	3.90695
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_125	4.79039	5.413561
epithelia_unknown_2	plum3	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_101	4.76307	5.016954
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_168	-9.40512	5.378758
peptidergic_mu	cyan3	32	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_183	4.6725135	-13.749942
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_27	4.0059505	-2.4451516
